,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,8889340.0,7898520.0,6350180.0,-4733480.0
Tax Rate For Calcs,0.19,0.12,0.34,0.34
Normalized EBITDA,1766608000.0,1513454000.0,1114136000.0,1069564000.0
Total Unusual Items,46786000.0,65821000.0,18677000.0,-13922000.0
Total Unusual Items Excluding Goodwill,46786000.0,65821000.0,18677000.0,-13922000.0
Net Income From Continuing Operation Net Minority Interest,587089000.0,452477000.0,-6822000.0,831000.0
Reconciled Depreciation,720312000.0,707690000.0,747271000.0,670015000.0
Reconciled Cost Of Revenue,3550502000.0,3459970000.0,3197049000.0,3077441000.0
EBITDA,1813394000.0,1579275000.0,1132813000.0,1055642000.0
EBIT,1093082000.0,871585000.0,385542000.0,385627000.0
Net Interest Income,-494403000.0,-491658000.0,-467273000.0,-299986000.0
Interest Expense,366101000.0,358666000.0,433629000.0,428903000.0
Interest Income,123614000.0,84428000.0,104992000.0,237446000.0
Normalized Income,549192340.0,394554520.0,-19148820.0,10019520.0
Net Income From Continuing And Discontinued Operation,587089000.0,452477000.0,-6822000.0,831000.0
Total Expenses,6836297000.0,6692934000.0,6320788000.0,5912918000.0
Rent Expense Supplemental,414803000.0,383458000.0,351855000.0,365121000.0
Diluted Average Shares,310407669.0,308175894.0,305594568.0,309026381.0
Basic Average Shares,302914334.0,304920942.0,305594568.0,306275168.0
Diluted EPS,1.8913,1.4682,-0.0223,0.0027
Basic EPS,1.9381,1.4839,-0.0223,0.0027
Diluted NI Availto Com Stockholders,587089000.0,452477000.0,-6822000.0,831000.0
Net Income Common Stockholders,587089000.0,452477000.0,-6822000.0,831000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,587089000.0,452477000.0,-6822000.0,831000.0
Minority Interests,2000.0,-1000.0,-2000.0,2000.0
Net Income Including Noncontrolling Interests,587087000.0,452478000.0,-6820000.0,829000.0
Net Income Continuous Operations,587087000.0,452478000.0,-6820000.0,829000.0
Tax Provision,139894000.0,60441000.0,-41267000.0,-44105000.0
Pretax Income,726981000.0,512919000.0,-48087000.0,-43276000.0
Special Income Charges,46786000.0,65821000.0,11609000.0,-13922000.0
Other Special Charges,-50016000.0,-95017000.0,-11453000.0,11470000.0
Write Off,3230000.0,29196000.0,-156000.0,2452000.0
Net Non Operating Interest Income Expense,-494403000.0,-491658000.0,-467273000.0,-299986000.0
Total Other Finance Cost,251916000.0,217420000.0,138636000.0,108529000.0
Interest Expense Non Operating,366101000.0,358666000.0,433629000.0,428903000.0
Interest Income Non Operating,123614000.0,84428000.0,104992000.0,237446000.0
Operating Income,1146661000.0,943605000.0,398529000.0,270632000.0
Operating Expense,3285795000.0,3232964000.0,3123739000.0,2835477000.0
Other Operating Expenses,73635000.0,95814000.0,157928000.0,-114539000.0
Depreciation And Amortization In Income Statement,687088000.0,675537000.0,714663000.0,641887000.0
Depreciation Income Statement,687088000.0,675537000.0,714663000.0,641887000.0
Selling General And Administration,1460199000.0,1323561000.0,1211272000.0,1266555000.0
Selling And Marketing Expense,1167022000.0,1072216000.0,1004944000.0,1083699000.0
General And Administrative Expense,293177000.0,251345000.0,206328000.0,182856000.0
Rent And Landing Fees,414803000.0,383458000.0,351855000.0,365121000.0
Gross Profit,4432456000.0,4176569000.0,3522268000.0,3106109000.0
Cost Of Revenue,3550502000.0,3459970000.0,3197049000.0,3077441000.0
Total Revenue,7982958000.0,7636540000.0,6719317000.0,6183550000.0
Operating Revenue,7982958000.0,7636540000.0,6719317000.0,6183550000.0
