,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-84504000.0,-576000.0,-69934000.0,-58918000.0,-13252000.0,
Repurchase Of Capital Stock,-17664000.0,-2615000.0,,,0.0,-5144000.0
Repayment Of Debt,-46502000.0,8282000.0,-103944000.0,-89815000.0,-64892000.0,
Issuance Of Debt,72092000.0,,,,76965000.0,
Issuance Of Capital Stock,482626000.0,0.0,3316000.0,8190000.0,0.0,
Capital Expenditure,-5824000.0,-16865000.0,-16856000.0,-20666000.0,-9227000.0,
End Cash Position,518863000.0,309111000.0,355358000.0,241887000.0,203854000.0,
Beginning Cash Position,309111000.0,355358000.0,241887000.0,203854000.0,331069000.0,
Changes In Cash,209752000.0,-46247000.0,113471000.0,38033000.0,-127215000.0,
Financing Cash Flow,366518000.0,-10135000.0,315788000.0,-50307000.0,12073000.0,
Net Other Financing Charges,-269000.0,588587000.0,-136476000.0,158285000.0,-2000.0,
Cash Dividends Paid,-99992000.0,,,,,
Common Stock Dividend Paid,-99992000.0,,,-50000000.0,0.0,
Net Common Stock Issuance,464962000.0,-2615000.0,2565000.0,8190000.0,0.0,
Common Stock Payments,-17664000.0,-2615000.0,,,0.0,-5144000.0
Common Stock Issuance,482626000.0,0.0,3316000.0,8190000.0,0.0,
Net Issuance Payments Of Debt,25590000.0,-495361000.0,399699000.0,-166780000.0,12073000.0,
Net Long Term Debt Issuance,25590000.0,-495361000.0,399699000.0,-166780000.0,12073000.0,
Long Term Debt Payments,-46502000.0,8282000.0,-103944000.0,-89815000.0,-64892000.0,
Long Term Debt Issuance,72092000.0,,,,76965000.0,
Investing Cash Flow,-78086000.0,-52401000.0,-149239000.0,126592000.0,-135263000.0,
Net Other Investing Changes,,,-1000.0,,,
Dividends Received Cfi,,,,,0.0,
Net Investment Purchase And Sale,-62181000.0,-35536000.0,-132382000.0,124313000.0,-125496000.0,
Sale Of Investment,128946000.0,167096000.0,38667000.0,149700000.0,59147000.0,
Purchase Of Investment,-191127000.0,-202632000.0,-171049000.0,-25387000.0,-184643000.0,
Net Investment Properties Purchase And Sale,,,,,,0.0
Net Business Purchase And Sale,-10081000.0,22404000.0,0.0,540000.0,-540000.0,
Sale Of Business,,22404000.0,0.0,0.0,0.0,
Purchase Of Business,-10081000.0,,,,-540000.0,
Net Intangibles Purchase And Sale,0.0,0.0,0.0,0.0,-447000.0,
Net PPE Purchase And Sale,-5824000.0,-16865000.0,-16856000.0,-20666000.0,-8780000.0,
Operating Cash Flow,-78680000.0,16289000.0,-53078000.0,-38252000.0,-4025000.0,
Taxes Refund Paid,-13489000.0,-7163000.0,-9562000.0,-8011000.0,-9282000.0,
Interest Paid Cfo,-28410000.0,-29266000.0,-22292000.0,-16664000.0,-15835000.0,
Change In Working Capital,-235259000.0,-131351000.0,-176446000.0,-152841000.0,-75077000.0,
Change In Other Current Liabilities,951000.0,744000.0,-3615000.0,1503000.0,-1690000.0,
Change In Other Current Assets,-897000.0,-16478000.0,67505000.0,-30826000.0,-76319000.0,
Change In Payable,17090000.0,7931000.0,77464000.0,313885000.0,-16409000.0,
Change In Prepaid Assets,-3735000.0,-534000.0,-1760000.0,-4237000.0,-5233000.0,
Change In Inventory,55470000.0,137618000.0,-47715000.0,-194289000.0,38211000.0,
Change In Receivables,-304138000.0,-260632000.0,-268325000.0,-238877000.0,-13637000.0,
Other Non Cash Items,22016000.0,35823000.0,6046000.0,12785000.0,21551000.0,
Stock Based Compensation,224000.0,,,378000.0,1243000.0,
Provisionand Write Offof Assets,8324000.0,21861000.0,-1527000.0,-1986000.0,-6413000.0,
Deferred Tax,8093000.0,22821000.0,12232000.0,12594000.0,5961000.0,
Depreciation And Amortization,4818000.0,4491000.0,4124000.0,3683000.0,3728000.0,
Depreciation,4818000.0,4491000.0,4124000.0,3683000.0,3728000.0,
Gain Loss On Investment Securities,,-18325000.0,18325000.0,,,
Net Income From Continuing Operations,155503000.0,111897000.0,117578000.0,120315000.0,70383000.0,
