,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,4224173.735894,4026800.0,9585594.205947,,9004984.664912,10310760.0,
Tax Rate For Calcs,0.165369,0.2,0.183172,,0.201175,0.27,
Normalized EBITDA,370913000.0,389094000.0,466431000.0,,442773000.0,369744000.0,
Total Unusual Items,25544000.0,20134000.0,52331000.0,,44762000.0,38188000.0,
Total Unusual Items Excluding Goodwill,25544000.0,20134000.0,52331000.0,,44762000.0,38188000.0,
Net Income From Continuing Operation Net Minority Interest,272409000.0,266082000.0,338840000.0,,319344000.0,241809000.0,
Reconciled Depreciation,42750000.0,43033000.0,40462000.0,,38983000.0,38245000.0,
Reconciled Cost Of Revenue,1853557000.0,1281811000.0,1901468000.0,,1711879000.0,1293181000.0,
EBITDA,396457000.0,409228000.0,518762000.0,,487535000.0,407932000.0,
EBIT,353707000.0,366195000.0,478300000.0,,448552000.0,369687000.0,
Net Interest Income,6538000.0,-4461000.0,-319171000.0,,-16230000.0,-4896000.0,
Interest Expense,28754000.0,34878000.0,59940000.0,,46598000.0,36611000.0,
Interest Income,10720000.0,15177000.0,8375000.0,,16345000.0,23848000.0,
Normalized Income,251089173.735894,249974800.0,296094594.205947,,283586984.664912,213931760.0,
Net Income From Continuing And Discontinued Operation,272409000.0,266082000.0,338840000.0,,319344000.0,241809000.0,
Total Expenses,2090260000.0,1469125000.0,2137016000.0,,1949098000.0,1469222000.0,
Diluted Average Shares,1249926585.0,1136384000.0,,1259441966.0,1260057766.0,1260061000.0,
Basic Average Shares,1241382610.0,1127114000.0,,1249882634.0,1249878669.0,1260061000.0,
Diluted EPS,0.21794,0.23607,,0.256745,0.253436,0.193464,
Basic EPS,0.21944,0.23607,,0.258709,0.2555,0.193464,
Diluted NI Availto Com Stockholders,272409000.0,266082000.0,338840000.0,,319344000.0,241809000.0,
Net Income Common Stockholders,272409000.0,266082000.0,338840000.0,,319344000.0,241809000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0,
Net Income,272409000.0,266082000.0,338840000.0,,319344000.0,241809000.0,
Minority Interests,1193000.0,1474000.0,-2888000.0,,-1747000.0,-1262000.0,
Net Income Including Noncontrolling Interests,271216000.0,264608000.0,341728000.0,,321091000.0,243071000.0,
Net Income Continuous Operations,271216000.0,264608000.0,341728000.0,,321091000.0,243071000.0,
Tax Provision,53737000.0,66709000.0,76632000.0,,80863000.0,90005000.0,
Pretax Income,324953000.0,331317000.0,418360000.0,,401954000.0,333076000.0,
Net Non Operating Interest Income Expense,6538000.0,-4461000.0,-319171000.0,,-16230000.0,-4896000.0,
Total Other Finance Cost,-24572000.0,-15240000.0,267606000.0,,-14023000.0,-7867000.0,
Interest Expense Non Operating,28754000.0,34878000.0,59940000.0,,46598000.0,36611000.0,
Interest Income Non Operating,10720000.0,15177000.0,8375000.0,,16345000.0,23848000.0,
Operating Income,283016000.0,186113000.0,432562000.0,,355987000.0,208214000.0,
Operating Expense,236703000.0,187314000.0,235548000.0,,237219000.0,176041000.0,
Other Operating Expenses,26466000.0,12934000.0,,,15166000.0,,4651000.0
Selling General And Administration,210237000.0,174380000.0,239318000.0,,222053000.0,185847000.0,
Selling And Marketing Expense,97933000.0,74485000.0,116147000.0,,101424000.0,84834000.0,
General And Administrative Expense,112304000.0,99895000.0,123171000.0,,120629000.0,101013000.0,
Gross Profit,519719000.0,373427000.0,668110000.0,,593206000.0,384255000.0,
Cost Of Revenue,1853557000.0,1281811000.0,1901468000.0,,1711879000.0,1293181000.0,
Total Revenue,2373276000.0,1655238000.0,2569578000.0,,2305085000.0,1677436000.0,
Operating Revenue,2373276000.0,1655238000.0,2569578000.0,,2305085000.0,1677436000.0,
