,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-2340488.537098,-70624149.6,103920660.0,-86480700.0,19040340.0,,
Tax Rate For Calcs,0.069915,0.4,0.34,0.34,0.34,,
Normalized EBITDA,4156264066.0,4266796700.0,1627300000.0,1694378000.0,1157976833.7,,
Total Unusual Items,-33476000.0,-176560374.0,305649000.0,-254355000.0,56001000.0,,
Total Unusual Items Excluding Goodwill,-33476000.0,-176560374.0,305649000.0,-254355000.0,56001000.0,,
Net Income From Continuing Operation Net Minority Interest,1959864000.0,2414508674.0,-850559000.0,348705000.0,680674000.0,,
Reconciled Depreciation,1625604066.0,1949853934.0,1851191000.0,1177179000.0,1297785833.7,,
Reconciled Cost Of Revenue,3888391000.0,3734582151.0,3885486000.0,2730463000.0,2813218000.0,,
EBITDA,4122788066.0,4090236326.0,1932949000.0,1440023000.0,1213977833.7,,
EBIT,2497184000.0,2140382392.0,81758000.0,262844000.0,-83808000.0,,
Net Interest Income,-402164000.0,-432141549.0,-346077000.0,-443630000.0,-392956000.0,,
Interest Expense,389995000.0,425831683.0,315501000.0,419594000.0,343039000.0,,
Interest Income,19354000.0,21694773.0,20604000.0,18257000.0,22660000.0,,
Normalized Income,1990999511.462902,2520444898.4,-1052287340.0,516579300.0,643713340.0,,
Net Income From Continuing And Discontinued Operation,1959864000.0,2414508674.0,-850559000.0,348705000.0,680674000.0,,
Total Expenses,4389409000.0,4217028817.0,4427727000.0,3054639000.0,3297433000.0,,
Total Operating Income As Reported,2777489000.0,2456460329.0,,,77697000.0,1033668084.2,
Diluted Average Shares,808231335.0,814248668.0,,,812347388.0,816361000.0,
Basic Average Shares,802854000.0,810355000.0,,,811746000.0,816361000.0,
Diluted EPS,2.42488,2.965321,,0.42962,0.83791,2.488795,
Basic EPS,2.44112,2.981122,,0.43001,0.83853,2.488795,
Diluted NI Availto Com Stockholders,1959864000.0,2414508674.0,-850559000.0,348705000.0,680674000.0,,
Net Income Common Stockholders,1959864000.0,2414508674.0,-850559000.0,348705000.0,680674000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,1959864000.0,2414508674.0,-850559000.0,348705000.0,680674000.0,,
Net Income Including Noncontrolling Interests,1959864000.0,2414508674.0,-850559000.0,348705000.0,680674000.0,,
Net Income Continuous Operations,1959864000.0,2414508674.0,-850559000.0,348705000.0,680674000.0,,
Tax Provision,147325000.0,-699957965.0,616816000.0,-505455000.0,-1107521000.0,,
Pretax Income,2107189000.0,1714550709.0,-233743000.0,-156750000.0,-426847000.0,,
Special Income Charges,-8709000.0,-4461149.0,142919000.0,0.0,-35786000.0,,
Other Special Charges,,4461149.0,,,,6158615.9,
Restructuring And Mergern Acquisition,8709000.0,,0.0,0.0,35786000.0,,-44257000.0
Net Non Operating Interest Income Expense,-402164000.0,-432141549.0,-346077000.0,-443630000.0,-392956000.0,,
Total Other Finance Cost,31523000.0,28004639.0,51180000.0,42293000.0,72577000.0,,
Interest Expense Non Operating,389995000.0,425831683.0,315501000.0,419594000.0,343039000.0,,
Interest Income Non Operating,19354000.0,21694773.0,20604000.0,18257000.0,22660000.0,,
Operating Income,2626834000.0,2322741733.0,-175448000.0,508443000.0,30357000.0,,
Operating Expense,501018000.0,482446666.0,542241000.0,324176000.0,484215000.0,,
Other Operating Expenses,342345000.0,330082890.0,357967000.0,200561000.0,315351000.0,,
Depreciation And Amortization In Income Statement,23923000.0,29295054.0,35684000.0,30289000.0,33327000.0,,
Depreciation Income Statement,23923000.0,29295054.0,35684000.0,30289000.0,33327000.0,,
Research And Development,,,,,11014000.0,0.0,41085000.0
Selling General And Administration,56239000.0,56019812.0,65500000.0,51560000.0,48819000.0,,
General And Administrative Expense,56239000.0,56019812.0,65500000.0,51560000.0,48819000.0,,
Gross Profit,3127852000.0,2805188399.0,366793000.0,832619000.0,514572000.0,,
Cost Of Revenue,3888391000.0,3734582151.0,3885486000.0,2730463000.0,2813218000.0,,
Total Revenue,7016243000.0,6539770550.0,4252279000.0,3563082000.0,3327790000.0,,
Operating Revenue,7016243000.0,6539770550.0,4252279000.0,3563082000.0,3327790000.0,,
