,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-37752912.0,50592351.242528,-36602904.0,139460.154242,,
Tax Rate For Calcs,0.167817,0.216,0.137526,0.102,0.13946,,
Normalized EBITDA,6581000000.0,6493886000.0,5851575000.0,6365570000.0,5932000000.0,,
Total Unusual Items,,-174782000.0,367874000.0,-358852000.0,1000000.0,-171608000.0,
Total Unusual Items Excluding Goodwill,,-174782000.0,367874000.0,-358852000.0,1000000.0,-171608000.0,
Net Income From Continuing Operation Net Minority Interest,1573000000.0,1261083000.0,1876881000.0,1888359000.0,1344000000.0,,
Reconciled Depreciation,3984000000.0,3883815000.0,3822204000.0,3718264000.0,3688960000.0,,
Reconciled Cost Of Revenue,2943000000.0,5290263000.0,5547438000.0,5067659000.0,2670040000.0,,
EBITDA,6581000000.0,6319104000.0,6219449000.0,6006718000.0,5933000000.0,,
EBIT,2597000000.0,2435289000.0,2397245000.0,2288454000.0,2244000000.0,,
Net Interest Income,-714000000.0,-714596000.0,-480278000.0,-483618000.0,-689000000.0,,
Interest Expense,,832199000.0,199789000.0,186187000.0,,746747000.0,-1264037000.0
Interest Income,,284194000.0,279063000.0,304475000.0,293031000.0,294856000.0,
Normalized Income,1573000000.0,1398112088.0,1559599351.242528,2210608096.0,1343139460.154242,,
Net Income From Continuing And Discontinued Operation,1573000000.0,1261083000.0,1876881000.0,1888359000.0,1344000000.0,,
Total Expenses,13160000000.0,12962601000.0,13285030000.0,12004940000.0,12401000000.0,,
Rent Expense Supplemental,,333946000.0,279568000.0,373893000.0,393590000.0,325150000.0,
Total Operating Income As Reported,,2323565000.0,2861102000.0,2768653000.0,2244555000.0,1984968000.0,
Diluted Average Shares,3210204082.0,3195606000.0,3181355932.0,3204964652.0,3200000000.0,,
Basic Average Shares,3210204082.0,3195606000.0,3181355932.0,3204964652.0,3200000000.0,,
Diluted EPS,0.49,0.39,0.59,0.589198,0.42,,
Basic EPS,0.49,0.39,0.59,0.589198,0.42,,
Diluted NI Availto Com Stockholders,1573000000.0,1261083000.0,1876881000.0,1888359000.0,1344000000.0,,
Net Income Common Stockholders,1573000000.0,1261083000.0,1876881000.0,1888359000.0,1344000000.0,,
Net Income,1573000000.0,1261083000.0,1876881000.0,1888359000.0,1344000000.0,,
Minority Interests,5000000.0,4532000.0,-18367000.0,1139000.0,6000000.0,,
Net Income Including Noncontrolling Interests,1568000000.0,1256551000.0,1895248000.0,1887220000.0,1339000000.0,,
Net Income Continuous Operations,1568000000.0,1256551000.0,1895248000.0,1887220000.0,1339000000.0,,
Tax Provision,316000000.0,346539000.0,302208000.0,215047000.0,217000000.0,,
Pretax Income,1883000000.0,1603090000.0,2197456000.0,2102267000.0,1556000000.0,,
Other Income Expense,,-176728000.0,352185000.0,-358231000.0,1000000.0,-175312000.0,
Special Income Charges,,-168903000.0,380612000.0,-387651000.0,-212714000.0,-182220000.0,
Other Special Charges,,168903000.0,-380612000.0,387651000.0,212714000.0,182220000.0,
Write Off,,,,,,384057000.0,380569000.0
Earnings From Equity Interest,,-1946000.0,-15689000.0,621000.0,545000.0,-3704000.0,
Gain On Sale Of Security,,-5879000.0,-12738000.0,28799000.0,1000000.0,10612000.0,
Net Non Operating Interest Income Expense,-714000000.0,-714596000.0,-480278000.0,-483618000.0,-689000000.0,,
Total Other Finance Cost,714000000.0,166591000.0,559552000.0,601906000.0,689000000.0,,
Interest Expense Non Operating,,832199000.0,199789000.0,186187000.0,,746747000.0,-1264037000.0
Interest Income Non Operating,,284194000.0,279063000.0,304475000.0,,294856000.0,231312000.0
Operating Income,2597000000.0,2494414000.0,2325549000.0,2944116000.0,2244000000.0,,
Operating Expense,10217000000.0,4448089000.0,4566083000.0,3860778000.0,9731000000.0,,
Other Operating Expenses,3748000000.0,-149855000.0,206974000.0,-391822000.0,3654000000.0,,
Other Taxes,,23124000.0,20246000.0,23159000.0,,25162000.0,20932000.0
Provision For Doubtful Accounts,405000000.0,434614000.0,396711000.0,397482000.0,403000000.0,,
Depreciation Amortization Depletion Income Statement,3984000000.0,659566000.0,650695000.0,641761000.0,3689000000.0,,
Depreciation And Amortization In Income Statement,3984000000.0,659566000.0,650695000.0,641761000.0,3689000000.0,,
Amortization,845000000.0,826000000.0,,,749000000.0,741000000.0,
Amortization Of Intangibles Income Statement,845000000.0,826000000.0,,,749000000.0,741000000.0,
Depreciation Income Statement,3139000000.0,3057000000.0,,,2940000000.0,2973000000.0,
Selling General And Administration,2080000000.0,3480640000.0,3291457000.0,3190198000.0,1985000000.0,,
Selling And Marketing Expense,,1811834000.0,1604659000.0,1617941000.0,1567709000.0,1658284000.0,
General And Administrative Expense,2080000000.0,1668806000.0,1686798000.0,1572257000.0,1985000000.0,,
Other Gand A,395000000.0,327643000.0,382927000.0,329503000.0,352000000.0,,
Rent And Landing Fees,,31782000.0,33914000.0,30934000.0,,31983000.0,33408000.0
Salaries And Wages,1685000000.0,1309381000.0,1269957000.0,1211820000.0,1633000000.0,,
Gross Profit,12814000000.0,6942503000.0,6891632000.0,6804894000.0,11975000000.0,,
Cost Of Revenue,2943000000.0,8514512000.0,8718947000.0,8144162000.0,2670000000.0,,
Total Revenue,15757000000.0,15457015000.0,15610579000.0,14949056000.0,14645000000.0,,
Excise Taxes,,3040541000.0,3048891000.0,2862978000.0,,2821503000.0,2777510000.0
Operating Revenue,14844000000.0,21672196000.0,21757696000.0,20558982000.0,13676000000.0,,
