,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,3644784.0,43825839.4,
Tax Rate For Calcs,0.1114,0.1317,0.1188,0.1477,
Total Unusual Items,,0.0,30680000.0,296722000.0,0.0
Total Unusual Items Excluding Goodwill,,0.0,30680000.0,296722000.0,0.0
Net Income From Continuing Operation Net Minority Interest,4291560000.0,3765184000.0,3582244000.0,2962068000.0,
EBIT,,,4067223000.0,3419109000.0,2110097000.0
Net Interest Income,182274000.0,117166000.0,114061000.0,97688000.0,
Interest Expense,,,2127000.0,0.0,3447000.0
Interest Income,529000.0,2558000.0,82080000.0,88653000.0,
Normalized Income,4291560000.0,3765184000.0,3555208784.0,2709171839.4,
Net Income From Continuing And Discontinued Operation,4291560000.0,3765184000.0,3582244000.0,3008963000.0,
Total Expenses,-2371686000.0,-2010174000.0,-2070718000.0,-1787791000.0,
Rent Expense Supplemental,826000.0,0.0,,,
Diluted Average Shares,2980277778.0,2988253968.0,3000000000.0,3000000000.0,
Basic Average Shares,2980277778.0,2988253968.0,3000000000.0,3000000000.0,
Diluted EPS,1.44,1.26,1.19408,1.00299,
Basic EPS,1.44,1.26,1.19408,1.00299,
Diluted NI Availto Com Stockholders,4291560000.0,3765184000.0,3582244000.0,3008963000.0,
Net Income Common Stockholders,4291560000.0,3765184000.0,3582244000.0,3008963000.0,
Net Income,4291560000.0,3765184000.0,3582244000.0,3008963000.0,
Net Income Including Noncontrolling Interests,4291560000.0,3765184000.0,3582244000.0,3008963000.0,
Net Income Discontinuous Operations,,,0.0,46895000.0,89585000.0
Net Income Continuous Operations,4291560000.0,3765184000.0,3582244000.0,2962068000.0,
Tax Provision,538229000.0,571331000.0,482852000.0,513164000.0,
Pretax Income,4829789000.0,4336515000.0,4065096000.0,3475232000.0,
Other Income Expense,202778000.0,208813000.0,157250000.0,141647000.0,
Special Income Charges,,0.0,30680000.0,296722000.0,0.0
Other Special Charges,,0.0,-30680000.0,-296722000.0,0.0
Net Non Operating Interest Income Expense,182274000.0,117166000.0,114061000.0,97688000.0,
Total Other Finance Cost,-181745000.0,-114608000.0,-31981000.0,-9035000.0,
Interest Expense Non Operating,,,2127000.0,0.0,3447000.0
Interest Income Non Operating,529000.0,2558000.0,82080000.0,88653000.0,
Other Operating Expenses,321746000.0,293199000.0,247627000.0,195371000.0,
Selling General And Administration,36529000.0,26118000.0,20528000.0,19998000.0,
General And Administrative Expense,36529000.0,26118000.0,20528000.0,19998000.0,
Rent And Landing Fees,826000.0,0.0,,,
Total Revenue,2458103000.0,2326341000.0,1994378000.0,1687441000.0,
Operating Revenue,2458103000.0,2326341000.0,1994378000.0,1687441000.0,
