,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-376271.186441,-47872000.0,-6392000.0,-3298000.0,-17714000.0
Tax Rate For Calcs,0.101695,0.34,0.34,0.34,0.34
Normalized EBITDA,184700000.0,158700000.0,268400000.0,198100000.0,342500000.0
Total Unusual Items,-3700000.0,-140800000.0,-18800000.0,-9700000.0,-52100000.0
Total Unusual Items Excluding Goodwill,-3700000.0,-140800000.0,-18800000.0,-9700000.0,-52100000.0
Net Income From Continuing Operation Net Minority Interest,33400000.0,83300000.0,78500000.0,73400000.0,45600000.0
Reconciled Depreciation,53200000.0,77800000.0,59600000.0,50600000.0,74000000.0
Reconciled Cost Of Revenue,1186500000.0,2209600000.0,1466300000.0,913900000.0,1881900000.0
EBITDA,181000000.0,17900000.0,249600000.0,188400000.0,290400000.0
EBIT,127800000.0,-59900000.0,190000000.0,137800000.0,216400000.0
Net Interest Income,-36700000.0,67200000.0,-113500000.0,-65600000.0,-35500000.0
Interest Expense,86500000.0,-197600000.0,133600000.0,161900000.0,47800000.0
Interest Income,49800000.0,-46000000.0,20100000.0,96300000.0,24700000.0
Normalized Income,36723728.813559,176228000.0,90908000.0,79802000.0,79986000.0
Net Income From Continuing And Discontinued Operation,33400000.0,83300000.0,78500000.0,73400000.0,45600000.0
Total Expenses,1365200000.0,2439400000.0,1629100000.0,1049300000.0,2054600000.0
Total Operating Income As Reported,81700000.0,217353000.0,179400000.0,51200000.0,
Diluted Average Shares,719700000.0,732629727.0,713636364.0,734500000.0,734600000.0
Basic Average Shares,719700000.0,732629727.0,713636364.0,734500000.0,734600000.0
Diluted EPS,0.0464,0.1137,0.11,0.0999,0.0621
Basic EPS,0.0464,0.1137,0.11,0.0999,0.0621
Diluted NI Availto Com Stockholders,33400000.0,83300000.0,78500000.0,73400000.0,45600000.0
Net Income Common Stockholders,33400000.0,83300000.0,78500000.0,73400000.0,45600000.0
Net Income,33400000.0,83300000.0,78500000.0,73400000.0,45600000.0
Minority Interests,-3700000.0,2200000.0,9300000.0,-6400000.0,7600000.0
Net Income Including Noncontrolling Interests,37100000.0,81100000.0,69200000.0,79800000.0,38000000.0
Net Income Continuous Operations,37100000.0,81100000.0,69200000.0,79800000.0,38000000.0
Tax Provision,4200000.0,56600000.0,-22100000.0,-103900000.0,130600000.0
Pretax Income,41300000.0,137700000.0,47100000.0,-24100000.0,168600000.0
Other Income Expense,-3500000.0,-141900000.0,-19800000.0,-12200000.0,-52800000.0
Special Income Charges,,,,,0.0
Gain On Sale Of Business,,,,,0.0
Earnings From Equity Interest,200000.0,-1100000.0,-1000000.0,-2500000.0,-700000.0
Gain On Sale Of Security,-3700000.0,-167400000.0,-18800000.0,-9700000.0,-52100000.0
Net Non Operating Interest Income Expense,-36700000.0,67200000.0,-113500000.0,-65600000.0,-35500000.0
Total Other Finance Cost,,,,,12400000.0
Interest Expense Non Operating,86500000.0,-197600000.0,133600000.0,161900000.0,47800000.0
Interest Income Non Operating,49800000.0,-46000000.0,20100000.0,96300000.0,24700000.0
Operating Income,81500000.0,212400000.0,190000000.0,53700000.0,256900000.0
Operating Expense,178700000.0,229800000.0,162800000.0,135400000.0,172700000.0
Other Operating Expenses,28300000.0,27200000.0,9500000.0,4200000.0,-13700000.0
Other Taxes,,,,,17500000.0
Provision For Doubtful Accounts,1100000.0,-3100000.0,9100000.0,-3200000.0,18200000.0
Research And Development,15500000.0,31100000.0,12100000.0,14200000.0,18000000.0
Selling General And Administration,133800000.0,152800000.0,141600000.0,120200000.0,132700000.0
Selling And Marketing Expense,82500000.0,93000000.0,88900000.0,71000000.0,78900000.0
General And Administrative Expense,51300000.0,59800000.0,52700000.0,49200000.0,53800000.0
Other Gand A,51300000.0,59800000.0,52700000.0,49200000.0,53800000.0
Gross Profit,260200000.0,442200000.0,352800000.0,189100000.0,429600000.0
Cost Of Revenue,1186500000.0,2209600000.0,1466300000.0,913900000.0,1881900000.0
Total Revenue,1446700000.0,2651800000.0,1819100000.0,1103000000.0,2311500000.0
Operating Revenue,1446700000.0,2651800000.0,1819100000.0,1103000000.0,2311500000.0
