,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,188030000.0,1828591000.0,-407075000.0,-984825000.0,118234000.0,
Repurchase Of Capital Stock,-13182000.0,,,1153000.0,-3152000.0,
Repayment Of Debt,-277728000.0,-757789000.0,-318339000.0,-458089000.0,-99352000.0,
Issuance Of Debt,317809000.0,1299657000.0,259907000.0,2312551000.0,239277000.0,
Issuance Of Capital Stock,6813000.0,1475000.0,2420000.0,2687000.0,1122000.0,
Capital Expenditure,-3888000.0,,-1255246000.0,-5025000.0,-7528000.0,
End Cash Position,2386696000.0,2560066000.0,2123163000.0,1686809000.0,1539875000.0,
Beginning Cash Position,2560066000.0,2123163000.0,1686809000.0,1539875000.0,1696858000.0,
Changes In Cash,-173370000.0,436903000.0,436354000.0,146934000.0,-156983000.0,
Financing Cash Flow,-117408000.0,411712000.0,-101165000.0,1778214000.0,2948000.0,
Net Other Financing Charges,2146000.0,,,,,
Interest Paid Cff,-60341000.0,-129960000.0,-43982000.0,-77277000.0,-37222000.0,
Cash Dividends Paid,-91015000.0,0.0,0.0,-6000.0,-95053000.0,
Common Stock Dividend Paid,-91015000.0,0.0,0.0,-6000.0,-95053000.0,
Net Common Stock Issuance,-6369000.0,1475000.0,4419000.0,3840000.0,-2030000.0,
Common Stock Payments,-13182000.0,,,1153000.0,-3152000.0,
Common Stock Issuance,6813000.0,1475000.0,2420000.0,2687000.0,1122000.0,
Net Issuance Payments Of Debt,40081000.0,541868000.0,-58432000.0,1854462000.0,139925000.0,
Net Long Term Debt Issuance,40081000.0,541868000.0,-58432000.0,1854462000.0,139925000.0,
Long Term Debt Payments,-277728000.0,-757789000.0,-318339000.0,-458089000.0,-99352000.0,
Long Term Debt Issuance,317809000.0,1299657000.0,259907000.0,2312551000.0,239277000.0,
Investing Cash Flow,-247880000.0,-582970000.0,-310652000.0,-651480000.0,-285693000.0,
Net Other Investing Changes,-241267000.0,,,-590145000.0,-241116000.0,
Net Investment Purchase And Sale,-2725000.0,-145255000.0,113333000.0,-42710000.0,-37644000.0,
Sale Of Investment,10712000.0,0.0,69930000.0,0.0,1376000.0,
Purchase Of Investment,-13437000.0,-145255000.0,43403000.0,-42710000.0,-39020000.0,
Net Business Purchase And Sale,0.0,0.0,0.0,-13600000.0,595000.0,
Purchase Of Business,,0.0,0.0,,,-928000.0
Net Intangibles Purchase And Sale,-3888000.0,-12398000.0,-9030000.0,-4135000.0,-7528000.0,
Purchase Of Intangibles,-3888000.0,-12398000.0,-9030000.0,-4135000.0,-7528000.0,
Capital Expenditure Reported,,-11431000.0,-1957000.0,,,
Operating Cash Flow,191918000.0,608161000.0,848171000.0,-979800000.0,125762000.0,
Taxes Refund Paid,-29556000.0,-51886000.0,45012000.0,1564000.0,-89209000.0,
Change In Working Capital,-175629000.0,357748000.0,349310000.0,-1135727000.0,22367000.0,
Change In Other Current Liabilities,9593000.0,22389000.0,27724000.0,7582000.0,-20042000.0,
Change In Other Current Assets,-36244000.0,-57288000.0,86193000.0,177231000.0,32122000.0,
Change In Accrued Expense,-33611000.0,30765000.0,8574000.0,9606000.0,-31137000.0,
Change In Payable,1122198000.0,342069000.0,468969000.0,-536278000.0,563273000.0,
Change In Prepaid Assets,-32310000.0,215210000.0,-249366000.0,-6393000.0,260000.0,
Change In Inventory,-438344000.0,79458000.0,754369000.0,-978198000.0,-405898000.0,
Change In Receivables,-679721000.0,-274855000.0,-747153000.0,191545000.0,-117033000.0,
Other Non Cash Items,40147000.0,-25644000.0,168397000.0,51927000.0,35718000.0,
Stock Based Compensation,513000.0,1424000.0,955000.0,1028000.0,970000.0,
Provisionand Write Offof Assets,10039000.0,-4209000.0,22643000.0,8062000.0,4339000.0,
Deferred Tax,,0.0,0.0,,,
Depreciation And Amortization,36099000.0,32118000.0,30250000.0,29237000.0,27783000.0,
Amortization Cash Flow,707000.0,,,,307000.0,
Depreciation,35392000.0,32118000.0,30250000.0,29544000.0,27476000.0,
Gain Loss On Investment Securities,214969000.0,204649000.0,-21946000.0,-321530000.0,-127497000.0,
Net Income From Continuing Operations,92215000.0,83400000.0,252954000.0,451148000.0,248522000.0,
