,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-4661949.171843,-361996.40928,486880.0,2163554.793545
Tax Rate For Calcs,0.206108,0.151653,0.08,0.147754
Normalized EBITDA,200217000.0,315278000.0,286859000.0,191627000.0
Total Unusual Items,-22619000.0,-2387000.0,6086000.0,14643000.0
Total Unusual Items Excluding Goodwill,-22619000.0,-2387000.0,6086000.0,14643000.0
Net Income From Continuing Operation Net Minority Interest,11260000.0,56508000.0,50848000.0,51053000.0
Reconciled Depreciation,14642000.0,30753000.0,28944000.0,23458000.0
Reconciled Cost Of Revenue,778435000.0,844229000.0,897396000.0,653507000.0
EBITDA,177598000.0,312891000.0,292945000.0,206270000.0
EBIT,162956000.0,282138000.0,264001000.0,182812000.0
Net Interest Income,-32821000.0,-82277000.0,-58242000.0,-68901000.0
Interest Expense,47036000.0,89976000.0,63120000.0,56392000.0
Interest Income,32273000.0,16753000.0,12284000.0,11513000.0
Normalized Income,29217050.828157,58533003.59072,45248880.0,38573554.793545
Net Income From Continuing And Discontinued Operation,11260000.0,56508000.0,50848000.0,51053000.0
Total Expenses,1025501000.0,1080572000.0,1131293000.0,837661000.0
Rent Expense Supplemental,2559000.0,2366000.0,3921000.0,4756000.0
Total Operating Income As Reported,124951000.0,240003000.0,227405000.0,147284000.0
Diluted Average Shares,132694000.0,132694000.0,132694000.0,132694000.0
Basic Average Shares,132694000.0,132694000.0,132694000.0,132694000.0
Diluted EPS,0.0849,0.4259,0.3832,0.3847
Basic EPS,0.0849,0.4259,0.3832,0.3847
Diluted NI Availto Com Stockholders,11260000.0,56508000.0,50848000.0,51053000.0
Net Income Common Stockholders,11260000.0,56508000.0,50848000.0,51053000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,11260000.0,56508000.0,50848000.0,51053000.0
Minority Interests,-80768000.0,-106512000.0,-121993000.0,-56688000.0
Net Income Including Noncontrolling Interests,92028000.0,163020000.0,172841000.0,107741000.0
Net Income Continuous Operations,92028000.0,163020000.0,172841000.0,107741000.0
Tax Provision,23892000.0,29142000.0,28040000.0,18679000.0
Pretax Income,115920000.0,192162000.0,200881000.0,126420000.0
Special Income Charges,-32146000.0,-11954000.0,-5107000.0,-2530000.0
Other Special Charges,32146000.0,11954000.0,5107000.0,2530000.0
Net Non Operating Interest Income Expense,-32821000.0,-82277000.0,-58242000.0,-68901000.0
Total Other Finance Cost,18058000.0,9054000.0,7406000.0,24022000.0
Interest Expense Non Operating,47036000.0,89976000.0,63120000.0,56392000.0
Interest Income Non Operating,32273000.0,16753000.0,12284000.0,11513000.0
Operating Income,102961000.0,189804000.0,144796000.0,68776000.0
Operating Expense,247066000.0,236343000.0,233897000.0,184154000.0
Other Operating Expenses,36789000.0,33552000.0,25010000.0,21135000.0
Depreciation And Amortization In Income Statement,6178000.0,8116000.0,8565000.0,5993000.0
Depreciation Income Statement,6178000.0,8116000.0,8565000.0,5993000.0
Selling General And Administration,130255000.0,129788000.0,140439000.0,100955000.0
Selling And Marketing Expense,94519000.0,95113000.0,108554000.0,70853000.0
General And Administrative Expense,35736000.0,34675000.0,31885000.0,30102000.0
Rent And Landing Fees,2559000.0,2366000.0,3921000.0,4756000.0
Gross Profit,350027000.0,426147000.0,378693000.0,252930000.0
Cost Of Revenue,778435000.0,844229000.0,897396000.0,653507000.0
Total Revenue,1128462000.0,1270376000.0,1276089000.0,906437000.0
Operating Revenue,1128462000.0,1270376000.0,1276089000.0,906437000.0
