,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,127289176.0,127289176.0,127289176.0,127289176.0,127289176.0,
Share Issued,127289176.0,127289176.0,127289176.0,127289176.0,127289176.0,
Tangible Book Value,-13809000.0,-22796000.0,-27305000.0,-23765000.0,-21258000.0,
Invested Capital,-13686000.0,-22673000.0,-27182000.0,-23642000.0,-19381000.0,
Working Capital,1970000.0,-6601000.0,-23343000.0,-7913000.0,-7228000.0,
Net Tangible Assets,-13809000.0,-22796000.0,-27305000.0,-23765000.0,-21258000.0,
Common Stock Equity,-13686000.0,-22673000.0,-27182000.0,-23642000.0,-19381000.0,
Total Capitalization,-13686000.0,-22673000.0,-27182000.0,-23642000.0,-19381000.0,
Total Equity Gross Minority Interest,-13903000.0,-22938000.0,-27187000.0,-23648000.0,-19381000.0,
Minority Interest,-217000.0,-265000.0,-5000.0,-6000.0,0.0,
Stockholders Equity,-13686000.0,-22673000.0,-27182000.0,-23642000.0,-19381000.0,
Other Equity Interest,-49475000.0,-61177000.0,-70895000.0,-71522000.0,-71521000.0,
Retained Earnings,-314754000.0,-312039000.0,-306830000.0,-302663000.0,-298070000.0,
Capital Stock,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,
Common Stock,350000000.0,350000000.0,350000000.0,350000000.0,350000000.0,
Total Liabilities Net Minority Interest,47496000.0,55609000.0,65752000.0,65306000.0,66032000.0,
Total Non Current Liabilities Net Minority Interest,38675000.0,37975000.0,28815000.0,43472000.0,43387000.0,
Non Current Pension And Other Postretirement Benefit Plans,,,6661000.0,,,
Tradeand Other Payables Non Current,38573000.0,34155000.0,22154000.0,43472000.0,43387000.0,
Long Term Provisions,102000.0,3820000.0,,,,
Current Liabilities,8821000.0,17634000.0,36937000.0,21834000.0,22645000.0,
Other Current Liabilities,1000.0,2000.0,2000.0,1000.0,2000.0,
Pensionand Other Post Retirement Benefit Plans Current,1886000.0,525000.0,1031000.0,1038000.0,1230000.0,
Payables,6531000.0,16704000.0,35491000.0,20034000.0,20243000.0,
Other Payable,,10736000.0,15125000.0,229000.0,127000.0,131000.0
Total Tax Payable,4198000.0,4791000.0,18880000.0,18524000.0,18683000.0,
Accounts Payable,2333000.0,1177000.0,1486000.0,1281000.0,1433000.0,
Total Assets,33593000.0,32671000.0,38565000.0,41658000.0,46651000.0,
Total Non Current Assets,22802000.0,21638000.0,24971000.0,27737000.0,31234000.0,
Other Non Current Assets,,1000.0,1000.0,1000.0,1000.0,1000.0
Non Current Prepaid Assets,1893000.0,1893000.0,,,,1893000.0
Non Current Deferred Taxes Assets,,,428000.0,428000.0,,
Long Term Equity Investment,5579000.0,5579000.0,5579000.0,5579000.0,5579000.0,
Investmentsin Subsidiariesat Cost,5579000.0,5579000.0,5579000.0,5579000.0,5579000.0,
Goodwill And Other Intangible Assets,123000.0,123000.0,123000.0,123000.0,1877000.0,
Net PPE,12419000.0,12342000.0,12341000.0,12341000.0,12906000.0,
Gross PPE,12419000.0,12342000.0,12341000.0,12341000.0,12906000.0,
Construction In Progress,0.0,0.0,0.0,0.0,4550000.0,
Other Properties,245000.0,245000.0,245000.0,245000.0,63000.0,
Machinery Furniture Equipment,12174000.0,12097000.0,12096000.0,12096000.0,8293000.0,
Current Assets,10791000.0,11033000.0,13594000.0,13921000.0,15417000.0,
Other Current Assets,227000.0,227000.0,1092000.0,1092000.0,1092000.0,
Prepaid Assets,347000.0,347000.0,409000.0,674000.0,923000.0,
Inventory,9143000.0,9143000.0,9990000.0,10019000.0,10169000.0,
Finished Goods,4113000.0,4113000.0,3386000.0,3241000.0,3522000.0,
Work In Process,2666000.0,2666000.0,2448000.0,2448000.0,2448000.0,
Raw Materials,2364000.0,2364000.0,4156000.0,4330000.0,4199000.0,
Taxes Receivable,772000.0,770000.0,768000.0,789000.0,1592000.0,
Accounts Receivable,298000.0,298000.0,1246000.0,1343000.0,1637000.0,
Allowance For Doubtful Accounts Receivable,,,,,-3230000.0,-3288000.0
Gross Accounts Receivable,,,,,4867000.0,4434000.0
Cash Cash Equivalents And Short Term Investments,4000.0,248000.0,89000.0,4000.0,4000.0,
Cash And Cash Equivalents,4000.0,248000.0,89000.0,4000.0,4000.0,
Cash Financial,4000.0,248000.0,89000.0,4000.0,4000.0,
