,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,221018000.0,809827000.0,365783000.0,-106216000.0,
Repurchase Of Capital Stock,-125972000.0,-27086000.0,,,
Repayment Of Debt,-528170000.0,-597426000.0,-339753000.0,-217268000.0,
Issuance Of Debt,564121000.0,298274000.0,781096000.0,498634000.0,
Issuance Of Capital Stock,,,348000.0,6997000.0,8042000.0
Capital Expenditure,-420688000.0,-260108000.0,-259627000.0,-371721000.0,
End Cash Position,679969000.0,996713000.0,875914000.0,418311000.0,
Beginning Cash Position,996713000.0,875914000.0,418311000.0,549347000.0,
Changes In Cash,-316744000.0,120799000.0,457603000.0,-131036000.0,
Financing Cash Flow,-562762000.0,-689028000.0,91820000.0,-2660000.0,
Net Other Financing Charges,4222000.0,1454000.0,348000.0,,
Interest Paid Cff,0.0,0.0,0.0,,
Cash Dividends Paid,-127358000.0,-42284000.0,-33085000.0,-28637000.0,
Net Common Stock Issuance,-125972000.0,-27086000.0,348000.0,6997000.0,
Common Stock Payments,-125972000.0,-27086000.0,,,
Common Stock Issuance,,,348000.0,6997000.0,8042000.0
Net Issuance Payments Of Debt,35951000.0,-299152000.0,441343000.0,281366000.0,
Net Long Term Debt Issuance,35951000.0,-299152000.0,441343000.0,281366000.0,
Long Term Debt Payments,-528170000.0,-597426000.0,-339753000.0,-217268000.0,
Long Term Debt Issuance,564121000.0,298274000.0,781096000.0,498634000.0,
Investing Cash Flow,-395688000.0,-260108000.0,-259627000.0,-393881000.0,
Dividends Received Cfi,0.0,0.0,0.0,0.0,
Net Investment Purchase And Sale,25000000.0,0.0,,,0.0
Sale Of Investment,25000000.0,0.0,,,
Net Business Purchase And Sale,,,0.0,-22160000.0,0.0
Purchase Of Business,,,0.0,-22160000.0,0.0
Net Intangibles Purchase And Sale,-130539000.0,-121446000.0,-133162000.0,-141455000.0,
Purchase Of Intangibles,-130539000.0,-121446000.0,-133162000.0,-141455000.0,
Net PPE Purchase And Sale,-290149000.0,-138662000.0,-126465000.0,-230266000.0,
Purchase Of PPE,-290149000.0,-138662000.0,-126465000.0,-230266000.0,
Operating Cash Flow,641706000.0,1069935000.0,625410000.0,265505000.0,
Taxes Refund Paid,-30445000.0,-46221000.0,-43172000.0,-108002000.0,
Interest Paid Cfo,-160892000.0,-187401000.0,-204065000.0,-141417000.0,
Change In Working Capital,-261575000.0,103901000.0,-218424000.0,-374038000.0,
Change In Other Current Liabilities,136480000.0,-65014000.0,-96286000.0,168658000.0,
Change In Other Current Assets,-114139000.0,-274901000.0,-115470000.0,-149014000.0,
Change In Payable,240737000.0,384673000.0,-344595000.0,524630000.0,
Change In Inventory,-404427000.0,-18550000.0,-30939000.0,-741317000.0,
Change In Receivables,-214219000.0,-7324000.0,386427000.0,-211151000.0,
Other Non Cash Items,369022000.0,323229000.0,359432000.0,285268000.0,
Stock Based Compensation,-114000.0,11740000.0,9735000.0,36561000.0,
Provisionand Write Offof Assets,38294000.0,-338810000.0,138424000.0,36840000.0,
Deferred Tax,-129810000.0,230749000.0,,13611000.0,-413055000.0
Depreciation And Amortization,463646000.0,428000000.0,415282000.0,353780000.0,
Amortization Cash Flow,,115606000.0,96025000.0,186346000.0,188499000.0
Depreciation,463646000.0,428000000.0,319257000.0,353780000.0,
Gain Loss On Sale Of PPE,,11001000.0,2155000.0,-1927000.0,18542000.0
Net Income From Continuing Operations,291181000.0,548069000.0,189829000.0,218213000.0,
