,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,57196000.0,98808000.0,96029000.0,78041000.0,98564000.0,,
Repurchase Of Capital Stock,11331000.0,-11331000.0,-34351000.0,0.0,0.0,,
Repayment Of Debt,-486055000.0,-223610000.0,-210832000.0,-286313000.0,-264359000.0,,
Issuance Of Debt,182389000.0,286180000.0,505278000.0,292726000.0,442155000.0,,
Issuance Of Capital Stock,-5022000.0,-19784000.0,0.0,-16079000.0,-113038000.0,,
Capital Expenditure,,-38316000.0,-17922000.0,-25937000.0,-54006000.0,-21756000.0,
End Cash Position,68222000.0,88927000.0,30163000.0,164615000.0,139327000.0,,
Beginning Cash Position,88927000.0,30163000.0,164615000.0,139327000.0,76258000.0,,
Changes In Cash,-20705000.0,58764000.0,-134452000.0,25288000.0,63069000.0,,
Financing Cash Flow,-212562000.0,-83213000.0,39150000.0,-33341000.0,83158000.0,,
Interest Paid Cff,,-9074000.0,,,,-20927000.0,
Cash Dividends Paid,-194000.0,-99829000.0,-49854000.0,,,,
Common Stock Dividend Paid,-194000.0,-99829000.0,-49854000.0,-21000000.0,0.0,,
Net Common Stock Issuance,6309000.0,-31115000.0,-34351000.0,-16079000.0,-113038000.0,,
Common Stock Payments,11331000.0,-11331000.0,-34351000.0,0.0,0.0,,
Common Stock Issuance,-5022000.0,-19784000.0,0.0,-16079000.0,-113038000.0,,
Net Issuance Payments Of Debt,-303666000.0,62570000.0,294446000.0,6413000.0,177796000.0,,
Net Long Term Debt Issuance,-303666000.0,62570000.0,294446000.0,6413000.0,177796000.0,,
Long Term Debt Payments,-486055000.0,-223610000.0,-210832000.0,-286313000.0,-264359000.0,,
Long Term Debt Issuance,182389000.0,286180000.0,505278000.0,292726000.0,442155000.0,,
Investing Cash Flow,172977000.0,4853000.0,-287553000.0,-45349000.0,-172659000.0,,
Net Investment Purchase And Sale,132046000.0,43169000.0,-283900000.0,-59412000.0,-158834000.0,,
Sale Of Investment,228718000.0,43169000.0,,-59412000.0,-164617000.0,323572000.0,
Purchase Of Investment,-96672000.0,0.0,,,5783000.0,-5783000.0,
Net Business Purchase And Sale,,,14269000.0,40000000.0,,,-47000.0
Net PPE Purchase And Sale,38316000.0,-38316000.0,-17922000.0,-25937000.0,-54006000.0,,
Purchase Of PPE,38316000.0,-38316000.0,-17922000.0,-25937000.0,-54006000.0,,
Operating Cash Flow,18880000.0,137124000.0,113951000.0,103978000.0,152570000.0,,
Taxes Refund Paid,-502000.0,-445000.0,768000.0,-4243000.0,1636000.0,,
Dividend Received Cfo,,7463000.0,5226000.0,,,0.0,
Change In Working Capital,-237914000.0,-118104000.0,-23303000.0,-82737000.0,-72662000.0,,
Change In Other Current Liabilities,131509000.0,251503000.0,506271000.0,93950000.0,256013000.0,,
Change In Other Current Assets,81549000.0,-18654000.0,65378000.0,-41014000.0,12703000.0,,
Change In Payable,4906000.0,22531000.0,-51552000.0,28097000.0,27049000.0,,
Change In Inventory,-257080000.0,-225687000.0,-412170000.0,-55226000.0,-188487000.0,,
Change In Receivables,-198798000.0,-147797000.0,-149023000.0,-108544000.0,-179940000.0,,
Other Non Cash Items,38089000.0,-5980000.0,6803000.0,-22819000.0,88320000.0,,
Stock Based Compensation,-3797000.0,6065000.0,-12938000.0,8042000.0,8193000.0,,
Provisionand Write Offof Assets,64410000.0,59650000.0,57246000.0,15049000.0,41512000.0,,
Deferred Tax,-1019000.0,11263000.0,32397000.0,-4735000.0,-14389000.0,,
Depreciation And Amortization,20971000.0,17874000.0,6783000.0,21521000.0,19189000.0,,
Depreciation,20971000.0,17874000.0,6783000.0,21521000.0,19189000.0,,
Gain Loss On Investment Securities,-10546000.0,-31047000.0,11657000.0,-9121000.0,-126046000.0,,
Gain Loss On Sale Of Business,,,-3054000.0,,,,-371000.0
Net Income From Continuing Operations,191073000.0,194614000.0,107058000.0,116783000.0,210468000.0,,
