,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-265149877.921019,35352259.620162,0.0,-163726441.841231,-310402984.940672
Tax Rate For Calcs,0.28905,0.202506,0.126701,0.206557,0.1807
Normalized EBITDA,4509763000.0,2879893000.0,5423867000.0,3831358000.0,4446134000.0
Total Unusual Items,-917315000.0,174574000.0,,-792646000.0,-1717784000.0
Total Unusual Items Excluding Goodwill,-917315000.0,174574000.0,,-792646000.0,-1717784000.0
Net Income From Continuing Operation Net Minority Interest,967326000.0,1172444000.0,1001592000.0,1040489000.0,925025000.0
Reconciled Depreciation,478942000.0,-512584000.0,474425000.0,449987000.0,434697000.0
Reconciled Cost Of Revenue,11123213000.0,11192244000.0,11041151000.0,10259364000.0,10450655000.0
EBITDA,3592448000.0,3054467000.0,5423867000.0,3038712000.0,2728350000.0
EBIT,3113506000.0,2991671000.0,4949442000.0,2588725000.0,2293653000.0
Net Interest Income,-1137202000.0,3180299000.0,-1071744000.0,-760745000.0,2188564000.0
Interest Expense,1695080000.0,1498297000.0,3749668000.0,1244233000.0,1152699000.0
Interest Income,1441662000.0,,2677924000.0,1221455000.0,
Normalized Income,1619491122.078981,1033222259.620162,1001592000.0,1669408558.158769,2332406015.059328
Net Income From Continuing And Discontinued Operation,967326000.0,1172444000.0,1001592000.0,1040489000.0,925025000.0
Total Expenses,11428076000.0,11881060000.0,11704727000.0,10727178000.0,11104316000.0
Rent Expense Supplemental,30229000.0,112408000.0,,36402000.0,120805000.0
Diluted Average Shares,2199212000.0,,2204692934.0,2208668408.0,2220119596.0
Basic Average Shares,2199212000.0,,2204692934.0,2208668408.0,2220119596.0
Diluted EPS,0.43985,,0.4543,0.471098,0.416644
Basic EPS,0.43985,,0.4543,0.471098,0.416644
Diluted NI Availto Com Stockholders,967326000.0,1172444000.0,1001592000.0,1040489000.0,925025000.0
Net Income Common Stockholders,967326000.0,1172444000.0,1001592000.0,1040489000.0,925025000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,967326000.0,1172444000.0,1001592000.0,1040489000.0,925025000.0
Minority Interests,-41104000.0,-18513000.0,-46169000.0,-26289000.0,-9759000.0
Net Income Including Noncontrolling Interests,1008430000.0,1190957000.0,1047761000.0,1066778000.0,934784000.0
Net Income Continuous Operations,1008430000.0,1190957000.0,1047761000.0,1066778000.0,934784000.0
Tax Provision,409996000.0,302417000.0,152013000.0,277714000.0,206170000.0
Pretax Income,1418426000.0,1493374000.0,1199774000.0,1344492000.0,1140954000.0
Special Income Charges,-151738000.0,86848000.0,,-64693000.0,-86660000.0
Other Special Charges,151738000.0,-86848000.0,,64693000.0,86660000.0
Net Non Operating Interest Income Expense,-1137202000.0,3180299000.0,-1071744000.0,-760745000.0,2188564000.0
Total Other Finance Cost,883784000.0,803926000.0,,737967000.0,389536000.0
Interest Expense Non Operating,1695080000.0,1498297000.0,3749668000.0,1244233000.0,1152699000.0
Interest Income Non Operating,1441662000.0,,2677924000.0,1221455000.0,
Operating Income,2913894000.0,2495376000.0,2256120000.0,2245854000.0,1744648000.0
Operating Expense,304863000.0,688816000.0,663576000.0,467814000.0,653661000.0
Other Operating Expenses,86794000.0,123030000.0,121670000.0,74285000.0,183657000.0
Depreciation And Amortization In Income Statement,79202000.0,62796000.0,,80582000.0,78104000.0
Depreciation Income Statement,79202000.0,62796000.0,,80582000.0,78104000.0
Selling General And Administration,145652000.0,234002000.0,541906000.0,130710000.0,155119000.0
Selling And Marketing Expense,36176000.0,90067000.0,-28971000.0,31903000.0,53407000.0
General And Administrative Expense,109476000.0,143935000.0,570877000.0,98807000.0,101712000.0
Rent And Landing Fees,20097000.0,18025000.0,,11428000.0,18302000.0
Gross Profit,3218757000.0,3184192000.0,2919696000.0,2713668000.0,2398309000.0
Cost Of Revenue,11123213000.0,11192244000.0,11041151000.0,10259364000.0,10450655000.0
Total Revenue,14341970000.0,14376436000.0,13960847000.0,12973032000.0,12848964000.0
Operating Revenue,14341970000.0,14376436000.0,13960847000.0,12973032000.0,12848964000.0
