,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,41532865.090081,5546000.0,,0.0,-13017015.16171
Tax Rate For Calcs,0.06673,0.159695,0.059,,0.144152,0.136328
Normalized EBITDA,1645000000.0,2395917000.0,2285529000.0,1944974000.0,2021000000.0,
Total Unusual Items,,260076000.0,94000000.0,,,-95483000.0
Total Unusual Items Excluding Goodwill,,260076000.0,94000000.0,,,-95483000.0
Net Income From Continuing Operation Net Minority Interest,979000000.0,1874377000.0,796742000.0,,1039000000.0,996422000.0
Reconciled Depreciation,,-309240000.0,1110000000.0,,364000000.0,-303452000.0
Reconciled Cost Of Revenue,8750000000.0,9855157000.0,9019116000.0,,8004000000.0,10709493000.0
EBITDA,1645000000.0,2655993000.0,2379529000.0,2135871000.0,2021000000.0,
EBIT,1645000000.0,2655993000.0,1269529000.0,1767631000.0,1657000000.0,
Net Interest Income,-338000000.0,-320215000.0,-312000000.0,-417071000.0,-249000000.0,
Interest Expense,596000000.0,424378000.0,423000000.0,389541000.0,443000000.0,
Interest Income,258000000.0,176602000.0,43000000.0,,194000000.0,-192872000.0
Normalized Income,979000000.0,1655833865.090081,708288000.0,,1039000000.0,1078887984.83829
Net Income From Continuing And Discontinued Operation,979000000.0,1874377000.0,796742000.0,,1039000000.0,996422000.0
Total Expenses,-111479000000.0,9204852000.0,9503802000.0,9259449000.0,-130033000000.0,
Diluted Average Shares,2860681883.0,,2860681883.0,,2860681883.0,
Basic Average Shares,2860681883.0,,2860681883.0,,2860681883.0,
Diluted EPS,0.342226,,0.278515,,0.3632,
Basic EPS,0.342226,,0.278515,,0.3632,
Diluted NI Availto Com Stockholders,979000000.0,1874377000.0,796742000.0,,1039000000.0,996422000.0
Net Income Common Stockholders,979000000.0,1874377000.0,796742000.0,,1039000000.0,996422000.0
Net Income,979000000.0,1874377000.0,796742000.0,,1039000000.0,996422000.0
Net Income Including Noncontrolling Interests,979000000.0,1875237000.0,796742000.0,,1039000000.0,997326000.0
Net Income Continuous Operations,979000000.0,1875237000.0,796742000.0,,1039000000.0,997326000.0
Tax Provision,70000000.0,356378000.0,49787000.0,,175000000.0,157425000.0
Pretax Income,1049000000.0,2231615000.0,846529000.0,,1214000000.0,1154751000.0
Other Income Expense,78000000.0,163831000.0,134708000.0,,42000000.0,-1582983000.0
Other Non Operating Income Expenses,26000000.0,,-263105000000.0,,,
Special Income Charges,,,,,,-8102000.0
Write Off,,,,,,17113000.0
Earnings From Equity Interest,52000000.0,102755000.0,40708000.0,,42000000.0,33131000.0
Gain On Sale Of Security,,149705000.0,94000000.0,,,-87381000.0
Net Non Operating Interest Income Expense,-338000000.0,-320215000.0,-312000000.0,-417071000.0,-249000000.0,
Total Other Finance Cost,,72439000.0,-68000000.0,136790000.0,8000000.0,203390000.0
Interest Expense Non Operating,596000000.0,424378000.0,423000000.0,389541000.0,443000000.0,
Interest Income Non Operating,258000000.0,176602000.0,43000000.0,,194000000.0,-192872000.0
Operating Income,10453390000000.0,2387937000.0,1023883000.0,1526846000.0,9835807000000.0,
Operating Expense,-120229000000.0,-650305000.0,484686000.0,623287000.0,-138037000000.0,
Other Operating Expenses,-120514000000.0,-90050000.0,171049000.0,,-138282000000.0,540756000.0
Other Taxes,,59899000.0,58000000.0,67715000.0,66000000.0,-1493589000.0
Provision For Doubtful Accounts,83000000.0,46970000.0,60304000.0,,51000000.0,72403000.0
Depreciation Amortization Depletion Income Statement,,,,,,-332386000.0
Depreciation And Amortization In Income Statement,,,,,,-332386000.0
Selling General And Administration,202000000.0,-684466000.0,195333000.0,,194000000.0,125247000.0
General And Administrative Expense,202000000.0,-684466000.0,195333000.0,,194000000.0,125247000.0
Other Gand A,202000000.0,44269000.0,195333000.0,,194000000.0,
Salaries And Wages,,,,,,-147518000.0
Gross Profit,10333161000000.0,1737632000.0,1508569000.0,,9697770000000.0,-1341548000.0
Cost Of Revenue,8750000000.0,9855157000.0,9019116000.0,,8004000000.0,10738427000.0
Total Revenue,10341911000000.0,11592789000.0,10527685000.0,,9705774000000.0,9396879000.0
Excise Taxes,3808707000000.0,-3826912000.0,3826912000.0,,3370772000000.0,-8621313000.0
Operating Revenue,13082733000000.0,14153139000.0,12974706000.0,,12326213000000.0,13555397000.0
