,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-533520.0,27936616.783258,-5049.0,-363825.0,-329552.867961,
Tax Rate For Calcs,0.312,0.275097,0.297,0.297,0.312966,
Normalized EBITDA,249797000.0,342341000.0,,237386000.0,273551000.0,386246000.0
Total Unusual Items,-1710000.0,101552000.0,,-1225000.0,-1053000.0,113827000.0
Total Unusual Items Excluding Goodwill,-1710000.0,101552000.0,,-1225000.0,-1053000.0,113827000.0
Net Income From Continuing Operation Net Minority Interest,152129000.0,122717000.0,,147828000.0,169724000.0,114652000.0
Reconciled Depreciation,17228000.0,263347000.0,,15883000.0,14932000.0,233343000.0
Reconciled Cost Of Revenue,376886000.0,430977000.0,,379026000.0,332402000.0,411610000.0
EBITDA,248087000.0,443893000.0,,236161000.0,272498000.0,500073000.0
EBIT,230859000.0,180546000.0,,220278000.0,257566000.0,266730000.0
Net Interest Income,-9129000.0,-7694000.0,,-12156000.0,-13188000.0,-95859000.0
Interest Expense,9820000.0,11151000.0,,10174000.0,10753000.0,-1954000.0
Interest Income,986000.0,953000.0,,954000.0,962000.0,-95194000.0
Normalized Income,153305480.0,49101616.783258,142312951.0,148689175.0,170447447.132039,
Net Income From Continuing And Discontinued Operation,152129000.0,122717000.0,,147828000.0,169724000.0,114652000.0
Total Expenses,406384000.0,460887000.0,,403561000.0,356882000.0,439675000.0
Rent Expense Supplemental,,,,,,573000.0
Total Operating Income As Reported,,,,-24117000.0,,
Diluted Average Shares,545093000.0,,,545093000.0,545782000.0,
Basic Average Shares,545093000.0,,,545093000.0,545782000.0,
Diluted EPS,0.27909,,,0.2712,0.31097,
Basic EPS,0.27909,,,0.2712,0.31097,
Diluted NI Availto Com Stockholders,152129000.0,122717000.0,,147828000.0,169724000.0,114652000.0
Net Income Common Stockholders,152129000.0,122717000.0,,147828000.0,169724000.0,114652000.0
Otherunder Preferred Stock Dividend,0.0,0.0,,0.0,0.0,0.0
Net Income,152129000.0,122717000.0,,147828000.0,169724000.0,114652000.0
Minority Interests,-11000.0,-78000.0,,31000.0,155000.0,45000.0
Net Income Including Noncontrolling Interests,152140000.0,122795000.0,,147797000.0,169569000.0,114607000.0
Net Income Continuous Operations,152140000.0,122795000.0,,147797000.0,169569000.0,114607000.0
Tax Provision,68899000.0,46600000.0,,62307000.0,77244000.0,51973000.0
Pretax Income,221039000.0,169395000.0,,210104000.0,246813000.0,166580000.0
Other Non Operating Income Expenses,,,,,,576000.0
Special Income Charges,-1710000.0,-448000.0,,-1225000.0,-1053000.0,-301000.0
Other Special Charges,1710000.0,448000.0,,1225000.0,1053000.0,301000.0
Net Non Operating Interest Income Expense,-9129000.0,-7694000.0,,-12156000.0,-13188000.0,-95859000.0
Total Other Finance Cost,295000.0,-2504000.0,,2936000.0,3397000.0,-35790000.0
Interest Expense Non Operating,9820000.0,11151000.0,,10174000.0,10753000.0,-1954000.0
Interest Income Non Operating,986000.0,953000.0,,954000.0,962000.0,-95194000.0
Operating Income,208244000.0,150494000.0,,200134000.0,230918000.0,146296000.0
Operating Expense,29498000.0,29910000.0,,24535000.0,24480000.0,28065000.0
Other Operating Expenses,8935000.0,12605000.0,,6013000.0,3927000.0,8672000.0
Depreciation And Amortization In Income Statement,,,,,,588000.0
Depreciation Income Statement,,,,,,588000.0
Selling General And Administration,31562000.0,30355000.0,,32657000.0,30208000.0,26434000.0
Selling And Marketing Expense,289000.0,330000.0,,302000.0,1431000.0,
General And Administrative Expense,31273000.0,30025000.0,,32355000.0,28777000.0,25003000.0
Rent And Landing Fees,,,,,,573000.0
Gross Profit,237742000.0,180404000.0,,224669000.0,255398000.0,174361000.0
Cost Of Revenue,376886000.0,430977000.0,,379026000.0,332402000.0,411610000.0
Total Revenue,614628000.0,611381000.0,,603695000.0,587800000.0,585971000.0
Operating Revenue,614628000.0,611381000.0,,603695000.0,587800000.0,585971000.0
