,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,5936389.496146,3410519.6,0.0,,
Tax Rate For Calcs,0.074371,0.0615,0.128293,0.0844,0.070343,,
Normalized EBITDA,163479000.0,168747000.0,123654000.0,182931000.0,189133000.0,,
Total Unusual Items,,,46272000.0,40409000.0,,,19711000.0
Total Unusual Items Excluding Goodwill,,,46272000.0,40409000.0,,,19711000.0
Net Income From Continuing Operation Net Minority Interest,110437000.0,119699000.0,117553000.0,183453000.0,139907000.0,,
Reconciled Depreciation,3471000.0,6516000.0,8889000.0,4181000.0,5065000.0,,
Reconciled Cost Of Revenue,227131000.0,197559000.0,159798000.0,259678000.0,266271000.0,,
EBITDA,163479000.0,168747000.0,169926000.0,223340000.0,189133000.0,,
EBIT,160008000.0,162231000.0,161037000.0,219159000.0,184068000.0,,
Net Interest Income,12436000.0,1071000.0,4570000.0,-1923000.0,-944000.0,,
Interest Expense,33252000.0,27761000.0,23259000.0,16000000.0,28572000.0,,
Interest Income,42136000.0,25492000.0,25417000.0,8129000.0,23412000.0,,
Normalized Income,110437000.0,119699000.0,77217389.496146,146454519.6,139907000.0,,
Net Income From Continuing And Discontinued Operation,110437000.0,119699000.0,117553000.0,183453000.0,139907000.0,,
Total Expenses,327666000.0,273713000.0,203460000.0,313348000.0,352162000.0,,
Diluted Average Shares,283171795.0,277359000.0,,277703270.0,218604688.0,277359404.0,
Basic Average Shares,283171795.0,277359000.0,,277703270.0,218604688.0,277359404.0,
Diluted EPS,0.39,0.54,,0.660608,0.64,0.338168,
Basic EPS,0.39,0.54,,0.660608,0.64,0.338168,
Diluted NI Availto Com Stockholders,110437000.0,119699000.0,117553000.0,183453000.0,139907000.0,,
Net Income Common Stockholders,110437000.0,119699000.0,117553000.0,183453000.0,139907000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,110437000.0,119699000.0,117553000.0,183453000.0,139907000.0,,
Minority Interests,-6892000.0,-6495000.0,-2549000.0,-2561000.0,-4651000.0,,
Net Income Including Noncontrolling Interests,117329000.0,126194000.0,120102000.0,186014000.0,144558000.0,,
Net Income Continuous Operations,117329000.0,126194000.0,120102000.0,186014000.0,144558000.0,,
Tax Provision,9427000.0,8276000.0,17676000.0,17145000.0,10938000.0,,
Pretax Income,126756000.0,134470000.0,137778000.0,203159000.0,155496000.0,,
Net Non Operating Interest Income Expense,12436000.0,1071000.0,4570000.0,-1923000.0,-944000.0,,
Total Other Finance Cost,-3552000.0,-3340000.0,-2412000.0,-5948000.0,-4216000.0,,
Interest Expense Non Operating,33252000.0,27761000.0,23259000.0,16000000.0,28572000.0,,
Interest Income Non Operating,42136000.0,25492000.0,25417000.0,8129000.0,23412000.0,,
Operating Income,49045000.0,48805000.0,65505000.0,156008000.0,97092000.0,,
Operating Expense,100535000.0,76154000.0,43662000.0,53670000.0,85891000.0,,
Other Operating Expenses,14547000.0,3395000.0,-40690000.0,2514000.0,3389000.0,,
Depreciation And Amortization In Income Statement,1558000.0,1536000.0,1390000.0,1293000.0,1595000.0,,
Depreciation Income Statement,1558000.0,1536000.0,1390000.0,1293000.0,1595000.0,,
Selling General And Administration,65899000.0,57586000.0,56110000.0,49559000.0,63745000.0,,
Selling And Marketing Expense,34462000.0,33268000.0,30424000.0,32155000.0,39760000.0,,
General And Administrative Expense,31437000.0,24318000.0,25686000.0,17404000.0,23985000.0,,
Gross Profit,149580000.0,124959000.0,109167000.0,209678000.0,182983000.0,,
Cost Of Revenue,227131000.0,197559000.0,159798000.0,259678000.0,266271000.0,,
Total Revenue,376711000.0,322518000.0,268965000.0,469356000.0,449254000.0,,
Operating Revenue,376711000.0,322518000.0,268965000.0,469356000.0,449254000.0,,
