,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-3102000.0,-290612.453542,-15376.732319,1190340.0,3981060.0
Tax Rate For Calcs,0.4,0.049265,0.026557,0.34,0.34
Normalized EBITDA,139783000.0,286158000.0,229111000.0,138838000.0,324514970.0
Total Unusual Items,-7755000.0,-5899000.0,-579000.0,3501000.0,11709000.0
Total Unusual Items Excluding Goodwill,-7755000.0,-5899000.0,-579000.0,3501000.0,11709000.0
Net Income From Continuing Operation Net Minority Interest,80795000.0,177527000.0,151089000.0,115038000.0,299458034.0
Reconciled Depreciation,41669000.0,41402000.0,40825000.0,40820000.0,31380122.0
Reconciled Cost Of Revenue,179154000.0,347982000.0,210814000.0,172402000.0,234735000.0
EBITDA,132028000.0,280259000.0,228532000.0,137343000.0,336223970.0
EBIT,90359000.0,238857000.0,187707000.0,96523000.0,304843848.0
Net Interest Income,-35401000.0,-51942000.0,-31423000.0,-23085000.0,-23604000.0
Interest Expense,35844000.0,52131000.0,32496000.0,25915000.0,23201000.0
Interest Income,105000.0,233000.0,196000.0,125000.0,
Normalized Income,85448000.0,183135387.546458,151652623.267681,116024700.0,291730094.0
Net Income From Continuing And Discontinued Operation,80795000.0,177527000.0,151089000.0,115038000.0,299458034.0
Total Expenses,440397000.0,485315000.0,572510000.0,365700000.0,601430000.0
Rent Expense Supplemental,26111000.0,34406000.0,28125000.0,21093000.0,29171000.0
Diluted Average Shares,235072000.0,,235162000.0,235064745.0,235063179.0
Basic Average Shares,235072000.0,,235084000.0,235064745.0,235063179.0
Diluted EPS,0.3437,,0.64249,0.489393,1.273947
Basic EPS,0.3437,,0.6427,0.489393,1.273947
Diluted NI Availto Com Stockholders,80795000.0,177527000.0,151089000.0,115038000.0,299458034.0
Net Income Common Stockholders,80795000.0,177527000.0,151089000.0,115038000.0,299458034.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,80795000.0,177527000.0,151089000.0,115038000.0,299458034.0
Net Income Including Noncontrolling Interests,80795000.0,177527000.0,151089000.0,115038000.0,299458034.0
Net Income Continuous Operations,80795000.0,177527000.0,151089000.0,115038000.0,299458034.0
Tax Provision,-26280000.0,9199000.0,4122000.0,-44430000.0,-17815186.0
Pretax Income,54515000.0,186726000.0,155211000.0,70608000.0,281642848.0
Special Income Charges,-7000.0,204000.0,0.0,564000.0,54000.0
Other Special Charges,,,,,304000.0
Write Off,0.0,,,-703000.0,
Impairment Of Capital Assets,7000.0,-345000.0,0.0,139000.0,-358000.0
Net Non Operating Interest Income Expense,-35401000.0,-51942000.0,-31423000.0,-23085000.0,-23604000.0
Total Other Finance Cost,-338000.0,44000.0,-877000.0,-2705000.0,834000.0
Interest Expense Non Operating,35844000.0,52131000.0,32496000.0,25915000.0,23201000.0
Interest Income Non Operating,105000.0,233000.0,196000.0,125000.0,
Operating Income,90144000.0,244606000.0,188511000.0,89835000.0,311871000.0
Operating Expense,261243000.0,137333000.0,361696000.0,193298000.0,366695000.0
Other Operating Expenses,17219000.0,39439000.0,16437000.0,11400000.0,3665000.0
Depreciation And Amortization In Income Statement,38590000.0,38345000.0,37933000.0,38115000.0,30663000.0
Depreciation Income Statement,38590000.0,38345000.0,37933000.0,38115000.0,30663000.0
Selling General And Administration,103927000.0,160361000.0,124307000.0,80996000.0,134394000.0
Selling And Marketing Expense,63452000.0,109858000.0,77354000.0,44663000.0,80403000.0
General And Administrative Expense,40475000.0,50503000.0,46953000.0,36333000.0,53991000.0
Rent And Landing Fees,26111000.0,34406000.0,28125000.0,21093000.0,29171000.0
Gross Profit,351387000.0,381939000.0,550207000.0,283133000.0,678566000.0
Cost Of Revenue,179154000.0,347982000.0,210814000.0,172402000.0,234735000.0
Total Revenue,530541000.0,729921000.0,761021000.0,455535000.0,913301000.0
Operating Revenue,530541000.0,729921000.0,761021000.0,455535000.0,913301000.0
