,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,779536000.0,736093000.0,422951000.0,401437000.0,
Repayment Of Debt,-2518529000.0,-1831727000.0,-297662000.0,-306827000.0,
Issuance Of Debt,3550000000.0,3731950000.0,0.0,1500000000.0,
Issuance Of Capital Stock,-180528000.0,-44109000.0,-3711000.0,-76376000.0,
Capital Expenditure,-6582000.0,-16436000.0,-906000.0,-2104000.0,
End Cash Position,3892614000.0,1468264000.0,989728000.0,889159000.0,
Beginning Cash Position,1468264000.0,989728000.0,889159000.0,652434000.0,
Changes In Cash,2424350000.0,478536000.0,100569000.0,236725000.0,
Financing Cash Flow,414271000.0,1550566000.0,-534796000.0,1054015000.0,
Net Other Financing Charges,-101914000.0,29244000.0,-30440000.0,-18140000.0,
Cash Dividends Paid,-228195000.0,-228407000.0,-176140000.0,-1400000.0,
Net Common Stock Issuance,-180528000.0,-44109000.0,-3711000.0,-76376000.0,
Common Stock Issuance,-180528000.0,-44109000.0,-3711000.0,-76376000.0,
Net Issuance Payments Of Debt,1031471000.0,1900223000.0,-297662000.0,1193173000.0,
Net Long Term Debt Issuance,1031471000.0,1900223000.0,-297662000.0,1193173000.0,
Long Term Debt Payments,-2518529000.0,-1831727000.0,-297662000.0,-306827000.0,
Long Term Debt Issuance,3550000000.0,3731950000.0,0.0,1500000000.0,
Investing Cash Flow,1223961000.0,-1824559000.0,211508000.0,-1220831000.0,
Net Other Investing Changes,-255241000.0,-199565000.0,-145940000.0,,
Dividends Received Cfi,,,,0.0,0.0
Net Investment Purchase And Sale,1558258000.0,-291576000.0,544098000.0,-823002000.0,
Purchase Of Investment,,,,,-885229000.0
Net Business Purchase And Sale,-105007000.0,-1328606000.0,-205659000.0,-400452000.0,
Purchase Of Business,-105007000.0,-1328606000.0,-205659000.0,-400452000.0,
Net Intangibles Purchase And Sale,-6582000.0,-16436000.0,-906000.0,-2104000.0,
Purchase Of Intangibles,-6582000.0,-16436000.0,-906000.0,-2104000.0,
Net PPE Purchase And Sale,25258000.0,16518000.0,13850000.0,8903000.0,
Sale Of PPE,25258000.0,16518000.0,13850000.0,8903000.0,
Purchase Of PPE,,,,-103682000.0,-71030000.0
Operating Cash Flow,786118000.0,752529000.0,423857000.0,403541000.0,
Taxes Refund Paid,-86371000.0,-76249000.0,-162098000.0,-121633000.0,
Interest Paid Cfo,-658749000.0,-538624000.0,-420893000.0,-222917000.0,
Change In Working Capital,-675561000.0,-465809000.0,-483853000.0,-420211000.0,
Change In Other Current Liabilities,,,,0.0,-9814000.0
Change In Other Current Assets,-40820000.0,-70490000.0,-115574000.0,-41537000.0,
Change In Accrued Expense,94000.0,50097000.0,210007000.0,206250000.0,
Change In Payable,-9550000.0,-8023000.0,-40984000.0,11395000.0,
Change In Inventory,-35909000.0,-6672000.0,-206000.0,,-135000.0
Change In Receivables,-589376000.0,-430721000.0,-537096000.0,-596319000.0,
Other Non Cash Items,784760000.0,834865000.0,525262000.0,347526000.0,
Stock Based Compensation,,,,3326000.0,0.0
Provisionand Write Offof Assets,6255000.0,-1834000.0,-3382000.0,10194000.0,
Deferred Tax,127668000.0,172891000.0,89292000.0,180679000.0,
Depreciation And Amortization,419789000.0,396218000.0,238729000.0,86022000.0,
Amortization Cash Flow,72263000.0,75345000.0,33103000.0,24942000.0,
Depreciation,347526000.0,320873000.0,205626000.0,61080000.0,
Gain Loss On Investment Securities,170207000.0,-166536000.0,22758000.0,32807000.0,
Net Foreign Currency Exchange Gain Loss,,262465000.0,55002000.0,62041000.0,106941000.0
Gain Loss On Sale Of PPE,5826000.0,-11289000.0,-7950000.0,-5958000.0,
Net Income From Continuing Operations,694143000.0,666434000.0,646347000.0,517032000.0,
