,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,1152254440.0,1152254440.0,1152254440.0,1152254440.0,1152254440.0,
Share Issued,1152254440.0,1152254440.0,1152254440.0,1152254440.0,1152254440.0,
Net Debt,33835560000.0,31239057000.0,32269266000.0,29365294000.0,28932381000.0,
Total Debt,35967485000.0,33468377000.0,34367304000.0,31564229000.0,30865186000.0,
Tangible Book Value,17750039000.0,15596936000.0,15479779000.0,14197861000.0,14708852000.0,
Invested Capital,60265037000.0,55958152000.0,57037397000.0,53046010000.0,53114436000.0,
Working Capital,2504611000.0,-1259649000.0,101689000.0,-2266861000.0,-249044000.0,
Net Tangible Assets,17750039000.0,15596936000.0,15479779000.0,14197861000.0,14708852000.0,
Common Stock Equity,24297552000.0,22489775000.0,22670093000.0,21481781000.0,22249250000.0,
Total Capitalization,54385239000.0,51043031000.0,51612945000.0,48299945000.0,48281534000.0,
Total Equity Gross Minority Interest,25385019000.0,23504510000.0,23688349000.0,22437659000.0,23369872000.0,
Minority Interest,1087467000.0,1014735000.0,1018255000.0,955879000.0,1120622000.0,
Stockholders Equity,24297552000.0,22489775000.0,22670093000.0,21481781000.0,22249250000.0,
Other Equity Interest,,1000.0,-1000.0,1000.0,-2000.0,-1000.0
Retained Earnings,1837484000.0,0.0,4026486000.0,2702241000.0,1565667000.0,
Capital Stock,9388071000.0,9388071000.0,9388071000.0,9388071000.0,9388071000.0,
Common Stock,9388071000.0,9388071000.0,9388071000.0,9388071000.0,9388071000.0,
Total Liabilities Net Minority Interest,58605533000.0,57595420000.0,58759799000.0,56800582000.0,55339858000.0,
Total Non Current Liabilities Net Minority Interest,41423004000.0,39719457000.0,40340852000.0,38427871000.0,37774260000.0,
Other Non Current Liabilities,,,1000.0,,1000.0,1000.0
Derivative Product Liabilities,407268000.0,170854000.0,192681000.0,123407000.0,127938000.0,
Non Current Pension And Other Postretirement Benefit Plans,470269000.0,501738000.0,382351000.0,406585000.0,427775000.0,
Tradeand Other Payables Non Current,4457388000.0,4667660000.0,4999514000.0,5414633000.0,5766111000.0,
Non Current Deferred Taxes Liabilities,4847433000.0,4742680000.0,4754377000.0,4695066000.0,4453060000.0,
Long Term Debt And Capital Lease Obligation,30087687000.0,28553256000.0,28942852000.0,26818164000.0,26032284000.0,
Long Term Debt,30087687000.0,28553256000.0,28942852000.0,26818164000.0,26032284000.0,
Long Term Provisions,174811000.0,170123000.0,162006000.0,158237000.0,154751000.0,
Current Liabilities,17182529000.0,17875963000.0,18418947000.0,18372711000.0,17565598000.0,
Other Current Liabilities,,1142643000.0,1261473000.0,-1000.0,1000.0,820952000.0
Current Debt And Capital Lease Obligation,5879798000.0,4915121000.0,5424452000.0,4746065000.0,4832902000.0,
