,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,3000000000.0,3000000000.0,3000000000.0,3000000000.0,
Share Issued,3000000000.0,3000000000.0,3000000000.0,3000000000.0,
Tangible Book Value,13550484000.0,12889324000.0,12585880000.0,12327370000.0,
Invested Capital,13550484000.0,12889324000.0,12585880000.0,12327370000.0,
Net Tangible Assets,13550484000.0,12889324000.0,12585880000.0,12327370000.0,
Common Stock Equity,13550484000.0,12889324000.0,12585880000.0,12327370000.0,
Total Capitalization,13550484000.0,12889324000.0,12585880000.0,12327370000.0,
Total Equity Gross Minority Interest,13550484000.0,12889324000.0,12585880000.0,12327370000.0,
Stockholders Equity,13550484000.0,12889324000.0,12585880000.0,12327370000.0,
Other Equity Interest,5430281000.0,6120681000.0,6150421000.0,6322414000.0,
Retained Earnings,,,0.0,1531150000.0,
Capital Stock,3678772000.0,2756687000.0,2756687000.0,2756687000.0,
Common Stock,3678772000.0,2756687000.0,2756687000.0,2756687000.0,
Total Liabilities Net Minority Interest,1214517000.0,1134692000.0,1418439000.0,820156000.0,
Non Current Deferred Taxes Liabilities,0.0,0.0,0.0,0.0,
Current Deferred Taxes Liabilities,499000.0,134000.0,8000.0,0.0,
Payables,1214000000.0,1134557000.0,1418404000.0,820156000.0,
Dividends Payable,1050008000.0,941302000.0,1278351000.0,696958000.0,
Total Tax Payable,70406000.0,87193000.0,62214000.0,43942000.0,
Accounts Payable,93586000.0,106062000.0,77839000.0,79256000.0,
Total Assets,14765001000.0,14024016000.0,14004319000.0,13147526000.0,
Financial Assets,0.0,42000.0,0.0,0.0,
Investments And Advances,14246435000.0,13153361000.0,13345086000.0,12397858000.0,
Investmentin Financial Assets,,42000.0,805374000.0,917344000.0,361905000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,805374000.0,917344000.0,361905000.0
Long Term Equity Investment,12708995000.0,12054547000.0,12539712000.0,11480514000.0,
Net PPE,9668000.0,7000.0,,,
Gross PPE,9668000.0,7000.0,,,
Other Properties,9668000.0,7000.0,,,
Current Deferred Taxes Assets,,0.0,7000.0,,
Prepaid Assets,,,,1283000.0,1283000.0
Other Receivables,185056000.0,604452000.0,459149000.0,518909000.0,
Taxes Receivable,1871000.0,461000.0,380000.0,153000.0,
Accounts Receivable,162742000.0,154622000.0,153805000.0,106998000.0,
Cash Cash Equivalents And Short Term Investments,1537746000.0,1099207000.0,805804000.0,918060000.0,
Other Short Term Investments,1537440000.0,1098772000.0,805374000.0,917344000.0,
Cash And Cash Equivalents,306000.0,435000.0,430000.0,716000.0,
