,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,2999000000.0,4577000000.0,5382000000.0,6252000000.0,
Repayment Of Debt,-2779000000.0,-3047000000.0,-2746000000.0,-2679000000.0,
Issuance Of Debt,9337000000.0,4582000000.0,1988000000.0,1981000000.0,
Capital Expenditure,-1078000000.0,-919000000.0,-1264000000.0,-292000000.0,
End Cash Position,1902000000.0,1898000000.0,1537000000.0,1441000000.0,
Beginning Cash Position,1898000000.0,1537000000.0,1441000000.0,825000000.0,
Changes In Cash,4000000.0,361000000.0,96000000.0,616000000.0,
Financing Cash Flow,2590000000.0,-2759000000.0,-2581000000.0,-2792000000.0,
Cash Flow From Continuing Financing Activities,2590000000.0,-2759000000.0,-2581000000.0,-2792000000.0,
Interest Paid Cff,-3968000000.0,-4294000000.0,-1823000000.0,-2094000000.0,
Cash Dividends Paid,0.0,0.0,0.0,-2094000000.0,
Net Issuance Payments Of Debt,6558000000.0,1535000000.0,-758000000.0,-698000000.0,
Net Long Term Debt Issuance,6558000000.0,1535000000.0,-758000000.0,-698000000.0,
Long Term Debt Payments,-2779000000.0,-3047000000.0,-2746000000.0,-2679000000.0,
Long Term Debt Issuance,9337000000.0,4582000000.0,1988000000.0,1981000000.0,
Investing Cash Flow,-6663000000.0,-2376000000.0,-3969000000.0,-3136000000.0,
Cash From Discontinued Investing Activities,,,,,0.0
Cash Flow From Continuing Investing Activities,-6663000000.0,-2376000000.0,-3969000000.0,-3136000000.0,
Net Other Investing Changes,-5430000000.0,-4644000000.0,-3679000000.0,-3112000000.0,
Net Investment Purchase And Sale,-246000000.0,293000000.0,342000000.0,268000000.0,
Sale Of Investment,17077000000.0,16924000000.0,12360000000.0,14420000000.0,
Purchase Of Investment,-17323000000.0,-16631000000.0,-12018000000.0,-14152000000.0,
Net Business Purchase And Sale,-2000000.0,2793000000.0,632000000.0,0.0,
Sale Of Business,1000000.0,2794000000.0,669000000.0,52000000.0,
Purchase Of Business,-3000000.0,-1000000.0,-37000000.0,-52000000.0,
Net Intangibles Purchase And Sale,-379000000.0,-248000000.0,-188000000.0,-119000000.0,
Purchase Of Intangibles,-379000000.0,-248000000.0,-188000000.0,-119000000.0,
Net PPE Purchase And Sale,-606000000.0,-570000000.0,-1076000000.0,-173000000.0,
Sale Of PPE,93000000.0,101000000.0,0.0,0.0,
Purchase Of PPE,-699000000.0,-671000000.0,-1076000000.0,-173000000.0,
Operating Cash Flow,4077000000.0,5496000000.0,6646000000.0,6544000000.0,
Cash From Discontinued Operating Activities,,,,,0.0
Cash Flow From Continuing Operating Activities,4077000000.0,5496000000.0,6646000000.0,6544000000.0,
Taxes Refund Paid,-736000000.0,-1136000000.0,-601000000.0,-704000000.0,
Interest Received Cfo,471000000.0,351000000.0,328000000.0,291000000.0,
Interest Paid Cfo,-1394000000.0,-962000000.0,-1031000000.0,-1014000000.0,
Dividend Received Cfo,269000000.0,350000000.0,592000000.0,708000000.0,
Change In Working Capital,-584000000.0,453000000.0,1064000000.0,3067000000.0,
Change In Other Working Capital,-417000000.0,-323000000.0,-490000000.0,-451000000.0,
Change In Other Current Liabilities,-258000000.0,-317000000.0,-38000000.0,-440000000.0,
Change In Other Current Assets,-217000000.0,-194000000.0,154000000.0,278000000.0,
Change In Payables And Accrued Expense,381000000.0,603000000.0,1191000000.0,861000000.0,
Change In Accrued Expense,12000000.0,-21000000.0,-21000000.0,35000000.0,
Change In Payable,369000000.0,624000000.0,1212000000.0,826000000.0,
Change In Account Payable,87000000.0,-65000000.0,185000000.0,149000000.0,
Change In Tax Payable,282000000.0,689000000.0,1027000000.0,677000000.0,
Change In Income Tax Payable,282000000.0,689000000.0,1027000000.0,677000000.0,
Change In Receivables,-73000000.0,684000000.0,247000000.0,2819000000.0,
Changes In Account Receivables,-418000000.0,-553000000.0,-839000000.0,-440000000.0,
Other Non Cash Items,-932000000.0,-2870000000.0,-373000000.0,703000000.0,
Unrealized Gain Loss On Investment Securities,,0.0,0.0,172000000.0,0.0
Provisionand Write Offof Assets,816000000.0,85000000.0,594000000.0,433000000.0,
Asset Impairment Charge,210000000.0,83000000.0,97000000.0,75000000.0,
Deferred Tax,563000000.0,1726000000.0,-825000000.0,-2334000000.0,
Deferred Income Tax,563000000.0,1726000000.0,-825000000.0,-2334000000.0,
Depreciation Amortization Depletion,1533000000.0,1376000000.0,1274000000.0,1182000000.0,
Depreciation And Amortization,1533000000.0,1376000000.0,1274000000.0,1182000000.0,
Operating Gains Losses,-1038000000.0,-1079000000.0,-240000000.0,-129000000.0,
Pension And Employee Benefit Expense,-750000000.0,488000000.0,611000000.0,666000000.0,
Earnings Losses From Equity Investments,-201000000.0,-224000000.0,-432000000.0,-843000000.0,
Gain Loss On Investment Securities,,-147000000.0,177000000.0,438000000.0,538000000.0
Net Foreign Currency Exchange Gain Loss,2000000.0,464000000.0,-277000000.0,-338000000.0,
Gain Loss On Sale Of PPE,-29000000.0,-43000000.0,0.0,0.0,
Net Income From Continuing Operations,4899000000.0,7119000000.0,5767000000.0,4094000000.0,
