,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,55330000.0,-206746000.0,-1064930000.0,-197647000.0,
Repurchase Of Capital Stock,,,,,-407022000.0
Repayment Of Debt,-1099909000.0,-1066438000.0,-299303000.0,-511535000.0,
Issuance Of Debt,1145581000.0,523946000.0,1765332000.0,534971000.0,
Issuance Of Capital Stock,,20871000.0,,16421000.0,700000000.0
Capital Expenditure,-800796000.0,-777349000.0,-761289000.0,-952426000.0,
End Cash Position,1268235000.0,1141965000.0,1350229000.0,849082000.0,
Other Cash Adjustment Outside Changein Cash,,,,15638000.0,286000.0
Beginning Cash Position,1141965000.0,1350229000.0,849082000.0,1449345000.0,
Effect Of Exchange Rate Changes,-44218000.0,120817000.0,,,
Changes In Cash,170488000.0,-329081000.0,501147000.0,-615901000.0,
Financing Cash Flow,-353224000.0,-540513000.0,1481312000.0,-310406000.0,
Net Other Financing Charges,-164644000.0,176284000.0,133068000.0,4091000.0,
Cash Dividends Paid,-94876000.0,-129815000.0,-82845000.0,-324090000.0,
Common Stock Dividend Paid,-94876000.0,-129815000.0,-82845000.0,-324090000.0,
Net Common Stock Issuance,,20871000.0,,16421000.0,292978000.0
Common Stock Payments,,,,,-407022000.0
Common Stock Issuance,,20871000.0,,16421000.0,700000000.0
Net Issuance Payments Of Debt,45672000.0,-542492000.0,1466029000.0,23436000.0,
Net Long Term Debt Issuance,45672000.0,-542492000.0,1466029000.0,23436000.0,
Long Term Debt Payments,-1099909000.0,-1066438000.0,-299303000.0,-511535000.0,
Long Term Debt Issuance,1145581000.0,523946000.0,1765332000.0,534971000.0,
Investing Cash Flow,-332414000.0,-359171000.0,-676524000.0,-1060274000.0,
Net Other Investing Changes,,236846000.0,18800000.0,,
Dividends Received Cfi,150088000.0,157720000.0,126771000.0,46528000.0,
Net Investment Purchase And Sale,289434000.0,6262000.0,-5105000.0,,10328000.0
Sale Of Investment,292441000.0,25925000.0,,,12828000.0
Purchase Of Investment,-3007000.0,-19663000.0,-5105000.0,,-2500000.0
Net Business Purchase And Sale,28860000.0,-7486000.0,-97572000.0,-154376000.0,
Sale Of Business,28860000.0,1617000.0,49981000.0,47500000.0,
Purchase Of Business,,-9103000.0,-147553000.0,-201876000.0,
Net PPE Purchase And Sale,-800796000.0,-752513000.0,-719418000.0,-952426000.0,
Sale Of PPE,,24836000.0,41871000.0,,
Purchase Of PPE,-800796000.0,-777349000.0,-761289000.0,-952426000.0,
Operating Cash Flow,856126000.0,570603000.0,-303641000.0,754779000.0,
Taxes Refund Paid,-51056000.0,-69037000.0,-65852000.0,-301427000.0,
Interest Paid Cfo,-366740000.0,-435193000.0,-294646000.0,-250069000.0,
Change In Working Capital,224178000.0,70338000.0,12781000.0,-451776000.0,
Change In Other Current Liabilities,25657000.0,118942000.0,-196206000.0,80528000.0,
Change In Other Current Assets,114961000.0,193188000.0,40430000.0,-275004000.0,
Change In Accrued Expense,,,27793000.0,8536000.0,-13518000.0
Change In Payable,-143294000.0,-5466000.0,-231868000.0,-237107000.0,
Change In Inventory,114261000.0,-238525000.0,-48871000.0,-248074000.0,
Change In Receivables,56733000.0,59433000.0,410886000.0,219345000.0,
Other Non Cash Items,297840000.0,748588000.0,314183000.0,169806000.0,
Provisionand Write Offof Assets,,134103000.0,-693000.0,39458000.0,85887000.0
Deferred Tax,,,-354000.0,15444000.0,
Depreciation And Amortization,758235000.0,643335000.0,570292000.0,539511000.0,
Amortization Cash Flow,,,65039000.0,66527000.0,
Depreciation,758235000.0,643335000.0,570292000.0,472984000.0,
Gain Loss On Investment Securities,-239534000.0,111177000.0,252611000.0,74960000.0,
Gain Loss On Sale Of PPE,34107000.0,7799000.0,-5655000.0,1688000.0,
Gain Loss On Sale Of Business,,-128251000.0,0.0,,
Net Income From Continuing Operations,353031000.0,-358665000.0,-979999000.0,1130326000.0,
