,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-4479600.0,8988240.0,-10554469.583778,-2336365.236438,-1642583.2,
Tax Rate For Calcs,0.4,0.34,0.318155,0.31701,0.2929,
Normalized EBITDA,176701000.0,128233000.0,204234000.0,156486000.0,153509000.0,
Total Unusual Items,-11199000.0,26436000.0,-33174000.0,-7370000.0,-5608000.0,
Total Unusual Items Excluding Goodwill,-11199000.0,26436000.0,-33174000.0,-7370000.0,-5608000.0,
Net Income From Continuing Operation Net Minority Interest,9635000.0,21497000.0,15051000.0,15414000.0,19522000.0,
Reconciled Depreciation,65285000.0,14372000.0,83001000.0,56647000.0,52352000.0,
Reconciled Cost Of Revenue,127828000.0,117855000.0,124253000.0,116145000.0,108243000.0,
EBITDA,165502000.0,154669000.0,171060000.0,149116000.0,147901000.0,
EBIT,100217000.0,134951000.0,88059000.0,92469000.0,95549000.0,
Net Interest Income,-83184000.0,-91042000.0,-68797000.0,-73604000.0,-70633000.0,
Interest Expense,70105000.0,93189000.0,62760000.0,66902000.0,64257000.0,
Interest Income,610000.0,895000.0,1090000.0,1966000.0,1048000.0,
Normalized Income,16354400.0,4049240.0,37670530.416222,20447634.763562,23487416.8,
Net Income From Continuing And Discontinued Operation,9635000.0,21497000.0,15051000.0,15414000.0,19522000.0,
Total Expenses,216848000.0,242711000.0,196937000.0,201440000.0,200628000.0,
Rent Expense Supplemental,28537000.0,49300000.0,16082000.0,16447000.0,28589000.0,
Diluted Average Shares,116294000.0,,108280576.0,92855422.0,115674000.0,
Basic Average Shares,115975000.0,,108280576.0,82427807.0,115671000.0,
Diluted EPS,0.083,,0.139,0.166,0.191,
Basic EPS,0.083,,0.139,0.187,0.191,
Diluted NI Availto Com Stockholders,9635000.0,21497000.0,15051000.0,15414000.0,19522000.0,
Net Income Common Stockholders,9635000.0,21497000.0,15051000.0,15414000.0,19522000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,9635000.0,21497000.0,15051000.0,15414000.0,19522000.0,
Minority Interests,-2734000.0,-2439000.0,-2199000.0,-2048000.0,-2603000.0,
Net Income Including Noncontrolling Interests,12369000.0,23936000.0,17250000.0,17462000.0,22125000.0,
Net Income Continuous Operations,12369000.0,23936000.0,17250000.0,17462000.0,22125000.0,
Tax Provision,17743000.0,17826000.0,8049000.0,8105000.0,9167000.0,
Pretax Income,30112000.0,41762000.0,25299000.0,25567000.0,31292000.0,
Other Non Operating Income Expenses,4211000.0,11979000.0,555000.0,207000.0,2716000.0,
Special Income Charges,-9005000.0,25674000.0,-17995000.0,-9882000.0,-7921000.0,
Other Special Charges,-446000.0,,,,-1954000.0,
Write Off,9451000.0,5919000.0,9295000.0,9404000.0,9875000.0,
Impairment Of Capital Assets,,,8700000.0,478000.0,191000.0,31000.0
Net Non Operating Interest Income Expense,-83184000.0,-91042000.0,-68797000.0,-73604000.0,-70633000.0,
Total Other Finance Cost,13689000.0,-1252000.0,7127000.0,8668000.0,7424000.0,
Interest Expense Non Operating,70105000.0,93189000.0,62760000.0,66902000.0,64257000.0,
Interest Income Non Operating,610000.0,895000.0,1090000.0,1966000.0,1048000.0,
Operating Income,104803000.0,73262000.0,113644000.0,95967000.0,93958000.0,
Operating Expense,89020000.0,124856000.0,72684000.0,85295000.0,92385000.0,
Other Operating Expenses,2686000.0,,-346000.0,284000.0,3307000.0,1522000.0
Depreciation And Amortization In Income Statement,20213000.0,19718000.0,19185000.0,18867000.0,17769000.0,
Amortization,,,0.0,0.0,0.0,0.0
Depreciation Income Statement,20213000.0,19718000.0,19185000.0,18867000.0,17769000.0,
Selling General And Administration,34812000.0,57005000.0,25844000.0,36436000.0,37816000.0,
Selling And Marketing Expense,19559000.0,42372000.0,10821000.0,19875000.0,18528000.0,
General And Administrative Expense,15253000.0,14633000.0,15023000.0,16561000.0,19288000.0,
Rent And Landing Fees,,,44000.0,31000.0,21000.0,32000.0
Gross Profit,193823000.0,198118000.0,186328000.0,181262000.0,186343000.0,
Cost Of Revenue,127828000.0,117855000.0,124253000.0,116145000.0,108243000.0,
Total Revenue,321651000.0,315973000.0,310581000.0,297407000.0,294586000.0,
Operating Revenue,321651000.0,315973000.0,310581000.0,297407000.0,294586000.0,
