,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-735940.8,-86012.935562,,0.0,-104814.0,-524280.0
Tax Rate For Calcs,0.1043,0.04667,,0.077806,0.054,0.34
Normalized EBITDA,165042000.0,239610000.0,,442491000.0,155748000.0,206058000.0
Total Unusual Items,-7056000.0,-1843000.0,,,-1941000.0,-1542000.0
Total Unusual Items Excluding Goodwill,-7056000.0,-1843000.0,,,-1941000.0,-1542000.0
Net Income From Continuing Operation Net Minority Interest,80133000.0,158794000.0,,353285000.0,106072000.0,169199000.0
Reconciled Depreciation,33671000.0,33729000.0,,32680000.0,30592000.0,28949000.0
Reconciled Cost Of Revenue,462842000.0,590720000.0,,529406000.0,419293000.0,528779000.0
EBITDA,157986000.0,237767000.0,,442491000.0,153807000.0,204516000.0
EBIT,124315000.0,204038000.0,,409811000.0,123215000.0,175567000.0
Net Interest Income,-25371000.0,19101000.0,,119331000.0,-887000.0,39234000.0
Interest Expense,34849000.0,37443000.0,,26728000.0,11094000.0,10611000.0
Interest Income,1715000.0,1862000.0,,146059000.0,2683000.0,2019000.0
Normalized Income,86453059.2,160550987.064438,,353285000.0,107908186.0,170216720.0
Net Income From Continuing And Discontinued Operation,80133000.0,158794000.0,,353285000.0,106072000.0,169199000.0
Total Expenses,654553000.0,821988000.0,,630450000.0,592547000.0,743024000.0
Rent Expense Supplemental,2341000.0,2951000.0,,,1865000.0,2080000.0
Diluted Average Shares,313475412.0,,288185949.0,287665646.0,287258791.0,
Basic Average Shares,312830254.0,,287408279.0,287665646.0,286884967.0,
Diluted EPS,0.2556,,1.898685,1.22811,0.369254,
Basic EPS,0.2562,,1.903785,1.22811,0.369727,
Diluted NI Availto Com Stockholders,80133000.0,158794000.0,,353285000.0,106072000.0,169199000.0
Net Income Common Stockholders,80133000.0,158794000.0,,353285000.0,106072000.0,169199000.0
Otherunder Preferred Stock Dividend,0.0,0.0,,0.0,0.0,0.0
Net Income,80133000.0,158794000.0,,353285000.0,106072000.0,169199000.0
Minority Interests,0.0,-26000.0,,8000.0,7000.0,-21000.0
Net Income Including Noncontrolling Interests,80133000.0,158820000.0,,353277000.0,106065000.0,169220000.0
Net Income Continuous Operations,80133000.0,158820000.0,,353277000.0,106065000.0,169220000.0
Tax Provision,9333000.0,7775000.0,,29806000.0,6056000.0,-4264000.0
Pretax Income,89466000.0,166595000.0,,383083000.0,112121000.0,164956000.0
Other Non Operating Income Expenses,355000.0,353000.0,,,2027000.0,1969000.0
Special Income Charges,-7056000.0,-1843000.0,,,-1941000.0,-1542000.0
Other Special Charges,7056000.0,1843000.0,,,1941000.0,1542000.0
Net Non Operating Interest Income Expense,-25371000.0,19101000.0,,119331000.0,-887000.0,39234000.0
Total Other Finance Cost,-7763000.0,-54682000.0,,,-7524000.0,-47826000.0
Interest Expense Non Operating,34849000.0,37443000.0,,26728000.0,11094000.0,10611000.0
Interest Income Non Operating,1715000.0,1862000.0,,146059000.0,2683000.0,2019000.0
Operating Income,121829000.0,186618000.0,,264361000.0,108647000.0,162695000.0
Operating Expense,191711000.0,231268000.0,,101044000.0,173254000.0,214245000.0
Other Operating Expenses,8988000.0,27425000.0,,-117487000.0,6950000.0,22896000.0
Depreciation And Amortization In Income Statement,4854000.0,5014000.0,,,4282000.0,4508000.0
Depreciation Income Statement,4854000.0,5014000.0,,,4282000.0,4508000.0
Selling General And Administration,147424000.0,174579000.0,,218531000.0,133143000.0,162616000.0
Selling And Marketing Expense,129574000.0,154927000.0,,158380000.0,115428000.0,146313000.0
General And Administrative Expense,17850000.0,19652000.0,,60151000.0,17715000.0,16303000.0
Rent And Landing Fees,2341000.0,2951000.0,,,1865000.0,2080000.0
Gross Profit,313540000.0,417886000.0,,365405000.0,281901000.0,376940000.0
Cost Of Revenue,462842000.0,590720000.0,,529406000.0,419293000.0,528779000.0
Total Revenue,776382000.0,1008606000.0,,894811000.0,701194000.0,905719000.0
Operating Revenue,776382000.0,1008606000.0,,894811000.0,701194000.0,905719000.0
