,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,229766000.0,-200642000.0,111743000.0,675245000.0,-1500806000.0,
Repurchase Of Capital Stock,0.0,-613000.0,0.0,-11149000.0,-50660000.0,
Repayment Of Debt,,-2315183000.0,-1677813000.0,,,-151563000.0
Issuance Of Debt,74570000.0,2010774000.0,1498005000.0,514834000.0,2120363000.0,
Issuance Of Capital Stock,,,,,0.0,-2769000.0
Capital Expenditure,-3390000.0,-37126000.0,,-10077000.0,-3443000.0,
End Cash Position,174845000.0,325423000.0,147230000.0,104067000.0,75609000.0,
Beginning Cash Position,325423000.0,147230000.0,104067000.0,75609000.0,152938000.0,
Changes In Cash,-150578000.0,178193000.0,43163000.0,28458000.0,-77329000.0,
Financing Cash Flow,-380039000.0,-1464433000.0,459798000.0,681791000.0,1423477000.0,
Net Other Financing Charges,-279855000.0,-1159412000.0,639624000.0,734121000.0,-146491000.0,
Interest Paid Cff,-174754000.0,,,,-499735000.0,
Cash Dividends Paid,,1000.0,-18000.0,,,-40394000.0
Net Common Stock Issuance,0.0,-613000.0,0.0,-11149000.0,-50660000.0,
Common Stock Payments,0.0,-613000.0,0.0,-11149000.0,-50660000.0,
Common Stock Issuance,,,,,0.0,-2769000.0
Net Issuance Payments Of Debt,74570000.0,-304409000.0,-179808000.0,-291829000.0,2120363000.0,
Net Long Term Debt Issuance,74570000.0,-304409000.0,-179808000.0,-291829000.0,2120363000.0,
Long Term Debt Payments,,-2315183000.0,-1677813000.0,,,-151563000.0
Long Term Debt Issuance,74570000.0,2010774000.0,1498005000.0,514834000.0,2120363000.0,
Investing Cash Flow,-3695000.0,1806142000.0,-517549000.0,-1338655000.0,-3443000.0,
Net Other Investing Changes,,29098000.0,,,,
Net Investment Purchase And Sale,-305000.0,1815045000.0,-486467000.0,-1328578000.0,0.0,
Sale Of Investment,,,0.0,0.0,0.0,
Purchase Of Investment,-305000.0,1815045000.0,-486467000.0,-1328578000.0,0.0,
Net Business Purchase And Sale,,-875000.0,,,,0.0
Purchase Of Business,,-875000.0,,,,0.0
Net Intangibles Purchase And Sale,-965000.0,-37126000.0,-1125000.0,-1566000.0,0.0,
Purchase Of Intangibles,-965000.0,-37126000.0,-1125000.0,-1566000.0,0.0,
Net PPE Purchase And Sale,-2425000.0,,,-8511000.0,-3443000.0,19515000.0
Purchase Of PPE,-2425000.0,,,-8511000.0,-3443000.0,19515000.0
Operating Cash Flow,233156000.0,-163516000.0,100914000.0,685322000.0,-1497363000.0,
Taxes Refund Paid,-790000.0,1744000.0,-2115000.0,-670000.0,0.0,
Interest Paid Cfo,-325418000.0,-680182000.0,-259425000.0,-635248000.0,-249485000.0,
Change In Working Capital,-275760000.0,-427874000.0,29481000.0,-268946000.0,92878000.0,
Change In Other Current Liabilities,-26542000.0,3855000.0,5422000.0,10202000.0,38000.0,
Change In Other Current Assets,-1342000.0,11611000.0,44468000.0,24192000.0,-129333000.0,
Change In Payable,-50512000.0,-80731000.0,71562000.0,-281071000.0,341437000.0,
Change In Inventory,25360000.0,-10311000.0,-28813000.0,2578000.0,9855000.0,
Change In Receivables,-222724000.0,-352298000.0,-63158000.0,-24847000.0,-129119000.0,
Other Non Cash Items,859804000.0,2471839000.0,404253000.0,-188382000.0,784545000.0,
Provisionand Write Offof Assets,26776000.0,9994000.0,19549000.0,36419000.0,29019000.0,
Depreciation And Amortization,295342000.0,263904000.0,273132000.0,257189000.0,243606000.0,
Depreciation,295342000.0,263904000.0,273132000.0,257189000.0,243606000.0,
Gain Loss On Investment Securities,267016000.0,-9844000.0,154702000.0,232011000.0,61000000.0,
Net Income From Continuing Operations,114570000.0,101387000.0,59764000.0,122313000.0,149939000.0,
