,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,2180396000.0,1312111000.0,2923993000.0,2729045000.0,2088706000.0,,
Repurchase Of Capital Stock,,,-392135000.0,-308227000.0,-34885000.0,-13021000.0,
Repayment Of Debt,-1192046000.0,-444692000.0,-463730000.0,-466798000.0,-519416000.0,,
Issuance Of Debt,39173000.0,65786000.0,53676000.0,20400000.0,0.0,,
Capital Expenditure,-934850000.0,-1353901000.0,-1346516000.0,-973881000.0,-881976000.0,,
End Cash Position,2677384000.0,4021768000.0,3610324000.0,3673535000.0,2994617000.0,,
Beginning Cash Position,4021768000.0,3610324000.0,3673535000.0,2994617000.0,2840368000.0,,
Changes In Cash,-1344384000.0,411444000.0,-63211000.0,678918000.0,154249000.0,,
Financing Cash Flow,-2732800000.0,-1349976000.0,-4149693000.0,-1780626000.0,-2015815000.0,,
Cash Flow From Continuing Financing Activities,-2732800000.0,-1349976000.0,-4149693000.0,-1780626000.0,-2015815000.0,,
Net Other Financing Charges,92925000.0,-8105000.0,-92450000.0,366042000.0,-62888000.0,,
Interest Paid Cff,-519605000.0,-484812000.0,-482679000.0,-430704000.0,-442301000.0,,
Cash Dividends Paid,-1153247000.0,-478153000.0,-2772375000.0,-961339000.0,-956325000.0,,
Common Stock Dividend Paid,-1153247000.0,-478153000.0,-2772375000.0,-961339000.0,,,-723575000.0
Net Common Stock Issuance,,,-392135000.0,-308227000.0,-34885000.0,-13021000.0,26862000.0
Common Stock Payments,,,-392135000.0,-308227000.0,-34885000.0,-13021000.0,
Net Issuance Payments Of Debt,-1152873000.0,-378906000.0,-410054000.0,-446398000.0,-519416000.0,,
Net Long Term Debt Issuance,-1152873000.0,-378906000.0,-410054000.0,-446398000.0,-519416000.0,,
Long Term Debt Payments,-1192046000.0,-444692000.0,-463730000.0,-466798000.0,-519416000.0,,
Long Term Debt Issuance,39173000.0,65786000.0,53676000.0,20400000.0,0.0,,
Investing Cash Flow,-1726830000.0,-904592000.0,-184027000.0,-1243382000.0,-800618000.0,,
Cash Flow From Continuing Investing Activities,-1726830000.0,-904592000.0,-184027000.0,-1243382000.0,-800618000.0,,
Net Other Investing Changes,3399000.0,10610000.0,481890000.0,8577000.0,-2893000.0,,
Net Investment Purchase And Sale,131994000.0,481427000.0,680599000.0,-278078000.0,84251000.0,,
Sale Of Investment,1974538000.0,2200035000.0,2588833000.0,1434805000.0,1871351000.0,,
Purchase Of Investment,-1842544000.0,-1718608000.0,-1908234000.0,-1712883000.0,-1787100000.0,,
Net Business Purchase And Sale,-927373000.0,-42728000.0,,,,,
Purchase Of Business,-927373000.0,-42728000.0,,,,,
Net PPE Purchase And Sale,-934850000.0,-1353901000.0,-1346516000.0,-973881000.0,-881976000.0,,
Purchase Of PPE,-934850000.0,-1353901000.0,-1346516000.0,-973881000.0,-881976000.0,,
Operating Cash Flow,3115246000.0,2666012000.0,4270509000.0,3702926000.0,2970682000.0,,
Cash Flow From Continuing Operating Activities,3115246000.0,2666012000.0,4270509000.0,3702926000.0,2970682000.0,,
Taxes Refund Paid,-181199000.0,-157826000.0,-61892000.0,-89158000.0,-112153000.0,,
Change In Working Capital,-651783000.0,-777477000.0,352047000.0,15066000.0,-543212000.0,,
Change In Other Working Capital,-126155000.0,-147311000.0,15858000.0,-53341000.0,8834000.0,,
Change In Other Current Liabilities,-70740000.0,-67813000.0,-110217000.0,-70174000.0,-44705000.0,,
Change In Other Current Assets,-12589000.0,24007000.0,-7695000.0,15315000.0,-60222000.0,,
Change In Payables And Accrued Expense,-430051000.0,190547000.0,951044000.0,-53429000.0,-4249000.0,,
Change In Accrued Expense,,60842000.0,11694000.0,16509000.0,-77898000.0,57710000.0,
Change In Payable,-369209000.0,129705000.0,939350000.0,-69938000.0,73649000.0,,
Change In Account Payable,-422911000.0,63502000.0,898693000.0,-254887000.0,-19658000.0,,
Change In Tax Payable,68878000.0,58562000.0,109348000.0,184949000.0,89653000.0,,
Change In Income Tax Payable,68878000.0,58562000.0,109348000.0,184949000.0,89653000.0,,
Change In Prepaid Assets,102183000.0,-402933000.0,81920000.0,113878000.0,72728000.0,,
Change In Inventory,-40023000.0,-30280000.0,-3759000.0,4784000.0,-28692000.0,,
Change In Receivables,-74408000.0,-343694000.0,-575104000.0,58033000.0,-486906000.0,,
Changes In Account Receivables,-211644000.0,-439558000.0,-548542000.0,119260000.0,-450482000.0,,
Other Non Cash Items,697623000.0,601988000.0,132300000.0,580928000.0,502302000.0,,
Stock Based Compensation,,,4180000.0,1067000.0,,,-827000.0
Provisionand Write Offof Assets,286772000.0,306080000.0,304608000.0,263253000.0,218950000.0,,
Asset Impairment Charge,2349000.0,2020000.0,1156000.0,7023000.0,3633000.0,,
Depreciation Amortization Depletion,1796364000.0,1738642000.0,1777141000.0,1778644000.0,1775986000.0,,
Depreciation And Amortization,1796364000.0,1738642000.0,1777141000.0,1778644000.0,1775986000.0,,
Operating Gains Losses,16092000.0,-32075000.0,289119000.0,-74588000.0,-60373000.0,,
Pension And Employee Benefit Expense,,5031000.0,,,,6310000.0,
Earnings Losses From Equity Investments,16656000.0,28077000.0,29796000.0,25634000.0,25723000.0,,
Gain Loss On Investment Securities,4467000.0,-65183000.0,259323000.0,-100222000.0,-79786000.0,,
Net Income From Continuing Operations,1132007000.0,984660000.0,1471850000.0,1220691000.0,1173798000.0,,
