,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-166600440.0,-727959.0,-370762180.0,-658282840.0
Tax Rate For Calcs,0.103,0.003,0.34,0.34
Normalized EBITDA,8476048000.0,7091703000.0,9674809000.0,12008250000.0
Total Unusual Items,-1617480000.0,-242653000.0,-1090477000.0,-1936126000.0
Total Unusual Items Excluding Goodwill,,,,-1936126000.0
Net Income From Continuing Operation Net Minority Interest,-2002374000.0,-2591851000.0,-318206000.0,1554060000.0
Reconciled Depreciation,4150475000.0,3791413000.0,3379141000.0,2877656000.0
Reconciled Cost Of Revenue,28428257000.0,28294661000.0,30176972000.0,28253746000.0
EBITDA,6858568000.0,6849050000.0,8584332000.0,10072124000.0
EBIT,2708093000.0,3057637000.0,5205191000.0,7194468000.0
Net Interest Income,-5840449000.0,-5766620000.0,-4796039000.0,-3047593000.0
Interest Expense,4387611000.0,4600986000.0,4169824000.0,3068031000.0
Interest Income,69934000.0,77480000.0,82634000.0,777941000.0
Normalized Income,-551494440.0,-2349925959.0,401508820.0,2831903160.0
Net Income From Continuing And Discontinued Operation,-2002374000.0,-2591851000.0,-318206000.0,1554060000.0
Total Expenses,39568685000.0,39695546000.0,38887928000.0,35507059000.0
Diluted Average Shares,1326093947.0,1326093947.0,1326093947.0,1327028614.0
Basic Average Shares,1326093947.0,1326093947.0,1326093947.0,1327028614.0
Diluted EPS,-1.50998,-1.9545,-0.23996,1.17108
Basic EPS,-1.50998,-1.9545,-0.23996,1.17108
Diluted NI Availto Com Stockholders,-2002374000.0,-2591851000.0,-318206000.0,1554060000.0
Net Income Common Stockholders,-2002374000.0,-2591851000.0,-318206000.0,1554060000.0
Net Income,-2002374000.0,-2591851000.0,-318206000.0,1554060000.0
Minority Interests,-495648000.0,-1053710000.0,-720855000.0,-613638000.0
Net Income Including Noncontrolling Interests,-1506726000.0,-1538141000.0,402649000.0,2167698000.0
Net Income Continuous Operations,-1506726000.0,-1538141000.0,402649000.0,2167698000.0
Tax Provision,-172792000.0,-5208000.0,632718000.0,1958739000.0
Pretax Income,-1679518000.0,-1543349000.0,1035367000.0,4126437000.0
Other Income Expense,-1068330000.0,231356000.0,-718616000.0,-1681031000.0
Other Non Operating Income Expenses,30406000.0,25961000.0,20730000.0,17178000.0
Special Income Charges,-526345000.0,-539557000.0,-777782000.0,-13628000.0
Other Special Charges,-260550000.0,192004000.0,-167000.0,198808000.0
Write Off,684415000.0,284557000.0,655055000.0,-161047000.0
Impairment Of Capital Assets,102480000.0,62996000.0,122894000.0,-24133000.0
Restructuring And Mergern Acquisition,18238000.0,21120000.0,,
Earnings From Equity Interest,518744000.0,448048000.0,351131000.0,237917000.0
Gain On Sale Of Security,-1091135000.0,296904000.0,-312695000.0,-1922498000.0
Net Non Operating Interest Income Expense,-5840449000.0,-5766620000.0,-4796039000.0,-3047593000.0
Total Other Finance Cost,1522772000.0,1243114000.0,708849000.0,757503000.0
Interest Expense Non Operating,4387611000.0,4600986000.0,4169824000.0,3068031000.0
Interest Income Non Operating,69934000.0,77480000.0,82634000.0,777941000.0
Operating Income,5229261000.0,3991914000.0,6550022000.0,8855061000.0
Operating Expense,7164464000.0,7704850000.0,5412739000.0,4453043000.0
Other Operating Expenses,784818000.0,799642000.0,780055000.0,515915000.0
Other Taxes,52950000.0,398876000.0,-55937000.0,491208000.0
Depreciation Amortization Depletion Income Statement,174511000.0,95378000.0,80924000.0,77386000.0
Depreciation And Amortization In Income Statement,174511000.0,95378000.0,80924000.0,77386000.0
Research And Development,84600000.0,57129000.0,58303000.0,58904000.0
Selling General And Administration,6067585000.0,6353825000.0,4549394000.0,3309630000.0
Selling And Marketing Expense,5033148000.0,5453297000.0,3729089000.0,2575818000.0
General And Administrative Expense,1034437000.0,900528000.0,820305000.0,733812000.0
Other Gand A,979164000.0,855999000.0,760894000.0,674119000.0
Salaries And Wages,55273000.0,44529000.0,59411000.0,59693000.0
Gross Profit,12393725000.0,11696764000.0,11962761000.0,13308104000.0
Cost Of Revenue,32404221000.0,31990696000.0,33475189000.0,31054016000.0
Total Revenue,44797946000.0,43687460000.0,45437950000.0,44362120000.0
Excise Taxes,5966388000.0,6107865000.0,5868721000.0,6300905000.0
Operating Revenue,51315548000.0,50581428000.0,51980417000.0,51034214000.0
