,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-43404976.5,-489043420.0,103267357.6,-173589904.8,-68203559.898037,
Tax Rate For Calcs,0.2715,0.34,0.2794,0.2028,0.208833,
Normalized EBITDA,2569136000.0,3584162000.0,,2851291000.0,2944693000.0,725305000.0
Total Unusual Items,-159871000.0,-1438363000.0,,-855966000.0,-326594000.0,1708886000.0
Total Unusual Items Excluding Goodwill,-159871000.0,-1438363000.0,,-855966000.0,-326594000.0,1708886000.0
Net Income From Continuing Operation Net Minority Interest,465627000.0,742891000.0,,257292000.0,775736000.0,1828941000.0
Reconciled Depreciation,569082000.0,549690000.0,,522507000.0,515667000.0,488665000.0
Reconciled Cost Of Revenue,6676649000.0,7133471000.0,,6378043000.0,5916593000.0,7435167000.0
EBITDA,2409265000.0,2145799000.0,,1995325000.0,2618099000.0,2434191000.0
EBIT,1840183000.0,1596109000.0,,1472818000.0,2102432000.0,1945526000.0
Net Interest Income,-810376000.0,926839000.0,,-641004000.0,-619278000.0,-994404000.0
Interest Expense,1051234000.0,1073073000.0,,858494000.0,804710000.0,833150000.0
Interest Income,71176000.0,137465000.0,,25843000.0,30059000.0,125905000.0
Normalized Income,582093023.5,1692210580.0,172183357.6,939668095.2,1034126440.101963,
Net Income From Continuing And Discontinued Operation,465627000.0,742891000.0,,257292000.0,775736000.0,1828941000.0
Total Expenses,6267147000.0,8008477000.0,,6144489000.0,5776670000.0,7980291000.0
Diluted NI Availto Com Stockholders,465627000.0,742891000.0,,257292000.0,775736000.0,1828941000.0
Net Income Common Stockholders,465627000.0,742891000.0,,257292000.0,775736000.0,1828941000.0
Otherunder Preferred Stock Dividend,0.0,0.0,,0.0,0.0,0.0
Net Income,465627000.0,742891000.0,,257292000.0,775736000.0,1828941000.0
Minority Interests,-109143000.0,-232275000.0,,-232469000.0,-250979000.0,-290205000.0
Net Income Including Noncontrolling Interests,574770000.0,975166000.0,,489761000.0,1026715000.0,2119146000.0
Net Income Continuous Operations,574770000.0,975166000.0,,489761000.0,1026715000.0,2119146000.0
Tax Provision,214179000.0,-452130000.0,,124563000.0,271007000.0,-1006770000.0
Pretax Income,788949000.0,523036000.0,,614324000.0,1297722000.0,1112376000.0
Other Non Operating Income Expenses,,,,-14090000.0,,
Special Income Charges,-110807000.0,-137811000.0,,-99879000.0,-72511000.0,-259587000.0
Other Special Charges,110807000.0,137811000.0,,99879000.0,72511000.0,259587000.0
Net Non Operating Interest Income Expense,-810376000.0,926839000.0,,-641004000.0,-619278000.0,-994404000.0
Total Other Finance Cost,-169682000.0,-1862447000.0,,-191647000.0,-155373000.0,287159000.0
Interest Expense Non Operating,1051234000.0,1073073000.0,,858494000.0,804710000.0,833150000.0
Interest Income Non Operating,71176000.0,137465000.0,,25843000.0,30059000.0,125905000.0
Operating Income,1775082000.0,1424259000.0,,1683952000.0,1957418000.0,1577853000.0
Operating Expense,-409502000.0,875006000.0,,-233554000.0,-139923000.0,545124000.0
Other Operating Expenses,89465000.0,160694000.0,,81526000.0,98278000.0,29792000.0
Depreciation And Amortization In Income Statement,81287000.0,77564000.0,,73280000.0,76864000.0,65676000.0
Depreciation Income Statement,81287000.0,77564000.0,,73280000.0,76864000.0,65676000.0
Selling General And Administration,184719000.0,239496000.0,,172061000.0,184535000.0,268951000.0
General And Administrative Expense,184719000.0,239496000.0,,172061000.0,184535000.0,268951000.0
Gross Profit,1365580000.0,2299265000.0,,1450398000.0,1817495000.0,2122977000.0
Cost Of Revenue,6676649000.0,7133471000.0,,6378043000.0,5916593000.0,7435167000.0
Total Revenue,8042229000.0,9432736000.0,,7828441000.0,7734088000.0,9558144000.0
Operating Revenue,8042229000.0,9432736000.0,,7828441000.0,7734088000.0,9558144000.0
