,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-441045280.0,-339231901.802713,-13865000.0,-770100000.0,
Tax Rate For Calcs,0.1768,0.238124,0.005,0.34,
Normalized EBITDA,31469100000.0,30436500000.0,27042500000.0,25349700000.0,
Total Unusual Items,-2494600000.0,-1424600000.0,-2773000000.0,-2265000000.0,
Total Unusual Items Excluding Goodwill,-2494600000.0,-1424600000.0,-2773000000.0,-2265000000.0,
Net Income From Continuing Operation Net Minority Interest,15503400000.0,14437200000.0,14501900000.0,14457900000.0,
Reconciled Depreciation,6832100000.0,7126400000.0,6417900000.0,5956300000.0,
Reconciled Cost Of Revenue,42864100000.0,43615100000.0,39291600000.0,40422100000.0,
EBITDA,28974500000.0,29011900000.0,24269500000.0,23084700000.0,
EBIT,22142400000.0,21885500000.0,17851600000.0,17128400000.0,
Net Interest Income,-512100000.0,-598800000.0,-778500000.0,-873000000.0,
Interest Expense,2720700000.0,2398200000.0,2815700000.0,2892800000.0,
Interest Income,1403400000.0,1623900000.0,1121400000.0,964300000.0,
Normalized Income,17556954720.0,15522568098.197287,17261035000.0,15952800000.0,
Net Income From Continuing And Discontinued Operation,15503400000.0,14437200000.0,14501900000.0,14457900000.0,
Total Expenses,65919900000.0,67945900000.0,60964200000.0,62306100000.0,
Total Operating Income As Reported,23317700000.0,21801700000.0,18831000000.0,17687800000.0,
Diluted Average Shares,15683900000.0,15816100000.0,15838600000.0,15848600000.0,
Basic Average Shares,15617500000.0,15734500000.0,15744800000.0,15741900000.0,
Diluted EPS,0.9885,0.91,0.92,0.93,
Basic EPS,0.9927,0.92,0.92,0.94,
Diluted NI Availto Com Stockholders,15503400000.0,14437200000.0,14501900000.0,14457900000.0,
Net Income Common Stockholders,15503400000.0,14437200000.0,14501900000.0,14457900000.0,
Net Income,15503400000.0,14437200000.0,14501900000.0,14457900000.0,
Minority Interests,-485000000.0,-409700000.0,-458500000.0,-433300000.0,
Net Income Including Noncontrolling Interests,15988400000.0,14846900000.0,14960400000.0,14891200000.0,
Net Income Continuous Operations,15988400000.0,14846900000.0,14960400000.0,14891200000.0,
Tax Provision,3433300000.0,4640400000.0,75500000.0,-655600000.0,
Pretax Income,19421700000.0,19487300000.0,15035900000.0,14235600000.0,
Other Income Expense,-2388800000.0,-1420700000.0,-2958300000.0,-2294100000.0,
Special Income Charges,622300000.0,-431200000.0,56100000.0,1549000000.0,
Gain On Sale Of Ppe,85200000.0,121300000.0,86400000.0,88800000.0,
Gain On Sale Of Business,862000000.0,,,,
Other Special Charges,109900000.0,453200000.0,-79100000.0,-1578600000.0,
Write Off,,0.0,0.0,16600000.0,0.0
Restructuring And Mergern Acquisition,215000000.0,99300000.0,109400000.0,101800000.0,
Earnings From Equity Interest,105800000.0,3900000.0,-185300000.0,-29100000.0,
Gain On Sale Of Security,-3116900000.0,-993400000.0,-2829100000.0,-3814000000.0,
Net Non Operating Interest Income Expense,-512100000.0,-598800000.0,-778500000.0,-873000000.0,
Total Other Finance Cost,-805200000.0,-175500000.0,-915800000.0,-1055500000.0,
Interest Expense Non Operating,2720700000.0,2398200000.0,2815700000.0,2892800000.0,
Interest Income Non Operating,1403400000.0,1623900000.0,1121400000.0,964300000.0,
Operating Income,22322600000.0,21506800000.0,18772700000.0,17402700000.0,
Operating Expense,23055800000.0,24330800000.0,21672600000.0,21884000000.0,
Other Operating Expenses,-2350700000.0,-2126400000.0,-1724500000.0,-1411200000.0,
Other Taxes,266600000.0,64800000.0,-39700000.0,-674300000.0,
Selling General And Administration,25139900000.0,26392400000.0,23436800000.0,23969500000.0,
Selling And Marketing Expense,19277000000.0,20191300000.0,18163100000.0,18732700000.0,
General And Administrative Expense,5862900000.0,6201100000.0,5273700000.0,5236800000.0,
Other Gand A,5862900000.0,6201100000.0,5273700000.0,5236800000.0,
Gross Profit,45378400000.0,45837600000.0,40445300000.0,39286700000.0,
Cost Of Revenue,42864100000.0,43615100000.0,39291600000.0,40422100000.0,
Total Revenue,88242500000.0,89452700000.0,79736900000.0,79708800000.0,
Excise Taxes,27564900000.0,27417900000.0,25227500000.0,24851400000.0,
Operating Revenue,131352700000.0,134130900000.0,120117700000.0,125907200000.0,
