,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-388093000.0,-372111000.0,-219855000.0,-184680000.0,
Repayment Of Debt,-788985000.0,-467145000.0,-36750000.0,-21500000.0,
Issuance Of Debt,950754000.0,1196000000.0,130000000.0,460000000.0,
Issuance Of Capital Stock,603804000.0,0.0,86770000.0,-8079000.0,
Capital Expenditure,-630976000.0,-556068000.0,-255334000.0,-197348000.0,
End Cash Position,851148000.0,493299000.0,289426000.0,168875000.0,
Beginning Cash Position,493299000.0,446027000.0,168875000.0,2917000.0,
Changes In Cash,357849000.0,47272000.0,120551000.0,165958000.0,
Financing Cash Flow,693977000.0,695704000.0,161111000.0,403530000.0,
Net Other Financing Charges,-21187000.0,21130000.0,14039000.0,-1211000.0,
Net Common Stock Issuance,603804000.0,0.0,86770000.0,-8079000.0,
Common Stock Issuance,603804000.0,0.0,86770000.0,-8079000.0,
Net Issuance Payments Of Debt,161769000.0,728855000.0,93250000.0,438500000.0,
Net Long Term Debt Issuance,161769000.0,728855000.0,93250000.0,438500000.0,
Long Term Debt Payments,-788985000.0,-467145000.0,-36750000.0,-21500000.0,
Long Term Debt Issuance,950754000.0,1196000000.0,130000000.0,460000000.0,
Investing Cash Flow,-579011000.0,-832389000.0,-76039000.0,-250240000.0,
Dividends Received Cfi,0.0,577000.0,-11768000.0,0.0,
Net Investment Purchase And Sale,79994000.0,-117318000.0,38314000.0,335677000.0,
Net Business Purchase And Sale,-28029000.0,-159580000.0,152749000.0,-388569000.0,
Sale Of Business,2155000.0,12097000.0,164601000.0,40000000.0,
Purchase Of Business,-30184000.0,-171677000.0,-11852000.0,-428569000.0,
Net PPE Purchase And Sale,-630976000.0,-556068000.0,-255334000.0,-197348000.0,
Purchase Of PPE,-630976000.0,-556068000.0,-255334000.0,-197348000.0,
Capital Expenditure Reported,,,,,-4543000.0
Operating Cash Flow,242883000.0,183957000.0,35479000.0,12668000.0,
Taxes Refund Paid,-27556000.0,-25277000.0,-32902000.0,-21214000.0,
Interest Paid Cfo,-211970000.0,-158248000.0,-137358000.0,-77802000.0,
Change In Working Capital,-45170000.0,-45187000.0,-37895000.0,-13372000.0,
Change In Other Current Liabilities,,,,,-10864000.0
Change In Other Current Assets,-3308000.0,6080000.0,-51827000.0,-321000.0,
Change In Accrued Expense,-226000.0,6355000.0,-306000.0,4052000.0,
Change In Payable,27008000.0,-19479000.0,-3583000.0,27636000.0,
Change In Prepaid Assets,-9355000.0,-4763000.0,-9374000.0,16752000.0,
Change In Receivables,-59289000.0,-33380000.0,27195000.0,-61491000.0,
Other Non Cash Items,289374000.0,192604000.0,161519000.0,126692000.0,
Stock Based Compensation,,0.0,0.0,11827000.0,41788000.0
Provisionand Write Offof Assets,-13740000.0,10950000.0,-5068000.0,-953000.0,
Deferred Tax,-4264000.0,-6291000.0,-13915000.0,2225000.0,
Depreciation And Amortization,181178000.0,155967000.0,165660000.0,135346000.0,
Depreciation,181178000.0,155967000.0,165660000.0,135346000.0,
Gain Loss On Investment Securities,5974000.0,5588000.0,-41244000.0,,
Net Foreign Currency Exchange Gain Loss,1910000.0,-5938000.0,4513000.0,6599000.0,
Gain Loss On Sale Of Business,0.0,0.0,-135000000.0,-5496000.0,
Net Income From Continuing Operations,73962000.0,74476000.0,50167000.0,-143464000.0,
