,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,203900.0,4321400.0,1428750.0,-183680.0,2189840.0,
Tax Rate For Calcs,0.05,0.34,0.09,0.32,0.31,
Normalized EBITDA,120537000.0,52769000.0,35757000.0,44840000.0,33679000.0,
Total Unusual Items,4078000.0,12710000.0,15875000.0,-574000.0,7064000.0,
Total Unusual Items Excluding Goodwill,4078000.0,12710000.0,15875000.0,-574000.0,7064000.0,
Net Income From Continuing Operation Net Minority Interest,56765000.0,-8428000.0,-3094000.0,-2092000.0,1803000.0,
Reconciled Depreciation,36836000.0,33416000.0,18627000.0,18480000.0,18464000.0,
Reconciled Cost Of Revenue,357176000.0,383114000.0,285065000.0,290091000.0,295005000.0,
EBITDA,124615000.0,65479000.0,51632000.0,44266000.0,40743000.0,
EBIT,87779000.0,32063000.0,33005000.0,25786000.0,22279000.0,
Net Interest Income,-31524000.0,-43017000.0,-35756000.0,-31369000.0,-22752000.0,
Interest Expense,32502000.0,34333000.0,29643000.0,25044000.0,16432000.0,
Interest Income,,0.0,0.0,0.0,0.0,0.0
Normalized Income,52890900.0,-16816600.0,-17540250.0,-1701680.0,-3071160.0,
Net Income From Continuing And Discontinued Operation,56765000.0,-8428000.0,-3094000.0,-2092000.0,1803000.0,
Total Expenses,350187000.0,450511000.0,337736000.0,330172000.0,348068000.0,
Rent Expense Supplemental,668000.0,29296000.0,28617000.0,31982000.0,569000.0,
Diluted Average Shares,56720757.0,56720757.0,52047000.0,48402810.0,48500000.0,
Basic Average Shares,56720757.0,56720757.0,50054000.0,46951680.0,46721000.0,
Diluted EPS,0.929113,0.014104,-0.06179,-0.04457,0.03718,
Basic EPS,0.929113,0.014104,-0.06179,-0.04457,0.0386,
Diluted NI Availto Com Stockholders,56765000.0,-8428000.0,-3094000.0,-2092000.0,1803000.0,
Net Income Common Stockholders,56765000.0,-8428000.0,-3094000.0,-2092000.0,1803000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,56765000.0,-8428000.0,-3094000.0,-2092000.0,1803000.0,
Minority Interests,4050000.0,-9247000.0,-6154000.0,-2600000.0,-2214000.0,
Net Income Including Noncontrolling Interests,52715000.0,819000.0,3060000.0,508000.0,4017000.0,
Net Income Continuous Operations,52715000.0,819000.0,3060000.0,508000.0,4017000.0,
Tax Provision,2562000.0,-3089000.0,302000.0,234000.0,1830000.0,
Pretax Income,55277000.0,-2270000.0,3362000.0,742000.0,5847000.0,
Special Income Charges,,-1372000.0,1249000.0,-11294000.0,119000.0,-6000.0
Other Special Charges,,81000.0,-244000.0,400000.0,-120000.0,-128000.0
Write Off,,690000.0,97000.0,470000.0,1000.0,134000.0
Restructuring And Mergern Acquisition,,,-1102000.0,10424000.0,,
Net Non Operating Interest Income Expense,-31524000.0,-43017000.0,-35756000.0,-31369000.0,-22752000.0,
Total Other Finance Cost,-978000.0,8684000.0,6113000.0,6325000.0,6320000.0,
Interest Expense Non Operating,32502000.0,34333000.0,29643000.0,25044000.0,16432000.0,
Interest Income Non Operating,,0.0,0.0,0.0,0.0,0.0
Operating Income,71010000.0,23239000.0,21398000.0,31722000.0,20777000.0,
Operating Expense,-6989000.0,67397000.0,52671000.0,40081000.0,53063000.0,
Other Operating Expenses,757000.0,1194000.0,326000.0,895000.0,299000.0,
Depreciation And Amortization In Income Statement,,12879000.0,9652000.0,-734000.0,9446000.0,5598000.0
Amortization,,7717000.0,5074000.0,,,
Depreciation Income Statement,,5162000.0,4578000.0,-734000.0,9446000.0,5598000.0
Selling General And Administration,-8414000.0,16081000.0,11785000.0,10417000.0,52195000.0,
Selling And Marketing Expense,,28000.0,38000.0,25000.0,27000.0,33000.0
General And Administrative Expense,-8414000.0,16053000.0,11747000.0,10392000.0,52195000.0,
Rent And Landing Fees,668000.0,1962000.0,1663000.0,1332000.0,569000.0,
Gross Profit,64021000.0,90636000.0,74069000.0,71803000.0,73840000.0,
Cost Of Revenue,357176000.0,383114000.0,285065000.0,290091000.0,295005000.0,
Total Revenue,421197000.0,473750000.0,359134000.0,361894000.0,368845000.0,
Operating Revenue,421197000.0,473750000.0,359134000.0,361894000.0,368845000.0,
