,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,20129802.0,17998640.0,23677580.0,48181549.0,
Tax Rate For Calcs,0.231,0.226,0.23,0.247,
Normalized EBITDA,948087000.0,793552000.0,968976000.0,630013000.0,
Total Unusual Items,87142000.0,79640000.0,102946000.0,195067000.0,
Total Unusual Items Excluding Goodwill,87142000.0,79640000.0,102946000.0,195067000.0,
Net Income From Continuing Operation Net Minority Interest,608649000.0,541390000.0,748245000.0,565240000.0,
Reconciled Depreciation,127500000.0,104725000.0,101581000.0,95880000.0,
Reconciled Cost Of Revenue,3933531000.0,3258867000.0,3067263000.0,3090874000.0,
EBITDA,1035229000.0,873192000.0,1071922000.0,825080000.0,
EBIT,907729000.0,768467000.0,970341000.0,729200000.0,
Net Interest Income,-116772000.0,-31753000.0,75450000.0,30857000.0,
Interest Expense,115944000.0,69304000.0,32420000.0,17319000.0,
Interest Income,37563000.0,46497000.0,107383000.0,76050000.0,
Normalized Income,541636802.0,479748640.0,668976580.0,418354549.0,
Net Income From Continuing And Discontinued Operation,608649000.0,541390000.0,748245000.0,565240000.0,
Total Expenses,4562231000.0,3806557000.0,3595175000.0,3679534000.0,
Diluted Average Shares,135539000.0,135539000.0,131656643.0,130249001.0,
Basic Average Shares,135539000.0,135539000.0,131656643.0,130249001.0,
Diluted EPS,4.4906,3.9943,5.683347,4.339668,
Basic EPS,4.4906,3.9943,5.683347,4.339668,
Diluted NI Availto Com Stockholders,608649000.0,541390000.0,748245000.0,565240000.0,
Net Income Common Stockholders,608649000.0,541390000.0,748245000.0,565240000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,608649000.0,541390000.0,748245000.0,565240000.0,
Minority Interests,-107000.0,186000.0,467000.0,2880000.0,
Net Income Including Noncontrolling Interests,608756000.0,541204000.0,747778000.0,562360000.0,
Net Income Continuous Operations,608756000.0,541204000.0,747778000.0,562360000.0,
Tax Provision,183029000.0,157959000.0,190143000.0,149521000.0,
Pretax Income,791785000.0,699163000.0,937921000.0,711881000.0,
Special Income Charges,61712000.0,116501000.0,72433000.0,176473000.0,
Other Special Charges,-61712000.0,-116501000.0,-72433000.0,-175315000.0,
Write Off,,,-600000.0,-1158000.0,-5027000.0
Restructuring And Mergern Acquisition,,,,0.0,-767000.0
Net Non Operating Interest Income Expense,-116772000.0,-31753000.0,75450000.0,30857000.0,
Total Other Finance Cost,38391000.0,8946000.0,-487000.0,27874000.0,
Interest Expense Non Operating,115944000.0,69304000.0,32420000.0,17319000.0,
Interest Income Non Operating,37563000.0,46497000.0,107383000.0,76050000.0,
Operating Income,844451000.0,751423000.0,743650000.0,544496000.0,
Operating Expense,628700000.0,547690000.0,527912000.0,588660000.0,
Other Operating Expenses,31556000.0,37309000.0,106393000.0,176107000.0,
Depreciation And Amortization In Income Statement,11705000.0,5820000.0,5536000.0,4793000.0,
Amortization,2747000.0,0.0,,,
Depreciation Income Statement,8958000.0,5820000.0,5536000.0,4793000.0,
Research And Development,75586000.0,59045000.0,58152000.0,44192000.0,
Selling General And Administration,372403000.0,328160000.0,302707000.0,287912000.0,
Selling And Marketing Expense,246184000.0,224328000.0,206596000.0,214550000.0,
General And Administrative Expense,126219000.0,103832000.0,96111000.0,73362000.0,
Gross Profit,1473151000.0,1299113000.0,1271562000.0,1133156000.0,
Cost Of Revenue,3933531000.0,3258867000.0,3067263000.0,3090874000.0,
Total Revenue,5406682000.0,4557980000.0,4338825000.0,4224030000.0,
Operating Revenue,5406682000.0,4557980000.0,4338825000.0,4224030000.0,
