,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-765000000.0,-742000000.0,-965000000.0,-1349000000.0,
Repurchase Of Capital Stock,0.0,-33000000.0,0.0,-311000000.0,
Repayment Of Debt,-4884000000.0,-2293000000.0,-4692000000.0,-3076000000.0,
Issuance Of Debt,4436000000.0,2439000000.0,3703000000.0,5993000000.0,
Issuance Of Capital Stock,483000000.0,0.0,433000000.0,0.0,
Capital Expenditure,-931000000.0,-1355000000.0,-1263000000.0,-1215000000.0,
End Cash Position,4039000000.0,4852000000.0,5977000000.0,4472000000.0,
Beginning Cash Position,4852000000.0,5977000000.0,4472000000.0,3876000000.0,
Effect Of Exchange Rate Changes,7000000.0,26000000.0,10000000.0,-32000000.0,
Changes In Cash,-820000000.0,-1151000000.0,1495000000.0,628000000.0,
Financing Cash Flow,-19022000000.0,-8153000000.0,-5431000000.0,-1370000000.0,
Net Other Financing Charges,5000000.0,72000000.0,-182000000.0,-38000000.0,
Interest Paid Cff,-18906000000.0,-8196000000.0,-4561000000.0,-3851000000.0,
Cash Dividends Paid,,,,,-3335000000.0
Common Stock Dividend Paid,,,,,0.0
Net Common Stock Issuance,483000000.0,-33000000.0,433000000.0,-311000000.0,
Common Stock Payments,0.0,-33000000.0,0.0,-311000000.0,
Common Stock Issuance,483000000.0,0.0,433000000.0,0.0,
Net Issuance Payments Of Debt,-448000000.0,146000000.0,-989000000.0,2917000000.0,
Net Long Term Debt Issuance,-448000000.0,146000000.0,-989000000.0,2917000000.0,
Long Term Debt Payments,-4884000000.0,-2293000000.0,-4692000000.0,-3076000000.0,
Long Term Debt Issuance,4436000000.0,2439000000.0,3703000000.0,5993000000.0,
Investing Cash Flow,18036000000.0,6389000000.0,6628000000.0,2132000000.0,
Interest Received Cfi,18640000000.0,8344000000.0,4098000000.0,2771000000.0,
Net Investment Purchase And Sale,196000000.0,-454000000.0,3817000000.0,1678000000.0,
Sale Of Investment,235000000.0,45000000.0,3817000000.0,4670000000.0,
Purchase Of Investment,-39000000.0,-499000000.0,0.0,-2992000000.0,
Net Business Purchase And Sale,51000000.0,-196000000.0,-58000000.0,-1113000000.0,
Sale Of Business,158000000.0,0.0,26000000.0,7000000.0,
Purchase Of Business,-107000000.0,-196000000.0,-84000000.0,-1120000000.0,
Net PPE Purchase And Sale,-851000000.0,-1305000000.0,-1229000000.0,-1204000000.0,
Sale Of PPE,80000000.0,50000000.0,34000000.0,11000000.0,
Purchase Of PPE,-931000000.0,-1355000000.0,-1263000000.0,-1215000000.0,
Operating Cash Flow,166000000.0,613000000.0,298000000.0,-134000000.0,
Taxes Refund Paid,-108000000.0,-115000000.0,-89000000.0,-54000000.0,
Interest Paid Cfo,-1155000000.0,-1150000000.0,-1747000000.0,-1140000000.0,
Change In Working Capital,-498000000.0,-193000000.0,-110000000.0,-1023000000.0,
Change In Other Current Liabilities,-199000000.0,-96000000.0,-96000000.0,-151000000.0,
Change In Other Current Assets,-410000000.0,-238000000.0,-254000000.0,-222000000.0,
Change In Payable,-787000000.0,-298000000.0,-824000000.0,-1009000000.0,
Change In Inventory,-258000000.0,-74000000.0,112000000.0,-267000000.0,
Change In Receivables,1175000000.0,543000000.0,936000000.0,640000000.0,
Other Non Cash Items,1434000000.0,987000000.0,959000000.0,1146000000.0,
Provisionand Write Offof Assets,188000000.0,189000000.0,190000000.0,45000000.0,
Deferred Tax,,,-116000000.0,0.0,-739000000.0
Depreciation And Amortization,1261000000.0,1231000000.0,1176000000.0,855000000.0,
Depreciation,1261000000.0,1231000000.0,1176000000.0,855000000.0,
Gain Loss On Investment Securities,38000000.0,8000000.0,-1526000000.0,-3040000000.0,
Gain Loss On Sale Of PPE,,,,,-903000000.0
Net Income From Continuing Operations,16389000000.0,15025000000.0,13775000000.0,14556000000.0,
