,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0628,0.34,0.305055,0.211519,0.297834,
Normalized EBITDA,66350000.0,47921000.0,72710000.0,61743000.0,87868000.0,
Total Unusual Items,,,,,,-246277000.0
Total Unusual Items Excluding Goodwill,,,,,,-246277000.0
Net Income From Continuing Operation Net Minority Interest,19668000.0,6255000.0,23105000.0,16573000.0,18701000.0,
Reconciled Depreciation,9363000.0,9513000.0,11152000.0,9594000.0,11156000.0,
Reconciled Cost Of Revenue,36079000.0,38954000.0,39291000.0,35328000.0,40108000.0,
EBITDA,66350000.0,47921000.0,72710000.0,61743000.0,87868000.0,
EBIT,56987000.0,38408000.0,61558000.0,52149000.0,76712000.0,
Net Interest Income,-17326000.0,-26190000.0,-26247000.0,-40645000.0,-22486000.0,
Interest Expense,25902000.0,27351000.0,25217000.0,27234000.0,42730000.0,
Interest Income,10590000.0,2722000.0,1279000.0,,23643000.0,27261000.0
Normalized Income,19668000.0,6255000.0,23105000.0,16573000.0,18701000.0,
Net Income From Continuing And Discontinued Operation,19668000.0,6255000.0,23105000.0,16573000.0,18701000.0,
Total Expenses,40274000.0,54413000.0,47124000.0,30412000.0,40708000.0,
Rent Expense Supplemental,3003000.0,6130000.0,4405000.0,3461000.0,3881000.0,
Diluted Average Shares,152644445.0,,152649313.0,152395402.0,152644445.0,
Basic Average Shares,152644445.0,,152649313.0,152395402.0,152644445.0,
Diluted EPS,0.12885,,0.15136,0.10875,0.12251,
Basic EPS,0.12885,,0.15136,0.10875,0.12251,
Diluted NI Availto Com Stockholders,19668000.0,6255000.0,23105000.0,16573000.0,18701000.0,
Net Income Common Stockholders,19668000.0,6255000.0,23105000.0,16573000.0,18701000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,19668000.0,6255000.0,23105000.0,16573000.0,18701000.0,
Minority Interests,-6519000.0,149000.0,-2150000.0,-3072000.0,-5160000.0,
Net Income Including Noncontrolling Interests,26187000.0,6106000.0,25255000.0,19645000.0,23861000.0,
Net Income Continuous Operations,26187000.0,6106000.0,25255000.0,19645000.0,23861000.0,
Tax Provision,4898000.0,4951000.0,11086000.0,5270000.0,10121000.0,
Pretax Income,31085000.0,11057000.0,36341000.0,24915000.0,33982000.0,
Other Non Operating Income Expenses,-199000.0,,17000.0,30000.0,-33000.0,
Net Non Operating Interest Income Expense,-17326000.0,-26190000.0,-26247000.0,-40645000.0,-22486000.0,
Total Other Finance Cost,2014000.0,1561000.0,2309000.0,13411000.0,3399000.0,
Interest Expense Non Operating,25902000.0,27351000.0,25217000.0,27234000.0,42730000.0,
Interest Income Non Operating,10590000.0,2722000.0,1279000.0,,23643000.0,27261000.0
Operating Income,42058000.0,28096000.0,39899000.0,43961000.0,43054000.0,
Operating Expense,4195000.0,15459000.0,7833000.0,-4916000.0,600000.0,
Other Operating Expenses,-8559000.0,-1381000.0,-5038000.0,-17446000.0,-11640000.0,
Depreciation And Amortization In Income Statement,333000.0,316000.0,341000.0,327000.0,323000.0,
Depreciation Income Statement,333000.0,316000.0,341000.0,327000.0,323000.0,
Selling General And Administration,7416000.0,9951000.0,6431000.0,8809000.0,7765000.0,
Selling And Marketing Expense,1680000.0,2010000.0,3375000.0,2421000.0,1214000.0,
General And Administrative Expense,5736000.0,7941000.0,3056000.0,6388000.0,6551000.0,
Gross Profit,46253000.0,43555000.0,47732000.0,39045000.0,43654000.0,
Cost Of Revenue,36079000.0,38954000.0,39291000.0,35328000.0,40108000.0,
Total Revenue,82332000.0,82509000.0,87023000.0,74373000.0,83762000.0,
Operating Revenue,82332000.0,82509000.0,87023000.0,74373000.0,83762000.0,
