,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,19097234.0,16604920.0,21022540.0,19458090.0
Tax Rate For Calcs,0.199,0.34,0.242,0.27
Normalized EBITDA,671180000.0,547753000.0,749834000.0,678721000.0
Total Unusual Items,95966000.0,48838000.0,86870000.0,72067000.0
Total Unusual Items Excluding Goodwill,95966000.0,48838000.0,86870000.0,72067000.0
Net Income From Continuing Operation Net Minority Interest,253963000.0,315984000.0,383434000.0,378210000.0
Reconciled Depreciation,204753000.0,195234000.0,112606000.0,103028000.0
Reconciled Cost Of Revenue,986069000.0,929392000.0,907647000.0,878594000.0
EBITDA,767146000.0,596591000.0,836704000.0,750788000.0
EBIT,562393000.0,401357000.0,724098000.0,647760000.0
Net Interest Income,-224469000.0,-166165000.0,-147775000.0,-123958000.0
Interest Expense,245446000.0,182365000.0,218259000.0,129400000.0
Interest Income,23751000.0,24384000.0,81278000.0,9903000.0
Normalized Income,177094234.0,283750920.0,317586540.0,325601090.0
Net Income From Continuing And Discontinued Operation,242050000.0,304519000.0,383434000.0,378210000.0
Total Expenses,1240422000.0,1218035000.0,1026861000.0,1120586000.0
Diluted Average Shares,231338569.0,238245169.0,241072377.0,248046161.0
Basic Average Shares,231338569.0,238245169.0,241072377.0,248046161.0
Diluted EPS,1.0463,1.2782,1.5905,1.5248
Basic EPS,1.0463,1.2782,1.5905,1.5248
Diluted NI Availto Com Stockholders,242050000.0,304519000.0,383434000.0,378210000.0
Net Income Common Stockholders,242050000.0,304519000.0,383434000.0,378210000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,242050000.0,304519000.0,383434000.0,378210000.0
Net Income Including Noncontrolling Interests,242050000.0,304519000.0,383434000.0,378210000.0
Net Income Discontinuous Operations,-11913000.0,-11465000.0,,
Net Income Continuous Operations,253963000.0,315984000.0,383434000.0,378210000.0
Tax Provision,62984000.0,-96992000.0,122405000.0,140150000.0
Pretax Income,316947000.0,218992000.0,505839000.0,518360000.0
Special Income Charges,1917000.0,-8380000.0,-15971000.0,6509000.0
Other Special Charges,-1579000.0,5170000.0,-4229000.0,-7021000.0
Write Off,-338000.0,250000.0,653000.0,512000.0
Impairment Of Capital Assets,0.0,2960000.0,19547000.0,0.0
Net Non Operating Interest Income Expense,-224469000.0,-166165000.0,-147775000.0,-123958000.0
Total Other Finance Cost,2774000.0,8184000.0,10794000.0,4461000.0
Interest Expense Non Operating,245446000.0,182365000.0,218259000.0,129400000.0
Interest Income Non Operating,23751000.0,24384000.0,81278000.0,9903000.0
Operating Income,445889000.0,337311000.0,567384000.0,566080000.0
Operating Expense,254353000.0,288643000.0,119214000.0,241992000.0
Other Operating Expenses,23736000.0,36972000.0,-116666000.0,19768000.0
Depreciation And Amortization In Income Statement,7115000.0,8636000.0,5196000.0,3474000.0
Depreciation Income Statement,7115000.0,8636000.0,5196000.0,3474000.0
Selling General And Administration,142079000.0,142256000.0,140626000.0,137383000.0
Selling And Marketing Expense,110799000.0,117070000.0,116686000.0,119903000.0
General And Administrative Expense,31280000.0,25186000.0,23940000.0,17480000.0
Gross Profit,700242000.0,625954000.0,686598000.0,808072000.0
Cost Of Revenue,986069000.0,929392000.0,907647000.0,878594000.0
Total Revenue,1686311000.0,1555346000.0,1594245000.0,1686666000.0
Operating Revenue,1686311000.0,1555346000.0,1594245000.0,1686666000.0
