,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-2024020.0,-275540.378458,-360403.4,-102533.2,
Tax Rate For Calcs,0.34,0.055152,0.0797,0.0308,
Normalized EBITDA,1083068000.0,762396000.0,693964000.0,614169000.0,
Total Unusual Items,-5953000.0,-4996000.0,-4522000.0,-3329000.0,
Total Unusual Items Excluding Goodwill,-5953000.0,-4996000.0,-4522000.0,-3329000.0,
Net Income From Continuing Operation Net Minority Interest,1165321000.0,569873000.0,494892000.0,469900000.0,
Reconciled Depreciation,130952000.0,106277000.0,98720000.0,82253000.0,
Reconciled Cost Of Revenue,2099263000.0,1770187000.0,1641645000.0,1599498000.0,
EBITDA,1077115000.0,757400000.0,689442000.0,610840000.0,
EBIT,946163000.0,651123000.0,590722000.0,528587000.0,
Net Interest Income,105532000.0,17888000.0,-1347000.0,45819000.0,
Interest Expense,92019000.0,47992000.0,52977000.0,43722000.0,
Interest Income,11334000.0,6938000.0,6436000.0,5012000.0,
Normalized Income,1169249980.0,574593459.621542,499053596.6,473126466.8,
Net Income From Continuing And Discontinued Operation,1165321000.0,569873000.0,494892000.0,469900000.0,
Total Expenses,2809090000.0,2477834000.0,2286373000.0,2101487000.0,
Rent Expense Supplemental,9245000.0,6282000.0,4652000.0,3639000.0,
Diluted Average Shares,290023392.0,286496553.0,261356219.0,264644948.0,
Basic Average Shares,289136980.0,285689051.0,259679619.0,263695458.0,
Diluted EPS,4.018073,1.989157,1.893586,1.775635,
Basic EPS,4.03035,1.994729,1.905768,1.781971,
Diluted NI Availto Com Stockholders,1165321000.0,569873000.0,494892000.0,469900000.0,
Net Income Common Stockholders,1165321000.0,569873000.0,494892000.0,469900000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,1165321000.0,569873000.0,494892000.0,469900000.0,
Minority Interests,-13000.0,6000.0,9000.0,-30000.0,
Net Income Including Noncontrolling Interests,1165334000.0,569867000.0,494883000.0,469930000.0,
Net Income Continuous Operations,1165334000.0,569867000.0,494883000.0,469930000.0,
Tax Provision,-311190000.0,33264000.0,42862000.0,14935000.0,
Pretax Income,854144000.0,603131000.0,537745000.0,484865000.0,
Other Non Operating Income Expenses,3149000.0,7871000.0,7405000.0,5706000.0,
Special Income Charges,-5953000.0,-4996000.0,-4522000.0,-3329000.0,
Other Special Charges,5953000.0,4996000.0,4522000.0,3329000.0,
Restructuring And Mergern Acquisition,,,,0.0,-13980000.0
Net Non Operating Interest Income Expense,105532000.0,17888000.0,-1347000.0,45819000.0,
Total Other Finance Cost,-186217000.0,-58942000.0,-45194000.0,-84529000.0,
Interest Expense Non Operating,92019000.0,47992000.0,52977000.0,43722000.0,
Interest Income Non Operating,11334000.0,6938000.0,6436000.0,5012000.0,
Operating Income,751197000.0,570744000.0,531306000.0,435449000.0,
Operating Expense,709827000.0,707647000.0,644728000.0,501989000.0,
Other Operating Expenses,-87120000.0,15783000.0,17601000.0,-19365000.0,
Depreciation And Amortization In Income Statement,19245000.0,17311000.0,16823000.0,16149000.0,
Depreciation Income Statement,19245000.0,17311000.0,16823000.0,16149000.0,
Selling General And Administration,645062000.0,554192000.0,489019000.0,399465000.0,
Selling And Marketing Expense,560719000.0,489293000.0,430925000.0,334007000.0,
General And Administrative Expense,84343000.0,64899000.0,58094000.0,65458000.0,
Rent And Landing Fees,9245000.0,6282000.0,4652000.0,3639000.0,
Gross Profit,1461024000.0,1278391000.0,1176034000.0,937438000.0,
Cost Of Revenue,2099263000.0,1770187000.0,1641645000.0,1599498000.0,
Total Revenue,3560287000.0,3048578000.0,2817679000.0,2536936000.0,
Operating Revenue,3560287000.0,3048578000.0,2817679000.0,2536936000.0,
