,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,496485000.0,391090000.0,173528000.0,404170000.0,98227000.0,
Repurchase Of Capital Stock,0.0,0.0,0.0,0.0,-508000.0,
Repayment Of Debt,-306653000.0,-470759000.0,-207189000.0,-896244000.0,-254318000.0,
Issuance Of Debt,54983000.0,22321000.0,201995000.0,328469000.0,212116000.0,
Capital Expenditure,,-49136000.0,-34306000.0,,,-17037000.0
End Cash Position,309865000.0,241424000.0,284480000.0,193394000.0,326988000.0,
Beginning Cash Position,241424000.0,284480000.0,193394000.0,326988000.0,442823000.0,
Effect Of Exchange Rate Changes,-5503000.0,5189000.0,-1231000.0,6580000.0,-10570000.0,
Changes In Cash,73944000.0,-48245000.0,92317000.0,-140174000.0,-105265000.0,
Financing Cash Flow,-410843000.0,-438444000.0,-81211000.0,-563086000.0,-184750000.0,
Net Other Financing Charges,-54912000.0,9994000.0,-76017000.0,4689000.0,-35494000.0,
Cash Dividends Paid,-104261000.0,0.0,0.0,0.0,-106546000.0,
Net Common Stock Issuance,0.0,0.0,0.0,0.0,-508000.0,
Common Stock Payments,0.0,0.0,0.0,0.0,-508000.0,
Net Issuance Payments Of Debt,-251670000.0,-448438000.0,-5194000.0,-567775000.0,-42202000.0,
Net Long Term Debt Issuance,-251670000.0,-448438000.0,-5194000.0,-567775000.0,-42202000.0,
Long Term Debt Payments,-306653000.0,-470759000.0,-207189000.0,-896244000.0,-254318000.0,
Long Term Debt Issuance,54983000.0,22321000.0,201995000.0,328469000.0,212116000.0,
Investing Cash Flow,-11698000.0,-50027000.0,-34306000.0,-41005000.0,-18742000.0,
Dividends Received Cfi,0.0,0.0,0.0,0.0,0.0,
Net Investment Purchase And Sale,-11594000.0,0.0,0.0,18742000.0,-18742000.0,
Purchase Of Investment,-11594000.0,,,,-18742000.0,
Net Business Purchase And Sale,-104000.0,-891000.0,0.0,0.0,0.0,
Purchase Of Business,-104000.0,-891000.0,0.0,0.0,0.0,
Net PPE Purchase And Sale,,-49136000.0,-34306000.0,,,-17037000.0
Purchase Of PPE,,-49136000.0,-34306000.0,,,-17037000.0
Operating Cash Flow,496485000.0,440226000.0,207834000.0,463917000.0,98227000.0,
Taxes Refund Paid,-1455000.0,-763000.0,-792000.0,-262000.0,-482000.0,
Interest Paid Cfo,-261594000.0,-196950000.0,-236848000.0,-199158000.0,-209878000.0,
Change In Working Capital,84343000.0,-33256000.0,-3890000.0,-100357000.0,-124771000.0,
Change In Other Current Assets,7823000.0,-23681000.0,132192000.0,-10425000.0,-13237000.0,
Change In Payable,8658000.0,22596000.0,-6952000.0,1979000.0,-9550000.0,
Change In Inventory,5604000.0,10541000.0,9117000.0,-2607000.0,-1858000.0,
Change In Receivables,62258000.0,-42712000.0,-138247000.0,-89304000.0,-100126000.0,
Other Non Cash Items,387334000.0,380091000.0,391162000.0,391783000.0,392402000.0,
Stock Based Compensation,159000.0,0.0,0.0,140000.0,0.0,
Provisionand Write Offof Assets,195782000.0,6202000.0,42518000.0,12109000.0,6488000.0,
Deferred Tax,-5377000.0,-12566000.0,-35961000.0,-38802000.0,-31292000.0,
Depreciation And Amortization,221132000.0,223373000.0,218275000.0,200337000.0,175385000.0,
Amortization Cash Flow,12909000.0,,,12149000.0,14856000.0,
Depreciation,208223000.0,165941000.0,245280000.0,188188000.0,160529000.0,
Gain Loss On Investment Securities,29696000.0,24674000.0,18565000.0,65988000.0,17575000.0,
Net Foreign Currency Exchange Gain Loss,-7103000.0,17174000.0,-3667000.0,-15565000.0,-6850000.0,
Net Income From Continuing Operations,-236124000.0,-8948000.0,5737000.0,-2568000.0,3038000.0,
