,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,14805327000.0,16282712000.0,5734890000.0,620180000.0,
Repayment Of Debt,,,-94957000.0,-3071752000.0,
Issuance Of Debt,1849999000.0,0.0,0.0,300201000.0,
Capital Expenditure,-291030000.0,-241465000.0,-320503000.0,-220782000.0,
End Cash Position,3375262000.0,1929927000.0,5665478000.0,3439759000.0,
Beginning Cash Position,1792236000.0,5665478000.0,3439759000.0,6630255000.0,
Effect Of Exchange Rate Changes,-5562000.0,149293000.0,-13681000.0,-12487000.0,
Changes In Cash,1588588000.0,-3884844000.0,2239400000.0,-3178009000.0,
Financing Cash Flow,964147000.0,-511205000.0,-469215000.0,-3128178000.0,
Net Other Financing Charges,-269000.0,-3097000.0,569000.0,3868000.0,
Interest Paid Cff,-731266000.0,-433182000.0,-454957000.0,-345520000.0,
Cash Dividends Paid,-35978000.0,-74926000.0,-14827000.0,-14975000.0,
Common Stock Dividend Paid,-35978000.0,-74926000.0,-14827000.0,-14975000.0,
Net Issuance Payments Of Debt,1849999000.0,0.0,-94957000.0,-2771551000.0,
Net Long Term Debt Issuance,1849999000.0,0.0,-94957000.0,-2771551000.0,
Long Term Debt Payments,,,-94957000.0,-3071752000.0,
Long Term Debt Issuance,1849999000.0,0.0,0.0,300201000.0,
Investing Cash Flow,-14471916000.0,-19897816000.0,-3346778000.0,-890793000.0,
Dividends Received Cfi,132165000.0,80660000.0,94848000.0,37494000.0,
Net Investment Purchase And Sale,-14336988000.0,-19769503000.0,-3138110000.0,-730647000.0,
Sale Of Investment,,12184000.0,3251000.0,35181000.0,9677000.0
Purchase Of Investment,-14336988000.0,-19769503000.0,-3141361000.0,-765828000.0,
Net Intangibles Purchase And Sale,-52186000.0,-64197000.0,-165081000.0,-126116000.0,
Sale Of Intangibles,186000.0,1138000.0,0.0,19000.0,
Purchase Of Intangibles,-52372000.0,-65335000.0,-165081000.0,-126135000.0,
Net PPE Purchase And Sale,-214907000.0,-144776000.0,-138435000.0,-71524000.0,
Sale Of PPE,23751000.0,31354000.0,16987000.0,23123000.0,
Purchase Of PPE,-238658000.0,-176130000.0,-155422000.0,-94647000.0,
Operating Cash Flow,15096357000.0,16524177000.0,6055393000.0,840962000.0,
Taxes Refund Paid,-499218000.0,-378085000.0,-411481000.0,-282587000.0,
Change In Working Capital,11562054000.0,13562259000.0,3458772000.0,-647882000.0,
Change In Other Current Liabilities,1307410000.0,6150106000.0,7259904000.0,3009928000.0,
Change In Other Current Assets,-53100000.0,-81153000.0,143690000.0,13505000.0,
Change In Payable,309665000.0,-64226000.0,197873000.0,76444000.0,
Change In Receivables,70189000.0,186700000.0,25602000.0,-53742000.0,
Other Non Cash Items,61186000.0,585285000.0,428552000.0,-433409000.0,
Provisionand Write Offof Assets,1045031000.0,1262647000.0,1122015000.0,1159804000.0,
Deferred Tax,598427000.0,584881000.0,,,0.0
Depreciation And Amortization,407380000.0,408977000.0,370821000.0,353191000.0,
Amortization Cash Flow,218571000.0,219865000.0,,,
Depreciation,188809000.0,408977000.0,370821000.0,353191000.0,
Net Foreign Currency Exchange Gain Loss,5562000.0,-149293000.0,13681000.0,12487000.0,
Net Income From Continuing Operations,2013381000.0,760953000.0,1177645000.0,760426000.0,
