,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,712566000.0,441924000.0,419720000.0,328603000.0,
Repurchase Of Capital Stock,,0.0,0.0,-12089000.0,-121000.0
Repayment Of Debt,-316811000.0,-431350000.0,-191968000.0,-79538000.0,
Issuance Of Debt,734368000.0,837015000.0,322947000.0,161348000.0,
Issuance Of Capital Stock,633416000.0,0.0,0.0,,
Capital Expenditure,-34480000.0,-37640000.0,-36182000.0,-18763000.0,
End Cash Position,1355394000.0,975224000.0,643630000.0,562264000.0,
Beginning Cash Position,975224000.0,643630000.0,562264000.0,375963000.0,
Changes In Cash,380170000.0,331594000.0,81366000.0,186301000.0,
Financing Cash Flow,-340770000.0,-86263000.0,-205211000.0,-120053000.0,
Net Other Financing Charges,-39405000.0,-8391000.0,-7842000.0,-39774000.0,
Cash Dividends Paid,-1352338000.0,-483537000.0,-328348000.0,-150000000.0,
Net Common Stock Issuance,633416000.0,0.0,0.0,-12089000.0,
Common Stock Payments,,0.0,0.0,-12089000.0,-121000.0
Common Stock Issuance,633416000.0,0.0,0.0,,
Net Issuance Payments Of Debt,417557000.0,405665000.0,130979000.0,81810000.0,
Net Long Term Debt Issuance,417557000.0,405665000.0,130979000.0,81810000.0,
Long Term Debt Payments,-316811000.0,-431350000.0,-191968000.0,-79538000.0,
Long Term Debt Issuance,734368000.0,837015000.0,322947000.0,161348000.0,
Investing Cash Flow,-26106000.0,-61707000.0,-169325000.0,-41012000.0,
Net Investment Purchase And Sale,8374000.0,-90067000.0,-132228000.0,-14864000.0,
Net Investment Properties Purchase And Sale,0.0,66000000.0,-915000.0,-7385000.0,
Net PPE Purchase And Sale,-34480000.0,-37640000.0,-36182000.0,-18763000.0,
Operating Cash Flow,747046000.0,479564000.0,455902000.0,347366000.0,
Taxes Refund Paid,-115255000.0,-79160000.0,-60095000.0,-37496000.0,
Interest Paid Cfo,-139608000.0,-104065000.0,-66642000.0,-42727000.0,
Dividend Received Cfo,,,,2197000.0,4285000.0
Change In Working Capital,-620279000.0,-404330000.0,-189282000.0,-150330000.0,
Change In Other Current Liabilities,7117000.0,9858000.0,4247000.0,1920000.0,
Change In Other Current Assets,156825000.0,75414000.0,54275000.0,68114000.0,
Change In Payable,-487929000.0,-487692000.0,-400949000.0,-144386000.0,
Change In Prepaid Assets,-9056000.0,-3486000.0,-6250000.0,-686000.0,
Change In Inventory,681171000.0,473606000.0,400304000.0,215009000.0,
Change In Receivables,-943204000.0,-449014000.0,-224426000.0,-261521000.0,
Other Non Cash Items,230788000.0,157265000.0,100732000.0,77248000.0,
Provisionand Write Offof Assets,154857000.0,100553000.0,73940000.0,64853000.0,
Deferred Tax,-11191000.0,-3233000.0,4995000.0,7597000.0,
Depreciation And Amortization,34878000.0,31129000.0,25872000.0,23596000.0,
Depreciation,34878000.0,31129000.0,25872000.0,23596000.0,
Gain Loss On Sale Of PPE,0.0,1348000.0,0.0,0.0,
Net Income From Continuing Operations,1220246000.0,788596000.0,568029000.0,405004000.0,
