,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-777824460.0,-20633580.0,-63325340.0,-510449040.0,
Tax Rate For Calcs,0.34,0.34,0.34,0.36,
Normalized EBITDA,2993112000.0,1873873000.0,3105096000.0,6187917000.0,
Total Unusual Items,-2287719000.0,-60687000.0,-186251000.0,-1417914000.0,
Total Unusual Items Excluding Goodwill,-2287719000.0,-60687000.0,-186251000.0,-1417914000.0,
Net Income From Continuing Operation Net Minority Interest,-3078192000.0,-145946000.0,1390926000.0,1615538000.0,
Reconciled Depreciation,1274791000.0,1226067000.0,1061971000.0,902681000.0,
Reconciled Cost Of Revenue,24079521000.0,24209863000.0,25850518000.0,26790835000.0,
EBITDA,705393000.0,1813186000.0,2918845000.0,4770003000.0,
EBIT,-569398000.0,587119000.0,1856874000.0,3867322000.0,
Net Interest Income,-243210000.0,-43302000.0,147905000.0,407652000.0,
Interest Expense,911357000.0,682703000.0,691049000.0,588408000.0,
Interest Income,187857000.0,286996000.0,134052000.0,156372000.0,
Normalized Income,-1568297460.0,-105892580.0,1513851660.0,2523002960.0,
Net Income From Continuing And Discontinued Operation,-3078192000.0,-145946000.0,1390926000.0,1615538000.0,
Total Expenses,25652430000.0,25613090000.0,26935523000.0,28626425000.0,
Total Operating Income As Reported,-1363886000.0,499576000.0,799436000.0,2666421000.0,
Diluted Average Shares,1230942660.0,1230942660.0,1230942660.0,1230737833.0,
Basic Average Shares,1230942660.0,1230942660.0,1230942660.0,1230737833.0,
Diluted EPS,-2.5,-0.12,0.0,1.26,
Basic EPS,-2.5,-0.12,0.0,1.26,
Diluted NI Availto Com Stockholders,-3078192000.0,-145946000.0,1390926000.0,1615538000.0,
Net Income Common Stockholders,-3078192000.0,-145946000.0,1390926000.0,1615538000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-3078192000.0,-145946000.0,1390926000.0,1615538000.0,
Minority Interests,-168158000.0,-149308000.0,-249442000.0,-477351000.0,
Net Income Including Noncontrolling Interests,-2910034000.0,3362000.0,1640368000.0,2092889000.0,
Net Income Continuous Operations,-2910034000.0,3362000.0,1640368000.0,2092889000.0,
Tax Provision,1429279000.0,-98946000.0,-474543000.0,1186025000.0,
Pretax Income,-1480755000.0,-95584000.0,1165825000.0,3278914000.0,
Special Income Charges,-2344901000.0,-62113000.0,-208029000.0,-1504729000.0,
Other Special Charges,130491000.0,65733000.0,211563000.0,107945000.0,
Impairment Of Capital Assets,2214410000.0,-3620000.0,-3534000.0,1396784000.0,
Net Non Operating Interest Income Expense,-243210000.0,-43302000.0,147905000.0,407652000.0,
Total Other Finance Cost,-480290000.0,-352405000.0,-704902000.0,-839688000.0,
Interest Expense Non Operating,911357000.0,682703000.0,691049000.0,588408000.0,
Interest Income Non Operating,187857000.0,286996000.0,134052000.0,156372000.0,
Operating Income,611020000.0,256709000.0,702825000.0,3844085000.0,
Operating Expense,1572909000.0,1403227000.0,1085005000.0,1835590000.0,
Other Operating Expenses,412018000.0,380470000.0,448678000.0,627246000.0,
Depreciation And Amortization In Income Statement,99770000.0,78566000.0,68760000.0,44293000.0,
Depreciation Income Statement,99770000.0,78566000.0,68760000.0,44293000.0,
Research And Development,,15772000.0,34338000.0,29901000.0,28785000.0
Selling General And Administration,799817000.0,642776000.0,769100000.0,861923000.0,
Selling And Marketing Expense,456498000.0,348413000.0,433899000.0,551581000.0,
General And Administrative Expense,343319000.0,294363000.0,335201000.0,310342000.0,
Gross Profit,2183929000.0,1659936000.0,1787830000.0,5679675000.0,
Cost Of Revenue,24079521000.0,24209863000.0,25850518000.0,26790835000.0,
Total Revenue,26263450000.0,25869799000.0,27638348000.0,32470510000.0,
Operating Revenue,26263450000.0,25869799000.0,27638348000.0,32470510000.0,
