,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,100444160.0,-22038800.0,-15310880.0,-14378108.7,
Tax Rate For Calcs,0.34,0.34,0.34,0.1227,
Normalized EBITDA,4024247000.0,2378539000.0,2127867000.0,4288090000.0,
Total Unusual Items,295424000.0,-64820000.0,-45032000.0,-117181000.0,
Total Unusual Items Excluding Goodwill,295424000.0,-64820000.0,-45032000.0,-117181000.0,
Net Income From Continuing Operation Net Minority Interest,-664032000.0,250938000.0,-317689000.0,2674400000.0,
Reconciled Depreciation,1550238000.0,637363000.0,641809000.0,615558000.0,
Reconciled Cost Of Revenue,11026216000.0,6630948000.0,4855825000.0,4372623000.0,
EBITDA,4319671000.0,2313719000.0,2082835000.0,4170909000.0,
EBIT,2769433000.0,1676356000.0,1441026000.0,3555351000.0,
Net Interest Income,-2225689000.0,-654400000.0,-32280000.0,1806489000.0,
Interest Expense,2887247000.0,1145983000.0,605119000.0,502011000.0,
Interest Income,856881000.0,626155000.0,549528000.0,386976000.0,
Normalized Income,-859011840.0,293719200.0,-287967880.0,2777202891.3,
Net Income From Continuing And Discontinued Operation,-664032000.0,250938000.0,-317689000.0,2674400000.0,
Total Expenses,11712743000.0,6974780000.0,5341983000.0,4282333000.0,
Rent Expense Supplemental,45649000.0,20350000.0,17872000.0,15904000.0,
Total Operating Income As Reported,2110777000.0,1127281000.0,1000602000.0,1260406000.0,
Diluted Average Shares,1049647000.0,1052361000.0,1000000000.0,1098675000.0,
Basic Average Shares,1044528000.0,1050378000.0,1000000000.0,1098675000.0,
Diluted EPS,-0.63572,0.23845,-0.3177,2.438,
Basic EPS,-0.63572,0.26519,-0.3177,2.438,
Diluted NI Availto Com Stockholders,-664032000.0,250938000.0,-317689000.0,2674400000.0,
Net Income Common Stockholders,-664032000.0,250938000.0,-317689000.0,2674400000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-664032000.0,250938000.0,-317689000.0,2674400000.0,
Minority Interests,-106157000.0,-20931000.0,0.0,-4214000.0,
Net Income Including Noncontrolling Interests,-557875000.0,271869000.0,-317689000.0,2678614000.0,
Net Income Continuous Operations,-557875000.0,271869000.0,-317689000.0,2678614000.0,
Tax Provision,440061000.0,258504000.0,1153596000.0,374726000.0,
Pretax Income,-117814000.0,530373000.0,835907000.0,3053340000.0,
Special Income Charges,251490000.0,-60699000.0,-49548000.0,-99566000.0,
Other Special Charges,-8795000.0,69365000.0,46620000.0,97069000.0,
Write Off,5507000.0,-8666000.0,2928000.0,2497000.0,
Impairment Of Capital Assets,-248202000.0,,0.0,-230924000.0,
Restructuring And Mergern Acquisition,,,,,0.0
Net Non Operating Interest Income Expense,-2225689000.0,-654400000.0,-32280000.0,1806489000.0,
Total Other Finance Cost,195323000.0,134572000.0,-23311000.0,-1921524000.0,
Interest Expense Non Operating,2887247000.0,1145983000.0,605119000.0,502011000.0,
Interest Income Non Operating,856881000.0,626155000.0,549528000.0,386976000.0,
Operating Income,1464209000.0,1085171000.0,839907000.0,1233373000.0,
Operating Expense,686527000.0,343832000.0,486158000.0,-90290000.0,
Other Operating Expenses,80577000.0,-110233000.0,37774000.0,-460686000.0,
Depreciation And Amortization In Income Statement,35144000.0,25502000.0,55762000.0,54066000.0,
Amortization,,,35466000.0,35466000.0,34959000.0
Depreciation Income Statement,35144000.0,25502000.0,20296000.0,18600000.0,
Selling General And Administration,245836000.0,454065000.0,448384000.0,370396000.0,
General And Administrative Expense,245836000.0,454065000.0,448384000.0,370396000.0,
Rent And Landing Fees,5470000.0,75000.0,3022000.0,5469000.0,
Gross Profit,2150736000.0,1429003000.0,1326065000.0,1143083000.0,
Cost Of Revenue,11026216000.0,6630948000.0,4855825000.0,4372623000.0,
Total Revenue,13176952000.0,8059951000.0,6181890000.0,5515706000.0,
Operating Revenue,13176952000.0,8059951000.0,6181890000.0,5515706000.0,
