,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,12085.258516,6169600.0,-1882240.0,,197689.309069,5673240.0
Tax Rate For Calcs,0.004623,0.4,0.34,,0.018198,0.34
Normalized EBITDA,785164000.0,626994000.0,795564000.0,,755052000.0,-122195000.0
Total Unusual Items,2614000.0,15424000.0,-5536000.0,,10863000.0,16686000.0
Total Unusual Items Excluding Goodwill,2614000.0,15424000.0,-5536000.0,,10863000.0,16686000.0
Net Income From Continuing Operation Net Minority Interest,490015000.0,346218000.0,450872000.0,,427371000.0,-137628000.0
Reconciled Depreciation,85920000.0,83944000.0,81986000.0,,78744000.0,77518000.0
Reconciled Cost Of Revenue,892990000.0,807215000.0,858945000.0,,858851000.0,570643000.0
EBITDA,787778000.0,642418000.0,790028000.0,,765915000.0,-105509000.0
EBIT,701858000.0,558474000.0,708042000.0,,687171000.0,-183027000.0
Net Interest Income,-229264000.0,-291532000.0,-278556000.0,,-261375000.0,-251514000.0
Interest Expense,209567000.0,282337000.0,268835000.0,,253177000.0,238214000.0
Interest Income,13083000.0,14961000.0,12024000.0,,11533000.0,10229000.0
Normalized Income,487413085.258516,336963600.0,454525760.0,,416705689.309069,-148640760.0
Net Income From Continuing And Discontinued Operation,490236000.0,347378000.0,450989000.0,,426689000.0,-139947000.0
Total Expenses,1663203000.0,1511888000.0,1586774000.0,,1510588000.0,1305785000.0
Diluted Average Shares,,640363522.0,640014828.0,639954511.0,644092114.0,638170675.0
Basic Average Shares,,633762680.0,640014828.0,639954511.0,638586727.0,638170675.0
Diluted EPS,,0.54247,0.702771,0.712669,0.662466,-0.219294
Basic EPS,,0.54812,0.702771,0.712669,0.668177,-0.219294
Diluted NI Availto Com Stockholders,490236000.0,347378000.0,450989000.0,,426689000.0,-139947000.0
Net Income Common Stockholders,490236000.0,347378000.0,450989000.0,,426689000.0,-139947000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0
Net Income,490236000.0,347378000.0,450989000.0,,426689000.0,-139947000.0
Minority Interests,0.0,537000.0,1205000.0,,1275000.0,1195000.0
Net Income Including Noncontrolling Interests,490236000.0,346841000.0,449784000.0,,425414000.0,-141142000.0
Net Income Discontinuous Operations,221000.0,1160000.0,117000.0,,-682000.0,-2319000.0
Net Income Continuous Operations,490015000.0,345681000.0,449667000.0,,426096000.0,-138823000.0
Tax Provision,2276000.0,-69544000.0,-10460000.0,,7898000.0,-282418000.0
Pretax Income,492291000.0,276137000.0,439207000.0,,433994000.0,-421241000.0
Net Non Operating Interest Income Expense,-229264000.0,-291532000.0,-278556000.0,,-261375000.0,-251514000.0
Total Other Finance Cost,32780000.0,24156000.0,21745000.0,,19731000.0,23529000.0
Interest Expense Non Operating,209567000.0,282337000.0,268835000.0,,253177000.0,238214000.0
Interest Income Non Operating,13083000.0,14961000.0,12024000.0,,11533000.0,10229000.0
Operating Income,673496000.0,505890000.0,650293000.0,,643349000.0,-224879000.0
Operating Expense,770213000.0,704673000.0,727829000.0,,651737000.0,735142000.0
Other Operating Expenses,,,9635000.0,,,63786000.0
Depreciation And Amortization In Income Statement,55475000.0,53765000.0,51146000.0,,48430000.0,47847000.0
Depreciation Income Statement,55475000.0,53765000.0,51146000.0,,48430000.0,47847000.0
Research And Development,33851000.0,37603000.0,42379000.0,,39453000.0,46289000.0
Selling General And Administration,638045000.0,554495000.0,588274000.0,,537926000.0,567565000.0
Selling And Marketing Expense,612857000.0,532468000.0,564019000.0,,519327000.0,552352000.0
General And Administrative Expense,25188000.0,22027000.0,24255000.0,,18599000.0,15213000.0
Gross Profit,1443709000.0,1210563000.0,1378122000.0,,1295086000.0,510263000.0
Cost Of Revenue,892990000.0,807215000.0,858945000.0,,858851000.0,570643000.0
Total Revenue,2336699000.0,2017778000.0,2237067000.0,,2153937000.0,1080906000.0
Operating Revenue,2336699000.0,2017778000.0,2237067000.0,,2153937000.0,1080906000.0
