,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-218135.817526,-56163.105465,-255729.738077,,-93907.339295,-75944.330179
Tax Rate For Calcs,0.207748,0.049051,0.196262,,0.09372,0.135615
Normalized EBITDA,737240000.0,552029000.0,754779000.0,,481737000.0,441936000.0
Total Unusual Items,-1050000.0,-1145000.0,-1303000.0,,-1002000.0,-560000.0
Total Unusual Items Excluding Goodwill,-1050000.0,-1145000.0,-1303000.0,,-1002000.0,-560000.0
Net Income From Continuing Operation Net Minority Interest,427412000.0,316145000.0,421568000.0,,264367000.0,234044000.0
Reconciled Depreciation,34685000.0,35167000.0,33500000.0,,33553000.0,38863000.0
Reconciled Cost Of Revenue,78601000.0,228288000.0,129156000.0,,163252000.0,85046000.0
EBITDA,736190000.0,550884000.0,753476000.0,,480735000.0,441376000.0
EBIT,701505000.0,515717000.0,719976000.0,,447182000.0,402513000.0
Net Interest Income,-139693000.0,-171347000.0,-173070000.0,,-160294000.0,-124943000.0
Interest Expense,161987000.0,183245000.0,195433000.0,,155451000.0,131702000.0
Interest Income,16614000.0,9663000.0,8562000.0,,5220000.0,7428000.0
Normalized Income,428243864.182474,317233836.894535,422615270.261923,,265275092.660705,234528055.669821
Net Income From Continuing And Discontinued Operation,427412000.0,316145000.0,421568000.0,,264367000.0,234044000.0
Total Expenses,182337000.0,345518000.0,228211000.0,,267506000.0,163924000.0
Rent Expense Supplemental,1597000.0,1588000.0,1706000.0,844000.0,1751000.0,
Total Operating Income As Reported,664504000.0,481312000.0,673600000.0,,426550000.0,361754000.0
Diluted Average Shares,491046588.0,493705247.0,,,488548102.0,492507455.0
Basic Average Shares,491046588.0,490235893.0,,,488548102.0,488989792.0
Diluted EPS,0.0,0.6404,,,0.0,0.4752
Basic EPS,0.0,0.6449,,,0.0,0.4786
Diluted NI Availto Com Stockholders,427412000.0,316077000.0,421568000.0,,264367000.0,233928000.0
Average Dilution Earnings,,-160000.0,,,,-225000.0
Net Income Common Stockholders,427412000.0,316237000.0,421568000.0,,264367000.0,234153000.0
Otherunder Preferred Stock Dividend,0.0,-92000.0,0.0,,0.0,-109000.0
Net Income,427412000.0,316145000.0,421568000.0,,264367000.0,234044000.0
Minority Interests,-22000.0,-19000.0,-27000.0,,-23000.0,-41000.0
Net Income Including Noncontrolling Interests,427434000.0,316164000.0,421595000.0,,264390000.0,234085000.0
Net Income Continuous Operations,427434000.0,316164000.0,421595000.0,,264390000.0,234085000.0
Tax Provision,112084000.0,16308000.0,102948000.0,,27341000.0,36726000.0
Pretax Income,539518000.0,332472000.0,524543000.0,,291731000.0,270811000.0
Net Non Operating Interest Income Expense,-139693000.0,-171347000.0,-173070000.0,,-160294000.0,-124943000.0
Total Other Finance Cost,-5680000.0,-2235000.0,-13801000.0,,10063000.0,669000.0
Interest Expense Non Operating,161987000.0,183245000.0,195433000.0,,155451000.0,131702000.0
Interest Income Non Operating,16614000.0,9663000.0,8562000.0,,5220000.0,7428000.0
Operating Income,664504000.0,481457000.0,673600000.0,,426550000.0,361753000.0
Operating Expense,103736000.0,117230000.0,99055000.0,,104254000.0,78878000.0
Other Operating Expenses,13018000.0,7395000.0,-2424000.0,,5199000.0,3342000.0
Depreciation And Amortization In Income Statement,8274000.0,8144000.0,7569000.0,,6768000.0,6567000.0
Depreciation Income Statement,8274000.0,8144000.0,7569000.0,,6768000.0,6567000.0
Selling General And Administration,19269000.0,49086000.0,37265000.0,30748000.0,36955000.0,
Selling And Marketing Expense,5914000.0,3968000.0,6319000.0,,5896000.0,5372000.0
General And Administrative Expense,13355000.0,45118000.0,30946000.0,25844000.0,31059000.0,
Rent And Landing Fees,1597000.0,1588000.0,1706000.0,844000.0,1751000.0,
Gross Profit,768240000.0,598687000.0,772655000.0,,530804000.0,440631000.0
Cost Of Revenue,78601000.0,228288000.0,129156000.0,,163252000.0,85046000.0
Total Revenue,846841000.0,826975000.0,901811000.0,,694056000.0,525677000.0
Operating Revenue,846841000.0,826975000.0,901811000.0,,694056000.0,525677000.0
