,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-523553000.0,1598524000.0,226367000.0,-1127265000.0,
Repurchase Of Capital Stock,-223621000.0,0.0,,0.0,-154258000.0
Repayment Of Debt,-1565999000.0,-6408195000.0,-6772777000.0,-1150642000.0,
Issuance Of Debt,3132233000.0,3428258000.0,7104095000.0,6539686000.0,
Issuance Of Capital Stock,,3151119000.0,0.0,4200000000.0,0.0
Capital Expenditure,-5659139000.0,-2557110000.0,-2563815000.0,-2395355000.0,
End Cash Position,2148312000.0,3194255000.0,2342061000.0,1291295000.0,
Beginning Cash Position,3194255000.0,2342061000.0,1291295000.0,992290000.0,
Changes In Cash,-1045943000.0,852194000.0,1050766000.0,299005000.0,
Financing Cash Flow,-1103690000.0,101762000.0,-9416000.0,8120248000.0,
Net Other Financing Charges,-34957000.0,2352471000.0,2145191000.0,12283000.0,
Interest Paid Cff,-1557872000.0,-1682300000.0,-1858670000.0,-952076000.0,
Net Common Stock Issuance,-223621000.0,3151119000.0,0.0,4200000000.0,
Common Stock Payments,-223621000.0,0.0,,0.0,-154258000.0
Common Stock Issuance,,3151119000.0,0.0,4200000000.0,0.0
Net Issuance Payments Of Debt,1566234000.0,-2979937000.0,331318000.0,5389044000.0,
Net Short Term Debt Issuance,0.0,0.0,,,
Short Term Debt Payments,0.0,0.0,,,
Short Term Debt Issuance,0.0,0.0,,,
Net Long Term Debt Issuance,1566234000.0,-2979937000.0,331318000.0,5389044000.0,
Long Term Debt Payments,-1565999000.0,-6408195000.0,-6772777000.0,-1150642000.0,
Long Term Debt Issuance,3132233000.0,3428258000.0,7104095000.0,6539686000.0,
Investing Cash Flow,-5077839000.0,-3405202000.0,-1730000000.0,-9089333000.0,
Interest Received Cfi,0.0,0.0,0.0,0.0,
Net Investment Purchase And Sale,581300000.0,82798000.0,794684000.0,-1044948000.0,
Sale Of Investment,703670000.0,82798000.0,794684000.0,,
Purchase Of Investment,-122370000.0,0.0,0.0,-1044948000.0,
Net Business Purchase And Sale,0.0,-930890000.0,39131000.0,-5649030000.0,
Sale Of Business,0.0,2016000.0,39131000.0,0.0,
Purchase Of Business,0.0,-932906000.0,0.0,-5649030000.0,
Net PPE Purchase And Sale,-5659139000.0,-2557110000.0,-2563815000.0,-2395355000.0,
Purchase Of PPE,-5659139000.0,-2557110000.0,-2563815000.0,-2395355000.0,
Operating Cash Flow,5135586000.0,4155634000.0,2790182000.0,1268090000.0,
Taxes Refund Paid,-261061000.0,-287982000.0,-217083000.0,-75184000.0,
Dividend Received Cfo,,0.0,0.0,0.0,0.0
Change In Working Capital,-252559000.0,-473157000.0,-691783000.0,-398741000.0,
Change In Other Current Assets,-61663000.0,11838000.0,10765000.0,806000.0,
Change In Payable,-11107000.0,-467988000.0,-417712000.0,-573557000.0,
Change In Prepaid Assets,-71277000.0,-80204000.0,-114738000.0,63122000.0,
Change In Inventory,2128000.0,205216000.0,-78409000.0,-102181000.0,
Change In Receivables,-217929000.0,-181161000.0,-161955000.0,162851000.0,
Other Non Cash Items,993227000.0,3073578000.0,1542867000.0,414336000.0,
Provisionand Write Offof Assets,-4939000.0,-2442000.0,-2019000.0,-28696000.0,
Deferred Tax,,0.0,-55557000.0,-19934000.0,0.0
Depreciation And Amortization,2793602000.0,1689631000.0,1611748000.0,838522000.0,
Depreciation,2793602000.0,1689631000.0,1611748000.0,838522000.0,
Gain Loss On Investment Securities,,-8579000.0,321524000.0,,-30867000.0
Net Foreign Currency Exchange Gain Loss,-527907000.0,925932000.0,,,
Net Income From Continuing Operations,2431980000.0,-1349778000.0,281557000.0,516793000.0,
