,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,604667000.0,450192000.0,710763000.0,441309000.0,
Repayment Of Debt,-323932000.0,-405130000.0,-250063000.0,-143028000.0,
Issuance Of Debt,943045000.0,389210000.0,680924000.0,292720000.0,
Issuance Of Capital Stock,,0.0,192553000.0,0.0,
Capital Expenditure,-153115000.0,-117826000.0,-79604000.0,-96704000.0,
End Cash Position,635305000.0,291793000.0,200328000.0,427406000.0,
Beginning Cash Position,291793000.0,200328000.0,427406000.0,361089000.0,
Effect Of Exchange Rate Changes,-6292000.0,9779000.0,-47380000.0,-18762000.0,
Changes In Cash,349804000.0,81686000.0,-179698000.0,85079000.0,
Financing Cash Flow,187302000.0,-400133000.0,-750111000.0,-411466000.0,
Net Other Financing Charges,,,1000.0,,2205000.0
Interest Paid Cff,-41382000.0,-47769000.0,-12178000.0,-6632000.0,
Cash Dividends Paid,-366906000.0,-318290000.0,-1344601000.0,-543741000.0,
Net Common Stock Issuance,,0.0,192553000.0,0.0,
Common Stock Issuance,,0.0,192553000.0,0.0,
Net Issuance Payments Of Debt,619113000.0,-15920000.0,430861000.0,149692000.0,
Net Long Term Debt Issuance,619113000.0,-15920000.0,430861000.0,149692000.0,
Long Term Debt Payments,-323932000.0,-405130000.0,-250063000.0,-143028000.0,
Long Term Debt Issuance,943045000.0,389210000.0,680924000.0,292720000.0,
Investing Cash Flow,-595280000.0,-86199000.0,-219954000.0,-41468000.0,
Dividends Received Cfi,11361000.0,71000.0,0.0,0.0,
Net Investment Purchase And Sale,32335000.0,120247000.0,-186585000.0,0.0,
Sale Of Investment,103393000.0,197754000.0,48892000.0,0.0,
Purchase Of Investment,-71058000.0,-77507000.0,-235477000.0,0.0,
Net Business Purchase And Sale,-510699000.0,-102643000.0,0.0,0.0,
Sale Of Business,0.0,147053000.0,0.0,,
Purchase Of Business,-510699000.0,-249696000.0,0.0,0.0,
Net Intangibles Purchase And Sale,-559000.0,-559000.0,-1521000.0,-423000.0,
Purchase Of Intangibles,-559000.0,-559000.0,-1521000.0,-423000.0,
Net PPE Purchase And Sale,-152222000.0,-117138000.0,-75827000.0,-95893000.0,
Sale Of PPE,334000.0,129000.0,2256000.0,388000.0,
Purchase Of PPE,-152556000.0,-117267000.0,-78083000.0,-96281000.0,
Operating Cash Flow,757782000.0,568018000.0,790367000.0,538013000.0,
Taxes Refund Paid,-238664000.0,-174235000.0,-172471000.0,-155232000.0,
Change In Working Capital,-53568000.0,-402860000.0,100379000.0,-78436000.0,
Change In Other Current Liabilities,-170806000.0,-108614000.0,-129413000.0,-34990000.0,
Change In Other Current Assets,-3678000.0,-52813000.0,-5161000.0,5506000.0,
Change In Payable,64672000.0,41624000.0,15171000.0,57030000.0,
Change In Inventory,-889000.0,-213842000.0,31930000.0,-34244000.0,
Change In Receivables,57133000.0,-69215000.0,187852000.0,-71738000.0,
Other Non Cash Items,63627000.0,197843000.0,-251251000.0,-98115000.0,
Provisionand Write Offof Assets,81275000.0,110758000.0,92868000.0,109692000.0,
Deferred Tax,-24986000.0,33413000.0,-15424000.0,-48792000.0,
Depreciation And Amortization,127500000.0,104725000.0,101581000.0,95880000.0,
Depreciation,127500000.0,104725000.0,101581000.0,95880000.0,
Gain Loss On Investment Securities,22301000.0,2561000.0,-1141000.0,1629000.0,
Net Foreign Currency Exchange Gain Loss,,,-70876000.0,-95015000.0,-44080000.0
Gain Loss On Sale Of PPE,-192000.0,191000.0,-1497000.0,672000.0,
Net Income From Continuing Operations,791785000.0,699163000.0,937921000.0,711881000.0,
