,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,26118864.0,-29548200.0,34096524.376623,-51623208.0,
Tax Rate For Calcs,0.279,0.37,0.296461,0.182,
Normalized EBITDA,7711952000.0,6673625000.0,6243665000.0,4784020000.0,
Total Unusual Items,93616000.0,-79860000.0,115012000.0,-283644000.0,
Total Unusual Items Excluding Goodwill,93616000.0,-79860000.0,115012000.0,-283644000.0,
Net Income From Continuing Operation Net Minority Interest,2660165000.0,2362740000.0,2439795000.0,1498981000.0,
Reconciled Depreciation,1586163000.0,1212733000.0,1154794000.0,1027323000.0,
Reconciled Cost Of Revenue,133010699000.0,123811893000.0,116730469000.0,136276257000.0,
EBITDA,7805568000.0,6593765000.0,6358677000.0,4500376000.0,
EBIT,6219405000.0,5381032000.0,5203883000.0,3473053000.0,
Net Interest Income,-978641000.0,-671616000.0,-900785000.0,-1011566000.0,
Interest Expense,2407496000.0,1369515000.0,1625188000.0,1593328000.0,
Interest Income,1536992000.0,745483000.0,778426000.0,551995000.0,
Normalized Income,2592667864.0,2413051800.0,2358879524.376623,1731001792.0,
Net Income From Continuing And Discontinued Operation,2453853000.0,2362740000.0,2439795000.0,1800839000.0,
Total Expenses,137516607000.0,128608738000.0,121696141000.0,140471954000.0,
Rent Expense Supplemental,,,,,116744000.0
Total Operating Income As Reported,5045768000.0,5073126000.0,4565917000.0,3336752000.0,
Diluted Average Shares,1095126000.0,1117595000.0,1104942000.0,1098692000.0,
Basic Average Shares,1071727000.0,1102130000.0,1095469000.0,1091990000.0,
Diluted EPS,2.2407,2.1141,2.2081,1.6391,
Basic EPS,2.2896,2.1438,2.2272,1.6491,
Diluted NI Availto Com Stockholders,2453853000.0,2362740000.0,2439795000.0,1800839000.0,
Net Income Common Stockholders,2453853000.0,2362740000.0,2439795000.0,1800839000.0,
Net Income,2453853000.0,2362740000.0,2439795000.0,1800839000.0,
Minority Interests,-88055000.0,-163160000.0,-77958000.0,-39230000.0,
Net Income Including Noncontrolling Interests,2541908000.0,2525900000.0,2517753000.0,1840069000.0,
Net Income Discontinuous Operations,-206312000.0,0.0,0.0,301858000.0,
Net Income Continuous Operations,2748220000.0,2525900000.0,2517753000.0,1538211000.0,
Tax Provision,1063689000.0,1485617000.0,1060942000.0,341514000.0,
Pretax Income,3811909000.0,4011517000.0,3578695000.0,1879725000.0,
Other Income Expense,-62383000.0,-207042000.0,126920000.0,-271463000.0,
Other Non Operating Income Expenses,,,,,26026000.0
Special Income Charges,189064000.0,169344000.0,121935000.0,169289000.0,
Gain On Sale Of Ppe,99570000.0,171837000.0,121935000.0,169289000.0,
Other Special Charges,,,,,-6630000.0
Restructuring And Mergern Acquisition,-89494000.0,2493000.0,0.0,0.0,
Earnings From Equity Interest,-155999000.0,-127182000.0,11908000.0,12181000.0,
Gain On Sale Of Security,-95448000.0,-249204000.0,-6923000.0,-452933000.0,
Net Non Operating Interest Income Expense,-978641000.0,-671616000.0,-900785000.0,-1011566000.0,
Total Other Finance Cost,108137000.0,47584000.0,54023000.0,-29767000.0,
Interest Expense Non Operating,2407496000.0,1369515000.0,1625188000.0,1593328000.0,
Interest Income Non Operating,1536992000.0,745483000.0,778426000.0,551995000.0,
Operating Income,4852933000.0,4890175000.0,4352560000.0,3162754000.0,
Operating Expense,4505908000.0,4796845000.0,4965672000.0,4195697000.0,
Other Operating Expenses,-261399000.0,425206000.0,694287000.0,519231000.0,
Other Taxes,,,,,-189767000.0
Provision For Doubtful Accounts,,,,,-3123000.0
Selling General And Administration,4767307000.0,4371639000.0,4271385000.0,3676466000.0,
Selling And Marketing Expense,2517894000.0,2499547000.0,2253226000.0,2141985000.0,
General And Administrative Expense,2249413000.0,1872092000.0,2018159000.0,1534481000.0,
Other Gand A,2249413000.0,1872092000.0,2018159000.0,1534481000.0,
Rent And Landing Fees,,,,,116744000.0
Gross Profit,9358841000.0,9687020000.0,9318232000.0,7358451000.0,
Cost Of Revenue,133010699000.0,123811893000.0,116730469000.0,136276257000.0,
Total Revenue,142369540000.0,133498913000.0,126048701000.0,143634708000.0,
Excise Taxes,3563047000.0,3881010000.0,,,
Operating Revenue,142369540000.0,133498913000.0,126048701000.0,143634708000.0,
