,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,350730000.0,1086895000.0,951029000.0,518712000.0,
Repayment Of Debt,-1311991000.0,-1833710000.0,-1192576000.0,-1914972000.0,
Issuance Of Debt,1614820000.0,134862000.0,401553000.0,2179680000.0,
Issuance Of Capital Stock,8427000.0,0.0,,,
Capital Expenditure,-571832000.0,-419006000.0,-376966000.0,-588828000.0,
End Cash Position,1415443000.0,1158206000.0,1285983000.0,2044149000.0,
Beginning Cash Position,1158206000.0,1285983000.0,2044149000.0,1725775000.0,
Changes In Cash,257237000.0,-127777000.0,-758166000.0,318374000.0,
Financing Cash Flow,-1190000000.0,-2095162000.0,-1140858000.0,-256646000.0,
Net Other Financing Charges,1000.0,-12000.0,-60136000.0,-211201000.0,
Interest Paid Cff,,,,-201401000.0,-173624000.0
Cash Dividends Paid,-1129030000.0,-59785000.0,,,
Common Stock Dividend Paid,-1129030000.0,-59785000.0,0.0,,
Net Common Stock Issuance,8427000.0,0.0,,,
Common Stock Issuance,8427000.0,0.0,,,
Net Issuance Payments Of Debt,302829000.0,-1698848000.0,-791023000.0,264708000.0,
Net Long Term Debt Issuance,302829000.0,-1698848000.0,-791023000.0,264708000.0,
Long Term Debt Payments,-1311991000.0,-1833710000.0,-1192576000.0,-1914972000.0,
Long Term Debt Issuance,1614820000.0,134862000.0,401553000.0,2179680000.0,
Investing Cash Flow,524675000.0,461484000.0,-945303000.0,-532520000.0,
Net Investment Purchase And Sale,-519072000.0,880079000.0,-683807000.0,32370000.0,
Sale Of Investment,2022740000.0,2381855000.0,3704842000.0,32370000.0,
Purchase Of Investment,-2541812000.0,-1501776000.0,-4388649000.0,0.0,
Net Investment Properties Purchase And Sale,1585824000.0,-3659000.0,-10269000.0,-8000.0,
Sale Of Investment Properties,1587723000.0,0.0,,,
Purchase Of Investment Properties,-1899000.0,-3659000.0,-10269000.0,-8000.0,
Net Intangibles Purchase And Sale,-322746000.0,-253461000.0,-242685000.0,-313773000.0,
Purchase Of Intangibles,-322746000.0,-253461000.0,-242685000.0,-313773000.0,
Net PPE Purchase And Sale,-219331000.0,-161475000.0,-8542000.0,-251109000.0,
Sale Of PPE,29755000.0,4070000.0,125739000.0,23946000.0,
Purchase Of PPE,-249086000.0,-165545000.0,-134281000.0,-275055000.0,
Operating Cash Flow,922562000.0,1505901000.0,1327995000.0,1107540000.0,
Taxes Refund Paid,-131314000.0,-105713000.0,-33248000.0,-151308000.0,
Interest Paid Cfo,-319041000.0,-203266000.0,-374889000.0,-279485000.0,
Dividend Received Cfo,0.0,0.0,0.0,0.0,
Change In Working Capital,-1410552000.0,-519623000.0,-410275000.0,-140601000.0,
Change In Other Current Liabilities,30111000.0,331103000.0,-460596000.0,561187000.0,
Change In Other Current Assets,-72466000.0,-11263000.0,123132000.0,-38265000.0,
Change In Accrued Expense,52525000.0,59091000.0,94175000.0,-27525000.0,
Change In Payable,-37798000.0,282515000.0,-68926000.0,126263000.0,
Change In Inventory,-205172000.0,-192321000.0,53885000.0,-89428000.0,
Change In Receivables,-1177752000.0,-988748000.0,-151945000.0,-672833000.0,
Other Non Cash Items,622914000.0,449597000.0,578580000.0,592944000.0,
Stock Based Compensation,7190000.0,5297000.0,-2949000.0,13931000.0,
Provisionand Write Offof Assets,887384000.0,787579000.0,1038933000.0,683142000.0,
Deferred Tax,-2268000.0,-11855000.0,-16272000.0,-16167000.0,
Depreciation And Amortization,762148000.0,692195000.0,624362000.0,599406000.0,
Depreciation,762148000.0,692195000.0,624362000.0,599406000.0,
Pension And Employee Benefit Expense,87312000.0,68630000.0,13435000.0,-98519000.0,
Gain Loss On Investment Securities,-1426960000.0,-970000.0,-924000.0,-385000.0,
Gain Loss On Sale Of PPE,-17116000.0,2380000.0,-54960000.0,-49699000.0,
Net Income From Continuing Operations,1878987000.0,361945000.0,-21214000.0,-44149000.0,
