,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-43317200.0,14197411.232446,-2509764400.0,54859000.0,166175000.0,,
Tax Rate For Calcs,0.4,0.142777,0.34,0.34,0.34,,
Normalized EBITDA,4657923000.0,6325976000.0,8932517000.0,-2117972000.0,404866000.0,,
Total Unusual Items,-108293000.0,99438000.0,-7381660000.0,161350000.0,488750000.0,,
Total Unusual Items Excluding Goodwill,-108293000.0,99438000.0,-7381660000.0,161350000.0,488750000.0,,
Net Income From Continuing Operation Net Minority Interest,1190083000.0,2629666000.0,13685591000.0,-5449628000.0,-1324449000.0,,
Reconciled Depreciation,1232728000.0,1252602000.0,1177694000.0,1155625000.0,1131369000.0,,
Reconciled Cost Of Revenue,5667646000.0,5133227000.0,-11808106000.0,5920366000.0,5315534000.0,,
EBITDA,4549630000.0,6425414000.0,1550857000.0,-1956622000.0,893616000.0,,
EBIT,3316902000.0,5172812000.0,373163000.0,-3112247000.0,-237753000.0,,
Net Interest Income,-3351520000.0,-3153884000.0,-2739819000.0,-2654157000.0,-2964269000.0,,
Interest Expense,2148371000.0,2103988000.0,-584970000.0,2109683000.0,2189720000.0,,
Interest Income,,149000.0,-333000.0,37892000.0,-13366000.0,36798000.0,
Normalized Income,1255058800.0,2544425411.232446,18557486600.0,-5556119000.0,-1647024000.0,,
Net Income From Continuing And Discontinued Operation,1190083000.0,2629666000.0,13685591000.0,-5449628000.0,-1324449000.0,,
Total Expenses,7132573000.0,7252614000.0,-3922453000.0,18425009000.0,5696522000.0,,
Total Operating Income As Reported,4319503000.0,5531531000.0,3150739000.0,-3958971000.0,196687000.0,,
Diluted Average Shares,,2858332609.0,,,,2206493750.0,
Basic Average Shares,,2858332609.0,,,,2206493750.0,
Diluted EPS,,0.92,,,,-0.16,
Basic EPS,,0.92,,,,-0.16,
Diluted NI Availto Com Stockholders,1190083000.0,2629666000.0,13685591000.0,-5449628000.0,-1324449000.0,,
Net Income Common Stockholders,1190083000.0,2629666000.0,13685591000.0,-5449628000.0,-1324449000.0,,
Net Income,1190083000.0,2629666000.0,13685591000.0,-5449628000.0,-1324449000.0,,
Minority Interests,-680000.0,-1002000.0,-905000.0,-1511000.0,656000.0,,
Net Income Including Noncontrolling Interests,1190763000.0,2630668000.0,13686496000.0,-5448117000.0,-1325105000.0,,
Net Income Discontinuous Operations,0.0,0.0,0.0,0.0,0.0,,
Net Income Continuous Operations,1190763000.0,2630668000.0,13686496000.0,-5448117000.0,-1325105000.0,,
Tax Provision,-22232000.0,438156000.0,-12728363000.0,226187000.0,-1102368000.0,,
Pretax Income,1168531000.0,3068824000.0,958133000.0,-5221930000.0,-2427473000.0,,
Other Income Expense,464323000.0,763736000.0,-10890460000.0,5854733000.0,-3965636000.0,,
Other Non Operating Income Expenses,,,-3856245000.0,4428469000.0,-4328179000.0,133325000.0,89448000.0
Earnings From Equity Interest,372969000.0,664298000.0,347445000.0,1264914000.0,-126207000.0,,
Gain On Sale Of Security,-108293000.0,99438000.0,505724000.0,161350000.0,488750000.0,,
Net Non Operating Interest Income Expense,-3351520000.0,-3153884000.0,-2739819000.0,-2654157000.0,-2964269000.0,,
Total Other Finance Cost,1203000000.0,1050045000.0,3324456000.0,582366000.0,761183000.0,,
Interest Expense Non Operating,2148371000.0,2103988000.0,-584970000.0,2109683000.0,2189720000.0,,
Interest Income Non Operating,,149000.0,-333000.0,37892000.0,-13366000.0,36798000.0,
Operating Income,4055728000.0,5458972000.0,14588410000.0,-8422506000.0,4502432000.0,,
Operating Expense,1464927000.0,2119387000.0,7885653000.0,12504643000.0,380988000.0,,
Other Operating Expenses,1400799000.0,2046828000.0,-372033000.0,12426141000.0,301700000.0,,
Other Taxes,64128000.0,72559000.0,72341000.0,78502000.0,79288000.0,,
Gross Profit,5520655000.0,7578359000.0,22474063000.0,4082137000.0,4883420000.0,,
Cost Of Revenue,5667646000.0,5133227000.0,-11808106000.0,5920366000.0,5315534000.0,,
Total Revenue,11188301000.0,12711586000.0,10665957000.0,10002503000.0,10198954000.0,,
Operating Revenue,11188301000.0,12711586000.0,17247874000.0,10002503000.0,10198954000.0,,
