,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-13435200.0,228480.0,0.0,0.0,-13343300.0,
Tax Rate For Calcs,0.4,0.34,0.125295,0.227299,0.34,
Normalized EBITDA,215188000.0,66656000.0,433856000.0,316160000.0,262736000.0,
Total Unusual Items,-33588000.0,672000.0,,,-39245000.0,-80885000.0
Total Unusual Items Excluding Goodwill,-33588000.0,672000.0,,,-39245000.0,-80885000.0
Net Income From Continuing Operation Net Minority Interest,-34172000.0,-192073000.0,118422000.0,97181000.0,12224000.0,
Reconciled Depreciation,91794000.0,91864000.0,89484000.0,92912000.0,97673000.0,
Reconciled Cost Of Revenue,327816000.0,350260000.0,351547000.0,338112000.0,293116000.0,
EBITDA,181600000.0,67328000.0,433856000.0,316160000.0,223491000.0,
EBIT,89806000.0,-24536000.0,344372000.0,223248000.0,125818000.0,
Net Interest Income,-99400000.0,-71455000.0,-105322000.0,-105164000.0,-91391000.0,
Interest Expense,106717000.0,96444000.0,208987000.0,,73648000.0,87092000.0
Interest Income,18044000.0,37387000.0,103665000.0,,5671000.0,12228000.0
Normalized Income,-14019200.0,-192516520.0,118422000.0,97181000.0,38125700.0,
Net Income From Continuing And Discontinued Operation,-34172000.0,-361378000.0,116322000.0,80975000.0,-1588000.0,
Total Expenses,346042000.0,507754000.0,432826000.0,399187000.0,348756000.0,
Total Operating Income As Reported,99121000.0,,,,132848000.0,
Diluted Average Shares,1360382000.0,,1360382000.0,1160382000.0,759475410.0,
Basic Average Shares,1360382000.0,,1360382000.0,1160382000.0,759475410.0,
Diluted EPS,-0.0251,,0.0855,0.0698,0.0305,
Basic EPS,-0.0251,,0.0855,0.0698,0.0305,
Diluted NI Availto Com Stockholders,-34172000.0,-361378000.0,116322000.0,80975000.0,-1588000.0,
Net Income Common Stockholders,-34172000.0,-361378000.0,116322000.0,80975000.0,-1588000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,-34172000.0,-361378000.0,116322000.0,80975000.0,-1588000.0,
Net Income Including Noncontrolling Interests,-34172000.0,-361378000.0,116322000.0,80975000.0,-1588000.0,
Net Income Discontinuous Operations,0.0,-169305000.0,-2100000.0,-16206000.0,-13812000.0,
Net Income Continuous Operations,-34172000.0,-192073000.0,118422000.0,97181000.0,12224000.0,
Tax Provision,17261000.0,71093000.0,16963000.0,28587000.0,39946000.0,
Pretax Income,-16911000.0,-120980000.0,135385000.0,125768000.0,52170000.0,
Other Non Operating Income Expenses,,,5875000.0,-4756000.0,,
Special Income Charges,,,,,992000.0,
Write Off,,,,,-992000.0,
Net Non Operating Interest Income Expense,-99400000.0,-71455000.0,-105322000.0,-105164000.0,-91391000.0,
Total Other Finance Cost,10727000.0,12398000.0,,,23414000.0,5755000.0
Interest Expense Non Operating,106717000.0,96444000.0,208987000.0,,73648000.0,87092000.0
Interest Income Non Operating,18044000.0,37387000.0,103665000.0,,5671000.0,12228000.0
Operating Income,99121000.0,-21595000.0,218075000.0,223248000.0,132848000.0,
Operating Expense,18226000.0,157494000.0,81279000.0,61075000.0,55640000.0,
Other Operating Expenses,-26469000.0,60941000.0,-1412000.0,1079000.0,-6284000.0,
Selling General And Administration,44695000.0,96553000.0,82691000.0,59996000.0,61924000.0,
General And Administrative Expense,44695000.0,96553000.0,82691000.0,59996000.0,61924000.0,
Gross Profit,117347000.0,135899000.0,299354000.0,284323000.0,188488000.0,
Cost Of Revenue,327816000.0,350260000.0,351547000.0,338112000.0,293116000.0,
Total Revenue,445163000.0,486159000.0,650901000.0,622435000.0,481604000.0,
Operating Revenue,445163000.0,486159000.0,650901000.0,622435000.0,481604000.0,
