,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,400067.227701,88576.0,771692.35669,-3440760.0,-540936.555813,,
Tax Rate For Calcs,0.071568,0.256,0.219231,0.265,0.186981,,
Normalized EBITDA,1202580000.0,872444000.0,921883000.0,1096457000.0,704066000.0,,
Total Unusual Items,5590000.0,346000.0,3520000.0,-12984000.0,-2893000.0,,
Total Unusual Items Excluding Goodwill,5590000.0,346000.0,3520000.0,-12984000.0,-2893000.0,,
Net Income From Continuing Operation Net Minority Interest,416626000.0,198067000.0,282525000.0,,144867000.0,298777000.0,
Reconciled Depreciation,51589000.0,56114000.0,51460000.0,,45418000.0,41263000.0,
Reconciled Cost Of Revenue,573656000.0,460362000.0,385200000.0,,326528000.0,334776000.0,
EBITDA,1208170000.0,872790000.0,925403000.0,,701173000.0,1043717000.0,
EBIT,1156581000.0,816676000.0,873943000.0,,655755000.0,1002454000.0,
Net Interest Income,-387041000.0,-374418000.0,-324259000.0,,-318594000.0,-393430000.0,
Interest Expense,389189000.0,362803000.0,321329000.0,,306645000.0,385917000.0,
Interest Income,294000.0,,-714000.0,,423000.0,,265000.0
Normalized Income,411436067.227701,197809576.0,279776692.35669,498933240.0,147219063.444187,,
Net Income From Continuing And Discontinued Operation,416626000.0,198067000.0,282525000.0,,144867000.0,298777000.0,
Total Expenses,651728000.0,524633000.0,442718000.0,,412182000.0,382004000.0,
Diluted NI Availto Com Stockholders,416626000.0,198067000.0,282525000.0,,144867000.0,298777000.0,
Net Income Common Stockholders,416626000.0,198067000.0,282525000.0,,144867000.0,298777000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0,
Net Income,416626000.0,198067000.0,282525000.0,,144867000.0,298777000.0,
Minority Interests,-295845000.0,-139779000.0,-148939000.0,,-138966000.0,-186523000.0,
Net Income Including Noncontrolling Interests,712471000.0,337846000.0,431464000.0,,283833000.0,485300000.0,
Net Income Continuous Operations,712471000.0,337846000.0,431464000.0,,283833000.0,485300000.0,
Tax Provision,54921000.0,116027000.0,121150000.0,,65277000.0,131237000.0,
Pretax Income,767392000.0,453873000.0,552614000.0,,349110000.0,616537000.0,
Special Income Charges,,0.0,,,,0.0,
Net Non Operating Interest Income Expense,-387041000.0,-374418000.0,-324259000.0,,-318594000.0,-393430000.0,
Total Other Finance Cost,-1854000.0,11615000.0,2216000.0,,12372000.0,7513000.0,
Interest Expense Non Operating,389189000.0,362803000.0,321329000.0,,306645000.0,385917000.0,
Interest Income Non Operating,294000.0,,-714000.0,,423000.0,,265000.0
Operating Income,975557000.0,731002000.0,720941000.0,,634958000.0,841727000.0,
Operating Expense,78072000.0,64271000.0,57518000.0,,85654000.0,47228000.0,
Other Operating Expenses,693000.0,632000.0,639000.0,,27948000.0,9584000.0,
Depreciation And Amortization In Income Statement,0.0,,,,4536000.0,9584000.0,
Depreciation Income Statement,0.0,,,,4536000.0,9584000.0,
Selling General And Administration,78546000.0,65196000.0,59027000.0,,55623000.0,38806000.0,
General And Administrative Expense,78546000.0,65196000.0,59027000.0,,55623000.0,38806000.0,
Gross Profit,1053629000.0,795273000.0,778459000.0,,720612000.0,888955000.0,
Cost Of Revenue,573656000.0,460362000.0,385200000.0,,326528000.0,334776000.0,
Total Revenue,1627285000.0,1255635000.0,1163659000.0,,1047140000.0,1223731000.0,
Operating Revenue,1627285000.0,1255635000.0,1163659000.0,,1047140000.0,1223731000.0,
