,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,187115.871858,99692420.0,12009140.0,67139460.0,
Tax Rate For Calcs,0.097052,0.34,0.34,0.34,
Normalized EBITDA,-432689000.0,-188903000.0,-27447000.0,-149303000.0,
Total Unusual Items,1928000.0,293213000.0,35321000.0,197469000.0,
Total Unusual Items Excluding Goodwill,1928000.0,293213000.0,35321000.0,197469000.0,
Net Income From Continuing Operation Net Minority Interest,-544542000.0,-40577000.0,-193165000.0,-83156000.0,
Reconciled Depreciation,15498000.0,13979000.0,21609000.0,34697000.0,
Reconciled Cost Of Revenue,818719000.0,1066679000.0,1149986000.0,982930000.0,
EBITDA,-430761000.0,104310000.0,7874000.0,48166000.0,
EBIT,-446311000.0,90331000.0,-13735000.0,13469000.0,
Net Interest Income,-219570000.0,-147569000.0,-163262000.0,-127573000.0,
Interest Expense,156769000.0,95046000.0,133617000.0,74684000.0,
Interest Income,119000.0,10825000.0,3830000.0,2461000.0,
Normalized Income,-546282884.128142,-234097580.0,-216476860.0,-213485540.0,
Net Income From Continuing And Discontinued Operation,-544542000.0,-40577000.0,-195310000.0,-83174000.0,
Total Expenses,963159000.0,1224663000.0,1324628000.0,1187671000.0,
Rent Expense Supplemental,1221000.0,2257000.0,2188000.0,5327000.0,
Diluted Average Shares,12454000.0,4911000.0,3712341.0,2286398.0,
Basic Average Shares,8021000.0,4647000.0,3712341.0,2286398.0,
Diluted EPS,-67.89,-8.26,-52.611007,-36.377744,
Basic EPS,-67.89,-8.26,-52.611007,-36.377744,
Diluted NI Availto Com Stockholders,-544542000.0,-40577000.0,-195310000.0,-83174000.0,
Net Income Common Stockholders,-544542000.0,-40577000.0,-195310000.0,-83174000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-544542000.0,-40577000.0,-195310000.0,-83174000.0,
Minority Interests,8000.0,146000.0,159000.0,18000.0,
Net Income Including Noncontrolling Interests,-544550000.0,-40723000.0,-195469000.0,-83192000.0,
Net Income Discontinuous Operations,,0.0,-2145000.0,-18000.0,
Net Income Continuous Operations,-544550000.0,-40723000.0,-193324000.0,-83174000.0,
Tax Provision,-58530000.0,36008000.0,45972000.0,21959000.0,
Pretax Income,-603080000.0,-4715000.0,-147352000.0,-61215000.0,
Other Income Expense,,,,,250813000.0
Other Non Operating Income Expenses,-59637000.0,-13800000.0,87057000.0,-67355000.0,
Special Income Charges,-18755000.0,100598000.0,-17620000.0,,114966000.0
Gain On Sale Of Business,,,,,0.0
Other Special Charges,-24955000.0,-100598000.0,17620000.0,,60474000.0
Write Off,43710000.0,0.0,,,
Restructuring And Mergern Acquisition,,,,,-175440000.0
Earnings From Equity Interest,,,,,36189000.0
Gain On Sale Of Security,,,,,60310000.0
Net Non Operating Interest Income Expense,-219570000.0,-147569000.0,-163262000.0,-127573000.0,
Total Other Finance Cost,62920000.0,63348000.0,33475000.0,55350000.0,
Interest Expense Non Operating,156769000.0,95046000.0,133617000.0,74684000.0,
Interest Income Non Operating,119000.0,10825000.0,3830000.0,2461000.0,
Operating Income,-343467000.0,-212311000.0,-221096000.0,-51674000.0,
Operating Expense,144440000.0,157984000.0,174642000.0,204741000.0,
Other Operating Expenses,29016000.0,,,,
Depreciation Amortization Depletion Income Statement,,,,,20886000.0
Depreciation And Amortization In Income Statement,15550000.0,13979000.0,21609000.0,31670000.0,
Depreciation Income Statement,15550000.0,13979000.0,21609000.0,31670000.0,
Selling General And Administration,56803000.0,89914000.0,91691000.0,109702000.0,
Selling And Marketing Expense,20221000.0,33915000.0,39076000.0,55397000.0,
General And Administrative Expense,36582000.0,55999000.0,52615000.0,54305000.0,
Other Gand A,,,,,43475000.0
Rent And Landing Fees,1221000.0,2257000.0,2188000.0,5327000.0,
Salaries And Wages,,,,,66239000.0
Gross Profit,-199027000.0,-54327000.0,-46454000.0,153067000.0,
Cost Of Revenue,818719000.0,1066679000.0,1149986000.0,982930000.0,
Total Revenue,619692000.0,1012352000.0,1103532000.0,1135997000.0,
Excise Taxes,,,,,35752000.0
Operating Revenue,619692000.0,1012352000.0,1103532000.0,1135997000.0,
