,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,505087000.0,449153000.0,319305000.0,623195000.0,
Repurchase Of Capital Stock,-15307000.0,-69153000.0,0.0,-170090000.0,
Issuance Of Capital Stock,,,0.0,52000.0,1188000.0
Capital Expenditure,-84967000.0,-92549000.0,-95253000.0,-71386000.0,
End Cash Position,19948000.0,16531000.0,14391000.0,15837000.0,
Beginning Cash Position,16531000.0,14391000.0,15837000.0,16422000.0,
Changes In Cash,3417000.0,2140000.0,-1446000.0,-585000.0,
Financing Cash Flow,-685777000.0,-618885000.0,-182891000.0,-339815000.0,
Cash Dividends Paid,-662132000.0,-542758000.0,-182891000.0,-169777000.0,
Common Stock Dividend Paid,-662132000.0,-542758000.0,-182891000.0,-169777000.0,
Net Common Stock Issuance,-15307000.0,-69153000.0,0.0,-170038000.0,
Common Stock Payments,-15307000.0,-69153000.0,0.0,-170090000.0,
Common Stock Issuance,,,0.0,52000.0,1188000.0
Investing Cash Flow,99140000.0,79323000.0,-233113000.0,-355351000.0,
Net Other Investing Changes,1231000.0,214697000.0,,-8396000.0,-5551000.0
Dividends Received Cfi,6050000.0,6325000.0,8500000.0,5169000.0,
Net Investment Purchase And Sale,176740000.0,165378000.0,-146360000.0,-289134000.0,
Sale Of Investment,176740000.0,200372000.0,,,
Purchase Of Investment,0.0,-34994000.0,-146360000.0,-289134000.0,
Net Intangibles Purchase And Sale,-78719000.0,-81997000.0,-87658000.0,-62990000.0,
Purchase Of Intangibles,-78719000.0,-81997000.0,-87658000.0,-62990000.0,
Net PPE Purchase And Sale,-6162000.0,-10383000.0,-7595000.0,-8396000.0,
Sale Of PPE,86000.0,169000.0,0.0,,
Purchase Of PPE,-6248000.0,-10552000.0,-7595000.0,-8396000.0,
Operating Cash Flow,590054000.0,541702000.0,414558000.0,694581000.0,
Taxes Refund Paid,-218319000.0,-219584000.0,-213356000.0,-168537000.0,
Interest Paid Cfo,-1117000.0,-1758000.0,,,
Change In Working Capital,29279000.0,49623000.0,-111412000.0,240673000.0,
Change In Other Current Liabilities,-30875000.0,-13502000.0,-17737000.0,-34096000.0,
Change In Other Current Assets,66894000.0,13229000.0,-36263000.0,284325000.0,
Change In Payable,21308000.0,20059000.0,-5552000.0,-3348000.0,
Change In Prepaid Assets,,,,286000.0,1603000.0
Change In Inventory,30000.0,1367000.0,3344000.0,-346000.0,
Change In Receivables,-28078000.0,28470000.0,-55204000.0,-5862000.0,
Other Non Cash Items,-5977000.0,7108000.0,-33019000.0,19664000.0,
Provisionand Write Offof Assets,-1448000.0,6367000.0,896000.0,47951000.0,
Deferred Tax,241429000.0,0.0,0.0,151045000.0,
Depreciation And Amortization,310277000.0,280395000.0,262028000.0,37023000.0,
Depreciation,310277000.0,280395000.0,262028000.0,37023000.0,
Gain Loss On Investment Securities,-99257000.0,-113245000.0,1981000.0,6642000.0,
Net Foreign Currency Exchange Gain Loss,,,-39862000.0,7318000.0,2850000.0
Net Income From Continuing Operations,582537000.0,539133000.0,511590000.0,366249000.0,
