,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,14827758000.0,15105784000.0,15262376000.0,2368711000.0,
Repurchase Of Capital Stock,,,,0.0,-1050151000.0
Repayment Of Debt,-1685441000.0,-2568146000.0,-4715000.0,-383261000.0,
Issuance Of Debt,1997491000.0,300194000.0,0.0,400000000.0,
Issuance Of Capital Stock,0.0,1250000000.0,0.0,0.0,
Capital Expenditure,-891615000.0,-729547000.0,-640845000.0,-695411000.0,
End Cash Position,1575837000.0,1827197000.0,2593346000.0,2420045000.0,
Beginning Cash Position,1827197000.0,2593346000.0,2420045000.0,2566218000.0,
Changes In Cash,-251360000.0,-766149000.0,173301000.0,-146173000.0,
Financing Cash Flow,-14969917000.0,-15310874000.0,-15581520000.0,-2166737000.0,
Net Other Financing Charges,-13469289000.0,-12337301000.0,-13992744000.0,-658319000.0,
Interest Paid Cff,-1127036000.0,-1453482000.0,-1071311000.0,-938005000.0,
Cash Dividends Paid,-225000000.0,,,-99966000.0,-146133000.0
Common Stock Dividend Paid,-225000000.0,0.0,0.0,-99966000.0,
Net Common Stock Issuance,0.0,1250000000.0,0.0,0.0,
Common Stock Payments,,,,0.0,-1050151000.0
Common Stock Issuance,0.0,1250000000.0,0.0,0.0,
Net Issuance Payments Of Debt,312050000.0,-2267952000.0,-4715000.0,16739000.0,
Net Long Term Debt Issuance,312050000.0,-2267952000.0,-4715000.0,16739000.0,
Long Term Debt Payments,-1685441000.0,-2568146000.0,-4715000.0,-383261000.0,
Long Term Debt Issuance,1997491000.0,300194000.0,0.0,400000000.0,
Investing Cash Flow,-1000816000.0,-1290606000.0,-148400000.0,-1043558000.0,
Net Business Purchase And Sale,-109201000.0,-561059000.0,-362155000.0,-620147000.0,
Sale Of Business,,0.0,166793000.0,0.0,
Purchase Of Business,-109201000.0,-561059000.0,-528948000.0,-620147000.0,
Net Intangibles Purchase And Sale,-560928000.0,-462947000.0,381980000.0,-158282000.0,
Sale Of Intangibles,,0.0,854600000.0,272000000.0,0.0
Purchase Of Intangibles,-560928000.0,-462947000.0,-472620000.0,-430282000.0,
Net PPE Purchase And Sale,-330687000.0,-266600000.0,-168225000.0,-265129000.0,
Purchase Of PPE,-330687000.0,-266600000.0,-168225000.0,-265129000.0,
Operating Cash Flow,15719373000.0,15835331000.0,15903221000.0,3064122000.0,
Taxes Refund Paid,-26506000.0,-44752000.0,-38864000.0,-59826000.0,
Dividend Received Cfo,91950000.0,42550000.0,67011000.0,70498000.0,
Change In Working Capital,13057027000.0,12701440000.0,15110201000.0,1326940000.0,
Change In Other Current Liabilities,-283247000.0,-124512000.0,212506000.0,133746000.0,
Change In Other Current Assets,-381801000.0,299648000.0,-632797000.0,936947000.0,
Change In Accrued Expense,-56637000.0,156705000.0,-18629000.0,50320000.0,
Change In Payable,14839062000.0,13439271000.0,13614240000.0,296995000.0,
Change In Inventory,33318000.0,-333806000.0,230501000.0,1152038000.0,
Change In Receivables,-1093668000.0,-735866000.0,1704380000.0,-1243106000.0,
Other Non Cash Items,1019528000.0,804980000.0,1188156000.0,1137467000.0,
Stock Based Compensation,20295000.0,23207000.0,68323000.0,116677000.0,
Provisionand Write Offof Assets,966282000.0,748121000.0,16978000.0,512658000.0,
Deferred Tax,-787039000.0,-39868000.0,-550546000.0,-703717000.0,
Depreciation And Amortization,1284787000.0,1333288000.0,1242690000.0,1163624000.0,
Amortization Cash Flow,477620000.0,479755000.0,389193000.0,309070000.0,
Depreciation,807167000.0,853533000.0,1242690000.0,854554000.0,
Gain Loss On Investment Securities,4238000.0,-32667000.0,-40491000.0,-37657000.0,
Gain Loss On Sale Of PPE,11476000.0,-1229000.0,-200143000.0,695000.0,
Net Income From Continuing Operations,204603000.0,448717000.0,-979104000.0,-498975000.0,
