,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-149850.0,-5163580.0,0.0,0.0,,
Tax Rate For Calcs,0.363114,0.37,0.34,0.111163,0.34,,
Normalized EBITDA,147540000.0,141047000.0,126475000.0,146822000.0,137731000.0,,
Total Unusual Items,,-405000.0,-15187000.0,,,35910000.0,12841000.0
Total Unusual Items Excluding Goodwill,,-405000.0,-15187000.0,,,35910000.0,12841000.0
Net Income From Continuing Operation Net Minority Interest,36100000.0,55916000.0,84825000.0,48968000.0,54054000.0,,
Reconciled Depreciation,30876000.0,27419000.0,31353000.0,32003000.0,29461000.0,,
Reconciled Cost Of Revenue,334518000.0,273966000.0,343346000.0,360297000.0,331907000.0,,
EBITDA,147540000.0,140642000.0,111288000.0,146822000.0,137731000.0,,
EBIT,116664000.0,113223000.0,79935000.0,114819000.0,108270000.0,,
Net Interest Income,-16820000.0,-31837000.0,-20609000.0,-7636000.0,-23170000.0,,
Interest Expense,57710000.0,25437000.0,22812000.0,56535000.0,75728000.0,,
Interest Income,40890000.0,,,48899000.0,52558000.0,,
Normalized Income,36100000.0,56171150.0,94848420.0,48968000.0,54054000.0,,
Net Income From Continuing And Discontinued Operation,36100000.0,55916000.0,84825000.0,48968000.0,54054000.0,,
Total Expenses,430075000.0,331243000.0,438982000.0,474621000.0,434336000.0,,
Diluted Average Shares,78367524.0,78343000.0,78400000.0,78626824.0,78740823.0,,
Basic Average Shares,78367524.0,78343000.0,78400000.0,78626824.0,78740823.0,,
Diluted EPS,0.46065,0.71373,1.1,0.62279,0.68648,,
Basic EPS,0.46065,0.71373,1.1,0.62279,0.68648,,
Diluted NI Availto Com Stockholders,36100000.0,55916000.0,84825000.0,48968000.0,54054000.0,,
Net Income Common Stockholders,36100000.0,55916000.0,84825000.0,48968000.0,54054000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,36100000.0,55916000.0,84825000.0,48968000.0,54054000.0,,
Minority Interests,-1447000.0,237000.0,-3617000.0,-2837000.0,-826000.0,,
Net Income Including Noncontrolling Interests,37547000.0,55679000.0,88442000.0,51805000.0,54880000.0,,
Net Income Continuous Operations,37547000.0,55679000.0,88442000.0,51805000.0,54880000.0,,
Tax Provision,21407000.0,32107000.0,-31319000.0,6479000.0,-22338000.0,,
Pretax Income,58954000.0,87786000.0,57123000.0,58284000.0,32542000.0,,
Special Income Charges,,-11216000.0,-34495000.0,,,24781000.0,-8676000.0
Other Special Charges,,9771000.0,21659000.0,,,-25702000.0,-187000.0
Write Off,,,0.0,,,0.0,0.0
Restructuring And Mergern Acquisition,,1445000.0,12836000.0,,,921000.0,8863000.0
Net Non Operating Interest Income Expense,-16820000.0,-31837000.0,-20609000.0,-7636000.0,-23170000.0,,
Total Other Finance Cost,,6400000.0,-10799000.0,,,9061000.0,1977000.0
Interest Expense Non Operating,57710000.0,25437000.0,22812000.0,56535000.0,75728000.0,,
Interest Income Non Operating,40890000.0,,,48899000.0,52558000.0,,
Operating Income,75578000.0,115737000.0,92410000.0,65779000.0,55763000.0,,
Operating Expense,95557000.0,57277000.0,95636000.0,114324000.0,102429000.0,,
Other Operating Expenses,7643000.0,-24309000.0,-3139000.0,21730000.0,7861000.0,,
Depreciation And Amortization In Income Statement,,1041000.0,1105000.0,,,2144000.0,3815000.0
Amortization,,1041000.0,1105000.0,,,2144000.0,3815000.0
Depreciation Income Statement,,0.0,0.0,,,0.0,0.0
Selling General And Administration,87914000.0,84222000.0,96698000.0,92594000.0,94568000.0,,
Selling And Marketing Expense,55228000.0,49671000.0,52926000.0,58522000.0,51241000.0,,
General And Administrative Expense,32686000.0,34551000.0,43772000.0,34072000.0,43327000.0,,
Gross Profit,171135000.0,173014000.0,188046000.0,180103000.0,158192000.0,,
Cost Of Revenue,334518000.0,273966000.0,343346000.0,360297000.0,331907000.0,,
Total Revenue,505653000.0,446980000.0,531392000.0,540400000.0,490099000.0,,
Operating Revenue,505653000.0,446980000.0,531392000.0,540400000.0,490099000.0,,
