,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,209200.0,2125968.185507,785649.953358,0.0,,
Tax Rate For Calcs,0.283449,0.4,0.132319,,0.314455,0.34,
Normalized EBITDA,553511000.0,260885000.0,575166000.0,386909000.0,620644000.0,,
Total Unusual Items,,523000.0,16067000.0,7862000.0,-31288000.0,10094000.0,
Total Unusual Items Excluding Goodwill,,523000.0,16067000.0,7862000.0,-31288000.0,10094000.0,
Net Income From Continuing Operation Net Minority Interest,177931000.0,1664000.0,313232000.0,,200313000.0,4074000.0,
Reconciled Depreciation,187809000.0,188160000.0,184983000.0,,177451000.0,177861000.0,
Reconciled Cost Of Revenue,871864000.0,718369000.0,1083901000.0,,891586000.0,740084000.0,
EBITDA,553511000.0,261408000.0,591233000.0,,620644000.0,287317000.0,
EBIT,365702000.0,73248000.0,406250000.0,,443193000.0,109456000.0,
Net Interest Income,-76731000.0,-82322000.0,-182349000.0,,-83484000.0,-100435000.0,
Interest Expense,117386000.0,81617000.0,45251000.0,,150999000.0,112852000.0,
Interest Income,40655000.0,18432000.0,25147000.0,,67515000.0,31220000.0,
Normalized Income,177931000.0,1350200.0,299290968.185507,62393649.953358,200313000.0,,
Net Income From Continuing And Discontinued Operation,177931000.0,1664000.0,313232000.0,,200313000.0,4074000.0,
Total Expenses,1760254000.0,1548490000.0,1978904000.0,1691220000.0,1679193000.0,,
Rent Expense Supplemental,,107602000.0,109460000.0,,,96344000.0,101370000.0
Diluted Average Shares,304051606.0,302821001.0,302914334.0,,309890161.0,300457142.0,
Basic Average Shares,299900556.0,302821001.0,302914334.0,,302907909.0,300457142.0,
Diluted EPS,0.5852,0.0054,1.033956,,0.6464,0.0134,
Basic EPS,0.5933,0.0055,1.033956,,0.6613,0.0136,
Diluted NI Availto Com Stockholders,177931000.0,1664000.0,313232000.0,,200313000.0,4074000.0,
Net Income Common Stockholders,177931000.0,1664000.0,313232000.0,,200313000.0,4074000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0,
Net Income,177931000.0,1664000.0,313232000.0,,200313000.0,4074000.0,
Minority Interests,0.0,1000.0,0.0,,1000.0,2000.0,
Net Income Including Noncontrolling Interests,177931000.0,1663000.0,313232000.0,,200312000.0,4072000.0,
Net Income Continuous Operations,177931000.0,1663000.0,313232000.0,,200312000.0,4072000.0,
Tax Provision,70385000.0,-10032000.0,47767000.0,,91882000.0,-7468000.0,
Pretax Income,248316000.0,-8369000.0,360999000.0,,292194000.0,-3396000.0,
Special Income Charges,,523000.0,42521000.0,,-40153000.0,10094000.0,84896000.0
Other Special Charges,,,-44156000.0,,,,
Write Off,,-1140000.0,1635000.0,,40153000.0,-5860000.0,10121000.0
Impairment Of Capital Assets,,617000.0,,,,-4234000.0,
Net Non Operating Interest Income Expense,-76731000.0,-82322000.0,-182349000.0,,-83484000.0,-100435000.0,
Total Other Finance Cost,,19137000.0,162245000.0,,,18803000.0,25521000.0
Interest Expense Non Operating,117386000.0,81617000.0,45251000.0,,150999000.0,112852000.0,
Interest Income Non Operating,40655000.0,18432000.0,25147000.0,,67515000.0,31220000.0,
Operating Income,322097000.0,71072000.0,492648000.0,149641000.0,379270000.0,,
Operating Expense,888390000.0,830121000.0,895003000.0,856289000.0,787607000.0,,
Other Operating Expenses,-26261000.0,29817000.0,-40599000.0,25997000.0,-100639000.0,,
Depreciation And Amortization In Income Statement,,179692000.0,176470000.0,,,169805000.0,167440000.0
Depreciation Income Statement,,179692000.0,176470000.0,,,169805000.0,167440000.0
Selling General And Administration,914651000.0,339381000.0,436339000.0,,888246000.0,317314000.0,
Selling And Marketing Expense,676576000.0,264446000.0,342186000.0,,636834000.0,255826000.0,
General And Administrative Expense,238075000.0,74935000.0,94153000.0,,251412000.0,61488000.0,
Rent And Landing Fees,,107602000.0,109460000.0,,,96344000.0,101370000.0
Gross Profit,1210487000.0,901193000.0,1387651000.0,,1166877000.0,871998000.0,
Cost Of Revenue,871864000.0,718369000.0,1083901000.0,,891586000.0,740084000.0,
Total Revenue,2082351000.0,1619562000.0,2471552000.0,,2058463000.0,1612082000.0,
Operating Revenue,2082351000.0,1619562000.0,2471552000.0,,2058463000.0,1612082000.0,
