,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,4071357000.0,9048590000.0,3528873000.0,9678371000.0
Repurchase Of Capital Stock,-3007551000.0,-3835494000.0,-2149985000.0,-3746161000.0
Repayment Of Debt,-2573905000.0,-6748560000.0,-364424000.0,-6419543000.0
Issuance Of Debt,4568470000.0,5055240000.0,2795855000.0,3258545000.0
Capital Expenditure,-287273000.0,-248735000.0,-231573000.0,-214535000.0
End Cash Position,351405000.0,317709000.0,278337000.0,362242000.0
Beginning Cash Position,317709000.0,278337000.0,362242000.0,297712000.0
Effect Of Exchange Rate Changes,-6746000.0,28688000.0,-1838000.0,-5422000.0
Changes In Cash,40442000.0,10684000.0,-82067000.0,69952000.0
Financing Cash Flow,-3991436000.0,-8996122000.0,-3009699000.0,-9558764000.0
Net Other Financing Charges,-27625000.0,-22202000.0,-41720000.0,-33416000.0
Interest Paid Cff,-2940103000.0,-3432978000.0,-3236804000.0,-2610466000.0
Net Common Stock Issuance,-3007551000.0,-3835494000.0,-2149985000.0,-3746161000.0
Common Stock Payments,-3007551000.0,-3835494000.0,-2149985000.0,-3746161000.0
Net Issuance Payments Of Debt,1994565000.0,-1693320000.0,2431431000.0,-3160998000.0
Net Long Term Debt Issuance,1994565000.0,-1693320000.0,2431431000.0,-3160998000.0
Long Term Debt Payments,-2573905000.0,-6748560000.0,-364424000.0,-6419543000.0
Long Term Debt Issuance,4568470000.0,5055240000.0,2795855000.0,3258545000.0
Investing Cash Flow,-326752000.0,-290519000.0,-832814000.0,-264190000.0
Net Other Investing Changes,1600000.0,,,
Dividends Received Cfi,851000.0,0.0,15635000.0,0.0
Net Investment Purchase And Sale,0.0,-37124000.0,32452000.0,-39595000.0
Net Investment Properties Purchase And Sale,1933000.0,0.0,,
Sale Of Investment Properties,1933000.0,0.0,,
Net Business Purchase And Sale,-44442000.0,-7500000.0,-650749000.0,-22052000.0
Sale Of Business,90000.0,0.0,61000.0,0.0
Purchase Of Business,-44532000.0,-7500000.0,-650810000.0,-22052000.0
Net Intangibles Purchase And Sale,-142031000.0,-151623000.0,-157096000.0,-77746000.0
Purchase Of Intangibles,-142031000.0,-151623000.0,-157096000.0,-77746000.0
Net PPE Purchase And Sale,-144663000.0,-94272000.0,-73056000.0,-124797000.0
Sale Of PPE,579000.0,2840000.0,1421000.0,11992000.0
Purchase Of PPE,-145242000.0,-97112000.0,-74477000.0,-136789000.0
Operating Cash Flow,4358630000.0,9297325000.0,3760446000.0,9892906000.0
Taxes Refund Paid,-1539746000.0,-1435345000.0,-1177142000.0,-1287303000.0
Change In Working Capital,-2049506000.0,3966688000.0,-1414363000.0,4089387000.0
Change In Other Current Liabilities,-535733000.0,406017000.0,-1395978000.0,-1540568000.0
Change In Other Current Assets,-2664620000.0,2647016000.0,-510663000.0,4474475000.0
Change In Accrued Expense,69365000.0,19037000.0,-14003000.0,110621000.0
Change In Payable,1435836000.0,59038000.0,1165308000.0,134574000.0
Change In Prepaid Assets,-410039000.0,1206853000.0,-312738000.0,1003774000.0
Change In Receivables,85690000.0,-349371000.0,-336238000.0,-63152000.0
Other Non Cash Items,1755479000.0,1235905000.0,1243068000.0,1406469000.0
Stock Based Compensation,98484000.0,99701000.0,87860000.0,84312000.0
Provisionand Write Offof Assets,76977000.0,66501000.0,64928000.0,87349000.0
Deferred Tax,1132185000.0,-97150000.0,58108000.0,295531000.0
Depreciation And Amortization,387023000.0,571749000.0,1090035000.0,1056304000.0
Amortization Cash Flow,258573000.0,443086000.0,,
Depreciation,128450000.0,128663000.0,1090035000.0,1056304000.0
Gain Loss On Investment Securities,-3728000.0,72478000.0,8840000.0,-5761000.0
Net Foreign Currency Exchange Gain Loss,-79780000.0,167928000.0,-327988000.0,-54420000.0
Net Income From Continuing Operations,4586872000.0,4576691000.0,4132512000.0,4226598000.0
