,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,5379391731.6562,-8118564540.0,2184701088.715055,2037381691.302717,
Tax Rate For Calcs,0.34165,0.34,0.216191,0.183584,
Normalized EBITDA,22110050000.0,24895960000.0,19291228000.0,29077772000.0,
Total Unusual Items,15745308000.0,-23878131000.0,10105424000.0,11097843000.0,
Total Unusual Items Excluding Goodwill,15745308000.0,-23878131000.0,10105424000.0,11097843000.0,
Net Income From Continuing Operation Net Minority Interest,13408189000.0,-7074198000.0,14084848000.0,23381617000.0,
Reconciled Depreciation,11297258000.0,9223995000.0,7321110000.0,7438091000.0,
Reconciled Cost Of Revenue,23679042000.0,19266511000.0,18358201000.0,18384477000.0,
EBITDA,37855358000.0,1017829000.0,29396652000.0,40175615000.0,
EBIT,26558100000.0,-8206166000.0,22075542000.0,32737524000.0,
Net Interest Income,-5007069000.0,-3804469000.0,-2833513000.0,-3623360000.0,
Interest Expense,6146926000.0,4904887000.0,4078326000.0,4081943000.0,
Interest Income,1584056000.0,1598111000.0,1668408000.0,818780000.0,
Normalized Income,3042272731.6562,8685368460.0,6164125088.715055,14321155691.302717,
Net Income From Continuing And Discontinued Operation,13408189000.0,-7074198000.0,14084848000.0,23381617000.0,
Total Expenses,40033532000.0,32817890000.0,29010891000.0,28936380000.0,
Total Operating Income As Reported,10649009000.0,15691092000.0,12216288000.0,22222781000.0,
Diluted Average Shares,1239714000.0,1264801000.0,1297680000.0,1330538000.0,
Basic Average Shares,1236702000.0,1264801000.0,1297193000.0,1330221000.0,
Diluted EPS,10.81555,-5.59313,10.85387,17.57305,
Basic EPS,10.84189,-5.59313,10.85794,17.57724,
Diluted NI Availto Com Stockholders,13408189000.0,-7074198000.0,14084848000.0,23381617000.0,
Net Income Common Stockholders,13408189000.0,-7074198000.0,14084848000.0,23381617000.0,
Net Income,13408189000.0,-7074198000.0,14084848000.0,23381617000.0,
Minority Interests,-29498000.0,-29492000.0,-21533000.0,-13270000.0,
Net Income Including Noncontrolling Interests,13437687000.0,-7044706000.0,14106381000.0,23394887000.0,
Net Income Continuous Operations,13437687000.0,-7044706000.0,14106381000.0,23394887000.0,
Tax Provision,6973487000.0,-6066347000.0,3890835000.0,5260694000.0,
Pretax Income,20411174000.0,-13111053000.0,17997216000.0,28655581000.0,
Other Income Expense,15336096000.0,-23891976000.0,10086045000.0,11384375000.0,
Other Non Operating Income Expenses,,2188000.0,3971000.0,2164000.0,3321000.0
Special Income Charges,866014000.0,1119545000.0,1490983000.0,1041683000.0,
Gain On Sale Of Ppe,-386396000.0,-163033000.0,-331285000.0,-509000.0,
Other Special Charges,264048000.0,148952000.0,167563000.0,157567000.0,
Impairment Of Capital Assets,-1516458000.0,-1431530000.0,-1989831000.0,-1199759000.0,
Restructuring And Mergern Acquisition,,,,,-9110000.0
Earnings From Equity Interest,-409212000.0,-13845000.0,-19379000.0,284368000.0,
Gain On Sale Of Security,14879294000.0,-24997676000.0,8614441000.0,10056160000.0,
Net Non Operating Interest Income Expense,-5007069000.0,-3804469000.0,-2833513000.0,-3623360000.0,
Total Other Finance Cost,444199000.0,497693000.0,423595000.0,360197000.0,
Interest Expense Non Operating,6146926000.0,4904887000.0,4078326000.0,4081943000.0,
Interest Income Non Operating,1584056000.0,1598111000.0,1668408000.0,818780000.0,
Operating Income,10082147000.0,14585392000.0,10744684000.0,20894566000.0,
Operating Expense,6144028000.0,5416363000.0,3934216000.0,4115092000.0,
Other Operating Expenses,55261000.0,-132206000.0,-117221000.0,-25759000.0,
Other Taxes,,,,1324000.0,-441880000.0
Depreciation Amortization Depletion Income Statement,1086796000.0,1088979000.0,602636000.0,1001280000.0,
Depletion Income Statement,-14127000.0,-9822000.0,-468168000.0,-52110000.0,
Depreciation And Amortization In Income Statement,1100923000.0,1098801000.0,1070804000.0,1053390000.0,
Amortization,,,,,5187000.0
Amortization Of Intangibles Income Statement,,,,,5187000.0
Depreciation Income Statement,,,,,1048228000.0
Selling General And Administration,5001971000.0,4459590000.0,3448801000.0,3139571000.0,
Selling And Marketing Expense,1965544000.0,1653168000.0,1362671000.0,1286887000.0,
General And Administrative Expense,3036427000.0,2806422000.0,2086130000.0,1852684000.0,
Other Gand A,940790000.0,814401000.0,631919000.0,568270000.0,
Salaries And Wages,2095637000.0,1992021000.0,1454211000.0,1284414000.0,
Gross Profit,16226175000.0,20001755000.0,14678900000.0,25009658000.0,
Cost Of Revenue,33889504000.0,27401527000.0,25076675000.0,24821288000.0,
Total Revenue,50115679000.0,47403282000.0,39755575000.0,49830946000.0,
Excise Taxes,2309904000.0,2442587000.0,2163463000.0,2168667000.0,
Operating Revenue,60463610000.0,57017142000.0,47601020000.0,59550424000.0,
