,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,6779000.0,513353000.0,85159000.0,-595382000.0,
Repayment Of Debt,-988736000.0,-1159197000.0,-943121000.0,-453051000.0,
Issuance Of Debt,833169000.0,1197903000.0,1018418000.0,950336000.0,
Capital Expenditure,-23960000.0,-13543000.0,-13355000.0,-24413000.0,
End Cash Position,110290000.0,226566000.0,128866000.0,153144000.0,
Beginning Cash Position,226566000.0,128866000.0,153144000.0,136313000.0,
Changes In Cash,-116276000.0,97700000.0,-24278000.0,16831000.0,
Financing Cash Flow,-163238000.0,219072000.0,148600000.0,688117000.0,
Net Other Financing Charges,11074000.0,192443000.0,85428000.0,214812000.0,
Cash Dividends Paid,-18745000.0,-12077000.0,-12125000.0,-23980000.0,
Common Stock Dividend Paid,-18745000.0,-12077000.0,-12125000.0,-23980000.0,
Net Issuance Payments Of Debt,-155567000.0,38706000.0,75297000.0,497285000.0,
Net Long Term Debt Issuance,-155567000.0,38706000.0,75297000.0,497285000.0,
Long Term Debt Payments,-988736000.0,-1159197000.0,-943121000.0,-453051000.0,
Long Term Debt Issuance,833169000.0,1197903000.0,1018418000.0,950336000.0,
Investing Cash Flow,16223000.0,-648268000.0,-271392000.0,-100317000.0,
Net Other Investing Changes,-35027000.0,44782000.0,-236342000.0,,
Net Investment Purchase And Sale,71884000.0,-89352000.0,4200000.0,-20788000.0,
Sale Of Investment,,,33262000.0,23148000.0,93956000.0
Purchase Of Investment,,,-29062000.0,-43936000.0,-70473000.0
Net Investment Properties Purchase And Sale,3326000.0,-590155000.0,-25895000.0,0.0,
Purchase Of Investment Properties,,,-25895000.0,0.0,-83172000.0
Net PPE Purchase And Sale,-23960000.0,-13543000.0,-13355000.0,-24413000.0,
Purchase Of PPE,,,-13355000.0,-24413000.0,-43253000.0
Operating Cash Flow,30739000.0,526896000.0,98514000.0,-570969000.0,
Taxes Refund Paid,-28208000.0,-26536000.0,-25372000.0,-16804000.0,
Interest Paid Cfo,-254071000.0,-228228000.0,-249720000.0,-190169000.0,
Change In Working Capital,-173064000.0,229524000.0,-263485000.0,-695664000.0,
Change In Other Current Liabilities,,,,,541000.0
Change In Other Current Assets,-45787000.0,-436902000.0,228131000.0,-35141000.0,
Change In Payable,-119495000.0,137639000.0,-20145000.0,-176328000.0,
Change In Inventory,-237957000.0,510702000.0,-164890000.0,-334272000.0,
Change In Receivables,229795000.0,15317000.0,-310682000.0,-152100000.0,
Other Non Cash Items,462445000.0,422227000.0,419153000.0,270420000.0,
Provisionand Write Offof Assets,-49099000.0,-32007000.0,74284000.0,-5906000.0,
Deferred Tax,-4141000.0,3883000.0,1547000.0,2061000.0,
Depreciation And Amortization,14642000.0,30753000.0,28944000.0,23458000.0,
Amortization Cash Flow,440000.0,431000.0,425000.0,0.0,
Depreciation,14202000.0,30753000.0,28944000.0,23458000.0,
Gain Loss On Investment Securities,-10415000.0,-4040000.0,-41374000.0,-46813000.0,
Net Income From Continuing Operations,115920000.0,192162000.0,200881000.0,126420000.0,
