,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-282422800.0,-166407217.210088,-252630394.0,-288938800.0,-315303080.0,
Tax Rate For Calcs,0.4,0.341443,0.298,0.34,0.34,
Normalized EBITDA,2417032000.0,2070773000.0,2758679000.0,2872348000.0,2426301000.0,
Total Unusual Items,-706057000.0,-487365000.0,-847753000.0,-849820000.0,-927362000.0,
Total Unusual Items Excluding Goodwill,-706057000.0,-487365000.0,-847753000.0,-849820000.0,-927362000.0,
Net Income From Continuing Operation Net Minority Interest,93255000.0,208709000.0,409399000.0,328816000.0,-99866000.0,
Reconciled Depreciation,516093000.0,519016000.0,567464000.0,570075000.0,556776000.0,
Reconciled Cost Of Revenue,1832464000.0,2013400000.0,1979327000.0,1885859000.0,1683562000.0,
EBITDA,1710975000.0,1583408000.0,1910926000.0,2022528000.0,1498939000.0,
EBIT,1194882000.0,1064392000.0,1343462000.0,1452453000.0,942163000.0,
Net Interest Income,-830288000.0,-570294000.0,-640441000.0,-767593000.0,-838568000.0,
Interest Expense,980199000.0,740733000.0,751201000.0,839035000.0,917018000.0,
Interest Income,167324000.0,139674000.0,140801000.0,94225000.0,89491000.0,
Normalized Income,516889200.0,529666782.789912,1004521606.0,889697200.0,512192920.0,
Net Income From Continuing And Discontinued Operation,93255000.0,208709000.0,409399000.0,328816000.0,-99866000.0,
Total Expenses,2056586000.0,2132080000.0,2113971000.0,2100462000.0,1851025000.0,
Diluted Average Shares,1857201000.0,1855786108.0,1858599000.0,1856430000.0,1854180000.0,
Basic Average Shares,1855775000.0,1855786108.0,1857388000.0,1854920000.0,1854180000.0,
Diluted EPS,0.05021,0.114776,0.22027,0.17712,-0.05386,
Basic EPS,0.05025,0.114776,0.22042,0.17727,-0.05386,
Diluted NI Availto Com Stockholders,93255000.0,208709000.0,409399000.0,328816000.0,-99866000.0,
Net Income Common Stockholders,93255000.0,208709000.0,409399000.0,328816000.0,-99866000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,93255000.0,208709000.0,409399000.0,328816000.0,-99866000.0,
Minority Interests,-4469000.0,-4439000.0,-6497000.0,-4441000.0,-2690000.0,
Net Income Including Noncontrolling Interests,97724000.0,213148000.0,415896000.0,333257000.0,-97176000.0,
Net Income Continuous Operations,97724000.0,213148000.0,415896000.0,333257000.0,-97176000.0,
Tax Provision,116959000.0,110511000.0,176365000.0,280161000.0,122321000.0,
Pretax Income,214683000.0,323659000.0,592261000.0,613418000.0,25145000.0,
Other Non Operating Income Expenses,,,-18022000.0,,,-2425000.0
Special Income Charges,-178540000.0,-265482000.0,-283798000.0,-350849000.0,-313481000.0,
Other Special Charges,10436000.0,29549000.0,-42017000.0,-46682000.0,27873000.0,
Write Off,168104000.0,227778000.0,316955000.0,397531000.0,285608000.0,
Restructuring And Mergern Acquisition,,8155000.0,8860000.0,,,0.0
Net Non Operating Interest Income Expense,-830288000.0,-570294000.0,-640441000.0,-767593000.0,-838568000.0,
Total Other Finance Cost,17413000.0,-30765000.0,30041000.0,22783000.0,11041000.0,
Interest Expense Non Operating,980199000.0,740733000.0,751201000.0,839035000.0,917018000.0,
Interest Income Non Operating,167324000.0,139674000.0,140801000.0,94225000.0,89491000.0,
Operating Income,1225717000.0,1218288000.0,1705294000.0,1610931000.0,1115725000.0,
Operating Expense,224122000.0,118680000.0,134644000.0,214603000.0,167463000.0,
Other Operating Expenses,51113000.0,-54194000.0,-4169000.0,51113000.0,41403000.0,
Selling General And Administration,176751000.0,182166000.0,167832000.0,182305000.0,163500000.0,
Selling And Marketing Expense,11448000.0,14672000.0,13734000.0,15687000.0,14259000.0,
General And Administrative Expense,165303000.0,167494000.0,154098000.0,166618000.0,149241000.0,
Gross Profit,1449839000.0,1336968000.0,1839938000.0,1825534000.0,1283188000.0,
Cost Of Revenue,1832464000.0,2013400000.0,1979327000.0,1885859000.0,1683562000.0,
Total Revenue,3282303000.0,3350368000.0,3819265000.0,3711393000.0,2966750000.0,
Operating Revenue,3282303000.0,3350368000.0,3819265000.0,3711393000.0,2966750000.0,
