,2026-05-31,2026-02-28,2025-11-30,2025-08-31,2025-05-31,2025-02-28,2024-11-30
Tax Effect Of Unusual Items,-2471600.0,67931042.190625,-6778580.0,,-1349800.0,11933714.185496,
Tax Rate For Calcs,0.4,0.374986,0.34,,0.34,0.280378,
Normalized EBITDA,219821000.0,7496000.0,280378000.0,357719000.0,254115000.0,,
Total Unusual Items,-6179000.0,181156000.0,-19937000.0,,-3970000.0,42563000.0,
Total Unusual Items Excluding Goodwill,-6179000.0,181156000.0,-19937000.0,,-3970000.0,42563000.0,
Net Income From Continuing Operation Net Minority Interest,27909000.0,-40394000.0,44058000.0,,66002000.0,-24629000.0,
Reconciled Depreciation,42055000.0,75483000.0,76671000.0,93115000.0,40654000.0,,
Reconciled Cost Of Revenue,2016179000.0,1959486000.0,2276101000.0,,2081243000.0,2465669000.0,
EBITDA,213642000.0,188652000.0,260441000.0,357719000.0,250145000.0,,
EBIT,171587000.0,113169000.0,183770000.0,,209491000.0,131810000.0,
Net Interest Income,-167345000.0,-218859000.0,-180324000.0,,-164563000.0,-194230000.0,
Interest Expense,174037000.0,177662000.0,171547000.0,,161614000.0,166021000.0,
Interest Income,8758000.0,6978000.0,4792000.0,,9530000.0,4161000.0,
Normalized Income,31616400.0,-153618957.809375,57216420.0,,68622200.0,-55258285.814504,
Net Income From Continuing And Discontinued Operation,27909000.0,-40394000.0,44058000.0,,66002000.0,-24629000.0,
Total Expenses,2529853000.0,2395778000.0,2784419000.0,,2522460000.0,2870245000.0,
Diluted Average Shares,360215698.0,341071232.0,353797465.0,,353797467.0,,352925143.0
Basic Average Shares,341071230.0,341071232.0,341071230.0,,341071232.0,,341071232.0
Diluted EPS,0.0775,-0.118157,0.1245,,0.1866,,0.1256
Basic EPS,0.0818,-0.118157,0.1292,,0.1935,,0.13
Diluted NI Availto Com Stockholders,27909000.0,-40394000.0,44058000.0,,66002000.0,-24629000.0,
Net Income Common Stockholders,27909000.0,-40394000.0,44058000.0,,66002000.0,-24629000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0,
Net Income,27909000.0,-40394000.0,44058000.0,,66002000.0,-24629000.0,
Minority Interests,-62000.0,-85000.0,-14000.0,,2000.0,-10000.0,
Net Income Including Noncontrolling Interests,27971000.0,-40309000.0,44072000.0,,66000000.0,-24619000.0,
Net Income Continuous Operations,27971000.0,-40309000.0,44072000.0,,66000000.0,-24619000.0,
Tax Provision,-30421000.0,-24184000.0,-31849000.0,,-18123000.0,-9592000.0,
Pretax Income,-2450000.0,-64493000.0,12223000.0,,47877000.0,-34211000.0,
Other Non Operating Income Expenses,1435000.0,,,,1322000.0,,
Net Non Operating Interest Income Expense,-167345000.0,-218859000.0,-180324000.0,,-164563000.0,-194230000.0,
Total Other Finance Cost,2066000.0,48175000.0,13569000.0,,12479000.0,32370000.0,
Interest Expense Non Operating,174037000.0,177662000.0,171547000.0,,161614000.0,166021000.0,
Interest Income Non Operating,8758000.0,6978000.0,4792000.0,,9530000.0,4161000.0,
Operating Income,138122000.0,106978000.0,160832000.0,,164867000.0,126903000.0,
Operating Expense,513674000.0,436292000.0,508318000.0,,441217000.0,404576000.0,
Other Operating Expenses,-26827000.0,,,,,,
Selling General And Administration,543915000.0,487291000.0,509462000.0,,443109000.0,438352000.0,
Selling And Marketing Expense,353605000.0,295925000.0,325376000.0,,292473000.0,295214000.0,
General And Administrative Expense,190310000.0,191366000.0,184086000.0,,150636000.0,143138000.0,
Gross Profit,651796000.0,543270000.0,669150000.0,,606084000.0,531479000.0,
Cost Of Revenue,2016179000.0,1959486000.0,2276101000.0,,2081243000.0,2465669000.0,
Total Revenue,2667975000.0,2502756000.0,2945251000.0,,2687327000.0,2997148000.0,
Operating Revenue,2667975000.0,2502756000.0,2945251000.0,,2687327000.0,2997148000.0,
