,2026-06-30,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,1571600.0,-790001560.0,0.0,2013723.172574,
Tax Rate For Calcs,0.199557,0.4,0.34,0.34,0.265348,
Normalized EBITDA,724364000.0,976167000.0,3014475000.0,366627000.0,1004641000.0,
Total Unusual Items,,3929000.0,-2323534000.0,,7589000.0,-152935000.0
Total Unusual Items Excluding Goodwill,,3929000.0,-2323534000.0,,7589000.0,-152935000.0
Net Income From Continuing Operation Net Minority Interest,382373000.0,771436000.0,65754000.0,95182000.0,300853000.0,
Reconciled Depreciation,218847000.0,280879000.0,324887000.0,316216000.0,311005000.0,
Reconciled Cost Of Revenue,5324925000.0,5162429000.0,5703648000.0,6133190000.0,6084949000.0,
EBITDA,724364000.0,980096000.0,690941000.0,366627000.0,1012230000.0,
EBIT,505517000.0,699217000.0,366054000.0,50411000.0,701225000.0,
Net Interest Income,-44824000.0,5509000.0,44319000.0,-56023000.0,-98999000.0,
Interest Expense,,215355000.0,240933000.0,,242506000.0,272366000.0
Interest Income,,45526000.0,110205000.0,,30778000.0,191393000.0
Normalized Income,382373000.0,769078600.0,1599286440.0,95182000.0,295277723.172574,
Net Income From Continuing And Discontinued Operation,382373000.0,771436000.0,65754000.0,95182000.0,300853000.0,
Total Expenses,5625861000.0,5542034000.0,3835458000.0,6575970000.0,6475695000.0,
Diluted Average Shares,1274576667.0,1230942660.0,,1230942660.0,1230942660.0,
Basic Average Shares,1274576667.0,1230942660.0,,1230942660.0,1230942660.0,
Diluted EPS,0.3,0.6,,0.077324,0.23,
Basic EPS,0.3,0.6,,0.077324,0.23,
Diluted NI Availto Com Stockholders,382373000.0,771436000.0,65754000.0,95182000.0,300853000.0,
Net Income Common Stockholders,382373000.0,771436000.0,65754000.0,95182000.0,300853000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,382373000.0,771436000.0,65754000.0,95182000.0,300853000.0,
Minority Interests,-45809000.0,-124714000.0,-62928000.0,-32441000.0,-36146000.0,
Net Income Including Noncontrolling Interests,428182000.0,896150000.0,128682000.0,127623000.0,336999000.0,
Net Income Continuous Operations,428182000.0,896150000.0,128682000.0,127623000.0,336999000.0,
Tax Provision,106749000.0,-412288000.0,-3561000.0,-50068000.0,121720000.0,
Pretax Income,534931000.0,483862000.0,125121000.0,77555000.0,458719000.0,
Special Income Charges,,3929000.0,-2380716000.0,,7589000.0,-154361000.0
Other Special Charges,,-3929000.0,166306000.0,,-7589000.0,157981000.0
Net Non Operating Interest Income Expense,-44824000.0,5509000.0,44319000.0,-56023000.0,-98999000.0,
Total Other Finance Cost,,-175338000.0,-175047000.0,,-112729000.0,-115452000.0
Interest Expense Non Operating,,215355000.0,240933000.0,,242506000.0,272366000.0
Interest Income Non Operating,,45526000.0,110205000.0,,30778000.0,191393000.0
Operating Income,505517000.0,328955000.0,2339629000.0,50411000.0,382049000.0,
Operating Expense,300936000.0,379605000.0,-1868190000.0,442780000.0,390746000.0,
Other Operating Expenses,109235000.0,101784000.0,-2284944000.0,213286000.0,137260000.0,
Selling General And Administration,300577000.0,305823000.0,-145916000.0,328127000.0,301617000.0,
Selling And Marketing Expense,101144000.0,117531000.0,69633000.0,136106000.0,119725000.0,
General And Administrative Expense,199433000.0,188292000.0,-215549000.0,192021000.0,181892000.0,
Gross Profit,806453000.0,708560000.0,471439000.0,493191000.0,772795000.0,
Cost Of Revenue,5324925000.0,5162429000.0,5703648000.0,6133190000.0,6084949000.0,
Total Revenue,6131378000.0,5870989000.0,6175087000.0,6626381000.0,6857744000.0,
Operating Revenue,6131378000.0,5870989000.0,6175087000.0,6626381000.0,6857744000.0,
