,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-17596912.269865,-489975412.077346,-230278600.0,-746887180.0,-1478371680.0,,
Tax Rate For Calcs,0.01246,0.331995,0.34,0.34,0.34,,
Total Unusual Items,-1412301000.0,-1475852000.0,-677290000.0,-2196727000.0,-4348152000.0,,
Total Unusual Items Excluding Goodwill,-1412301000.0,-1475852000.0,-677290000.0,-2196727000.0,-4348152000.0,,
Net Income From Continuing Operation Net Minority Interest,7139847000.0,5177940000.0,6500491000.0,5500665000.0,6066721000.0,,
Reconciled Depreciation,1806905000.0,1811307000.0,1809476000.0,1755648000.0,1827158000.0,,
Net Interest Income,20367167000.0,17333678000.0,18402119000.0,16013346000.0,16508667000.0,,
Interest Expense,55245908000.0,55789906000.0,54846015000.0,52694311000.0,46219670000.0,,
Interest Income,75613075000.0,73123584000.0,73248134000.0,68707657000.0,62728337000.0,,
Normalized Income,8534551087.730135,6163816587.922654,6947502400.0,6950504820.0,8936501320.0,,
Net Income From Continuing And Discontinued Operation,7139847000.0,5177940000.0,6500491000.0,5500665000.0,6066721000.0,,
Rent Expense Supplemental,23207000.0,26293000.0,23712000.0,24106000.0,26104000.0,,
Diluted Average Shares,11156010938.0,10573302000.0,,,,10584506000.0,
Basic Average Shares,11156010938.0,10573302000.0,,,11030401818.0,10584506000.0,
Diluted EPS,0.64,0.47,,,0.55,0.5,
Basic EPS,0.64,0.47,,,,0.5,
Diluted NI Availto Com Stockholders,7139847000.0,5177940000.0,-5899496000.0,5500665000.0,6066721000.0,,
Net Income Common Stockholders,7139847000.0,5177940000.0,-5899496000.0,5500665000.0,6066721000.0,,
Net Income,7139847000.0,5177940000.0,6500491000.0,5500665000.0,6066721000.0,,
Minority Interests,-105961000.0,-52605000.0,-41202000.0,-67351000.0,-72544000.0,,
Net Income Including Noncontrolling Interests,7245808000.0,5230545000.0,6541693000.0,5568016000.0,6139265000.0,,
Net Income Continuous Operations,7245808000.0,5230545000.0,6541693000.0,5568016000.0,6139265000.0,,
Tax Provision,91420000.0,2599553000.0,-789775000.0,-687672000.0,-1809861000.0,,
Pretax Income,7337228000.0,7830098000.0,5751918000.0,4880344000.0,4329404000.0,,
Other Non Operating Income Expenses,-180487000.0,-1430520000.0,-1174910000.0,515439000.0,-43539000.0,,
Special Income Charges,-1412301000.0,-1475852000.0,-677290000.0,-2196727000.0,-4348152000.0,,
Other Special Charges,1412301000.0,1475852000.0,677290000.0,2196727000.0,4348152000.0,,
Gain On Sale Of Security,574961000.0,-298340000.0,-502997000.0,872117000.0,2963369000.0,,
Depreciation Amortization Depletion Income Statement,1668476000.0,1682730000.0,1809476000.0,1755648000.0,1827158000.0,,
Depreciation And Amortization In Income Statement,1668476000.0,1682730000.0,1809476000.0,1755648000.0,1827158000.0,,
Amortization,1130218000.0,1167709000.0,1169553000.0,1142244000.0,1173741000.0,,
Amortization Of Intangibles Income Statement,1130218000.0,1167709000.0,1169553000.0,1142244000.0,1173741000.0,,
Depreciation Income Statement,538258000.0,515021000.0,639923000.0,613404000.0,653417000.0,,
Selling General And Administration,11590344000.0,11235274000.0,12143777000.0,11387158000.0,10378326000.0,,
Selling And Marketing Expense,1632854000.0,1529226000.0,1701082000.0,1424587000.0,1299716000.0,,
General And Administrative Expense,9957490000.0,9706048000.0,10442695000.0,9962571000.0,9078610000.0,,
Other Gand A,3727406000.0,3566409000.0,3981019000.0,3754748000.0,3103633000.0,,
Insurance And Claims,,,,,211893000.0,205340000.0,205593000.0
Rent And Landing Fees,23207000.0,26293000.0,23712000.0,24106000.0,26104000.0,,
Salaries And Wages,6206877000.0,6113346000.0,6437964000.0,6183717000.0,5948873000.0,,
Total Revenue,32134677000.0,32927975000.0,29711247000.0,27979078000.0,30305722000.0,,
Operating Revenue,32134677000.0,32927975000.0,29711247000.0,27979078000.0,30305722000.0,,
Professional Expense And Contract Services Expense,,,,,,,1552784000.0
Other Non Interest Expense,2290225000.0,2136394000.0,2341558000.0,1836784000.0,2181016000.0,,
