,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-267549204.6,-30086947.888861,0.0,0.0,-338205480.0,
Tax Rate For Calcs,0.2862,0.311153,0.245081,0.34,0.34,
Normalized EBITDA,4047254000.0,3824445000.0,3686803000.0,3619714000.0,3877929000.0,
Total Unusual Items,-934833000.0,-96695000.0,,,-994722000.0,1005878000.0
Total Unusual Items Excluding Goodwill,-934833000.0,-96695000.0,,,-994722000.0,1005878000.0
Net Income From Continuing Operation Net Minority Interest,-179597000.0,435517000.0,-246193000.0,-96291000.0,-63039000.0,
Reconciled Depreciation,1340958000.0,1235703000.0,1323861000.0,1252142000.0,1070425000.0,
Reconciled Cost Of Revenue,8099419000.0,8180155000.0,8416803000.0,7762349000.0,7734221000.0,
EBITDA,3112421000.0,3727750000.0,3686803000.0,3619714000.0,2883207000.0,
EBIT,1771463000.0,2492047000.0,2362942000.0,2367572000.0,1812782000.0,
Net Interest Income,-2111504000.0,-1950371000.0,-2112829000.0,-1971854000.0,-1889626000.0,
Interest Expense,2015423000.0,1788493000.0,2678193000.0,2483717000.0,1849147000.0,
Interest Income,14636000.0,-1299000.0,565364000.0,511863000.0,11388000.0,
Normalized Income,487686795.4,502125052.111139,-246193000.0,-96291000.0,593477520.0,
Net Income From Continuing And Discontinued Operation,-179597000.0,432908000.0,-246193000.0,-96291000.0,-50953000.0,
Total Expenses,9277600000.0,8161116000.0,9595887000.0,8761619000.0,8668770000.0,
Diluted Average Shares,426797757.0,,435105522.0,435105522.0,426754776.0,
Basic Average Shares,426797757.0,,435105522.0,435105522.0,426754776.0,
Diluted EPS,-0.4208,,-0.401975,-0.157141,-0.1194,
Basic EPS,-0.4208,,-0.401975,-0.157141,-0.1194,
Diluted NI Availto Com Stockholders,-179597000.0,432908000.0,-246193000.0,-96291000.0,-50953000.0,
Net Income Common Stockholders,-179597000.0,432908000.0,-246193000.0,-96291000.0,-50953000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,-179597000.0,432908000.0,-246193000.0,-96291000.0,-50953000.0,
Minority Interests,-5454000.0,-49124000.0,-8204000.0,-53368000.0,-62474000.0,
Net Income Including Noncontrolling Interests,-174143000.0,482032000.0,-237989000.0,-42923000.0,11521000.0,
Net Income Discontinuous Operations,0.0,,,,12086000.0,
Net Income Continuous Operations,-174143000.0,484641000.0,-237989000.0,-42923000.0,-565000.0,
Tax Provision,-69817000.0,218913000.0,-77262000.0,-73222000.0,-35800000.0,
Pretax Income,-243960000.0,703554000.0,-315251000.0,-116145000.0,-36365000.0,
Net Non Operating Interest Income Expense,-2111504000.0,-1950371000.0,-2112829000.0,-1971854000.0,-1889626000.0,
Total Other Finance Cost,110717000.0,160579000.0,,,51867000.0,206105000.0
Interest Expense Non Operating,2015423000.0,1788493000.0,2678193000.0,2483717000.0,1849147000.0,
Interest Income Non Operating,14636000.0,-1299000.0,565364000.0,511863000.0,11388000.0,
Operating Income,1798016000.0,2834124000.0,1794460000.0,1850004000.0,1774316000.0,
Operating Expense,1178181000.0,-19039000.0,1179084000.0,999270000.0,934549000.0,
Other Operating Expenses,138521000.0,-66552000.0,157248000.0,35078000.0,51687000.0,
Selling General And Administration,1039660000.0,1050121000.0,1021836000.0,964192000.0,882862000.0,
Selling And Marketing Expense,430693000.0,422725000.0,437523000.0,386265000.0,354819000.0,
General And Administrative Expense,608967000.0,627396000.0,584313000.0,577927000.0,528043000.0,
Gross Profit,2976197000.0,2815085000.0,2973544000.0,2849274000.0,2708865000.0,
Cost Of Revenue,8099419000.0,8180155000.0,8416803000.0,7762349000.0,7734221000.0,
Total Revenue,11075616000.0,10995240000.0,11390347000.0,10611623000.0,10443086000.0,
Operating Revenue,11075616000.0,10995240000.0,11390347000.0,10611623000.0,10443086000.0,
