,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,3399238.186145,13080480.0,-1590276.943959,,6022040.065301,6132280.0
Tax Rate For Calcs,0.099213,0.21,0.149322,,0.1892,0.22
Normalized EBITDA,496389000.0,464434000.0,382851000.0,423937000.0,336855000.0,
Total Unusual Items,34262000.0,62288000.0,-10650000.0,,31829000.0,27874000.0
Total Unusual Items Excluding Goodwill,34262000.0,62288000.0,-10650000.0,,31829000.0,27874000.0
Net Income From Continuing Operation Net Minority Interest,204784000.0,220654000.0,187091000.0,,171433000.0,178635000.0
Reconciled Depreciation,130428000.0,102983000.0,72974000.0,100496000.0,85577000.0,
Reconciled Cost Of Revenue,556861000.0,480080000.0,361981000.0,,427263000.0,402825000.0
EBITDA,530651000.0,526722000.0,372201000.0,482900000.0,368684000.0,
EBIT,400223000.0,423739000.0,299227000.0,,283107000.0,292933000.0
Net Interest Income,-189172000.0,-151504000.0,-88997000.0,,-79094000.0,-73387000.0
Interest Expense,172884000.0,140553000.0,69361000.0,,63815000.0,56258000.0
Interest Income,3848000.0,3338000.0,1911000.0,,2063000.0,2272000.0
Normalized Income,173921238.186145,171446480.0,196150723.056041,,145626040.065301,156893280.0
Net Income From Continuing And Discontinued Operation,688522000.0,228830000.0,265067000.0,,188718000.0,194647000.0
Total Expenses,1532703000.0,1322323000.0,972566000.0,,1143430000.0,1106341000.0
Total Operating Income As Reported,355704000.0,351556000.0,270225000.0,,253399000.0,266016000.0
Diluted Average Shares,591043000.0,596792000.0,,,598626000.0,595512000.0
Basic Average Shares,579140000.0,585349000.0,,,587091000.0,585903000.0
Diluted EPS,1.16493,0.38343,,,0.31525,0.32686
Basic EPS,1.18887,0.39093,,,0.32145,0.33222
Diluted NI Availto Com Stockholders,688522000.0,228830000.0,265067000.0,,188718000.0,194647000.0
Net Income Common Stockholders,688522000.0,228830000.0,265067000.0,,188718000.0,194647000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0
Net Income,688522000.0,228830000.0,265067000.0,,188718000.0,194647000.0
Minority Interests,0.0,-3180000.0,-8451000.0,,-6369000.0,-5948000.0
Net Income Including Noncontrolling Interests,688522000.0,232010000.0,273518000.0,,195087000.0,200595000.0
Net Income Discontinuous Operations,483738000.0,8176000.0,77976000.0,,17285000.0,16012000.0
Net Income Continuous Operations,204784000.0,223834000.0,195542000.0,,177802000.0,184583000.0
Tax Provision,22555000.0,59352000.0,34324000.0,,41490000.0,52092000.0
Pretax Income,227339000.0,283186000.0,229866000.0,,219292000.0,236675000.0
Special Income Charges,-31316000.0,-23167000.0,-16678000.0,,-13818000.0,-13955000.0
Write Off,31316000.0,23167000.0,16678000.0,,13818000.0,13955000.0
Net Non Operating Interest Income Expense,-189172000.0,-151504000.0,-88997000.0,,-79094000.0,-73387000.0
Total Other Finance Cost,20136000.0,14289000.0,21547000.0,,17342000.0,19401000.0
Interest Expense Non Operating,172884000.0,140553000.0,69361000.0,,63815000.0,56258000.0
Interest Income Non Operating,3848000.0,3338000.0,1911000.0,,2063000.0,2272000.0
Operating Income,387020000.0,374723000.0,286903000.0,,267217000.0,279971000.0
Operating Expense,975842000.0,842243000.0,610585000.0,,716167000.0,703516000.0
Other Operating Expenses,-7689000.0,-3651000.0,-19036000.0,,2029000.0,13876000.0
Research And Development,354783000.0,301670000.0,206375000.0,,250034000.0,232088000.0
Selling General And Administration,628748000.0,544224000.0,423246000.0,,464104000.0,457552000.0
Selling And Marketing Expense,411907000.0,360061000.0,311532000.0,,329978000.0,313081000.0
General And Administrative Expense,216841000.0,184163000.0,111714000.0,,134126000.0,144471000.0
Gross Profit,1362862000.0,1216966000.0,897488000.0,,983384000.0,983487000.0
Cost Of Revenue,556861000.0,480080000.0,361981000.0,,427263000.0,402825000.0
Total Revenue,1919723000.0,1697046000.0,1259469000.0,,1410647000.0,1386312000.0
Operating Revenue,1919723000.0,1697046000.0,1259469000.0,,1410647000.0,1386312000.0
